content,score
Baik,5
Mantap puolllll👍👍👍👍👍👍,5
Memudahkan untuk melamar kerja/mencari kerja,5
"Tolong dong, setelah status lamaran kita diterima, ada notif untuk langkah selanjutnya harus bagaimana, baik dari perusahaan yang membuka lowongan dan jobstreetnya sendiri, karena setelah status lamaran diterima tidak ada respon selanjutnya harus bagaimana, itu saja kritik dan sarannya, terimakasih",4
Bagusss aplikasinya,5
Baik,5
Ok banget,5
"Jadi tidak jelas aplikasi ini, kalau begini terus mending uninstall deh. Kecewa",1
Semoga ada kemudahan buat masuk kerja melalui jobstreet. Doain gua ya kawan. Biar cepat dapat kerjaan. Aaamiiinn,5
Sangat membantu dalam proses rekrutmen pegawai yang kita mau,5
Sangat membantu,5
Mantap,5
Mantan,5
"Aplikasi bagus, namun jika pendaftaran lowongan sudah ditutup harap dihapus saja",4
Good,5
Good,5
Sangat bermanfaat,5
simple and connecting job seeker and employer clearly,5
👍,5
Sangat membantu sekali,5
"loker bodong, masang loker dengan persyaratan karyawan kerja harus jujur tapi di mintain duit aneh anjir kalau emang gak niat masang loker gausah nipu orang setan",1
"Bagus sekali Aplikasi ini, sangat membantu para job seeker mendapatkan pekerjaan yang sesuai.",5
"Tolong lebih selektif lagi,soalnya kebanyakan loker yg saya apply adalah scam,baik itu yayasan yg nantinya menipu nama jobstreet akan terseret",1
Good app,5
Sangat user friendly,5
Min kenapa saya tidak bisa masuk ke menu lagi?. Padahal pembaharuan tdak ad. Apakah app ada bermasala app atau akun saya yg diblock?.,3
Thankyou jobstreet. Akhirnya setelah banyak nge apply lowongan kerja di aplikasi ini. Byk juga panggilan. Dr mulai prusahaan yang bodong sampe yang beneran. Dan skrg alhamdulillah udah keterima kerja. Pdahal perusahaan tsb punya web sendiri buat kita ngeapply cv kita. Ehtapi rejeki nya via jobstreet. Thankyou. Buat temen2 yg cari kerja tetep semangat ya. Semoga jobstreet bisa memilah lagi perusahaan yg real sama yg bodong.,5
"Tolong banget buat devloper aplikasi, jangan lupa filter kalo ada informasi kerjaan,apakah benar adanya lowongan tersebut,sekarang ada oknum tertentu memanfaatkan aplikasi ini dengan menipu minta uang DP. Saya bisa buktiin kalo kalo bisa kirim foto penipuan yang saya sudah alami , Terimakasih",1
"Ngelamar di sini ga ada yang nyangkut, pol mentok cuma ""profil di lihat perusahaan"".",1
Loker di aplikasi ini emng bener2 dri perusahaaan atw gk ya?,3
sangat membatubdan.memudahkan pencarian kerja,5
Sangat mudah digunakan,5
Mantap,5
Sangat membantu untuk saya bisa melamar pekerjaaan dan banyak informasi penting,5
Membantu sekali,5
Sangat membantu....,5
Ga ada pesan pemberitahuan atau chat kalo kita diterima panggilan,5
Ok,5
Membantu pencari kerja,5
thank you,5
Keren,5
Lumayan,3
Sangat membantu untuk yang sedang mencari informasi pekerjaan,5
Nice,5
Ok,5
Kurang si menurut saya kurang efektif,3
Blm ada yg nyantol satu pun pekerjaan,3
Tidak bisa digunakan eror,1
Sangat membantu para pengangguran,5
Great one,5
Good application and easy,5
Sangat membantu,5
Bagus,5
sangat membantu,5
Sangat memudahkan,5
Sangat bagus sangat membantu dlm pencarian pekerjaan,4
sagat membatu,5
Akses yang cepat dan baik,5
Bintang 2 dulu awal percobaan,2
Jobstreet sangat membantu saya dalam mencari pekerjaan sesuai dengan bidang & kemampuan yang saya miliki,5
Ok,5
Mantap,5
Lumayan mudah dan fleksibel,4
Sangat bermanfaat,5
Iya ok,5
Mantap.sangat membantu dan tidak perlu ribet dalam melamar pekerjaan..goog job,5
Good,5
"Tolong di tambahan menu di aplikasi or web untuk mengwtahui apakah lamaran di proses, ditrima, serta di yolak",4
"Saya kasih bintang 4 dulu, so belum ada pekerjaan yang saya dapatkan",4
Ok,5
Aplikasi yg sangat membantu Mudah mendapatkan informasi lowongan kerja,5
Terbantu,5
Halo jobstreet... Kenapa saya ga bisa upload CV ya.. sewaktu melamar pekerjaan?,3
Bagus dalam mencari pekerjaan,5
Sangat membantu,5
"Sangat membantu, Terima kasih jobstreet semoga selalu konsisten.",5
"Sepertinya lowongan lama semua, di post ulang itu2 aja",2
"Mudah mudahan JobStreet bisa lebih banyak lagi menginformasikan lowongan pekerjaan khusus untuk kota Medan, dan kebupaten Deli Serdang, seperti Serdang Bedagai, Rempah dan Tebing Tinggi serta Binjai.",4
"Hallo Developer. Dengan Aplikasi JobStreet : Kembangkan Kariermu Yang Saat Ini Saya Gunakan, Sangat Berguna Sekali. Khususnya Untuk Pengguna Smartphone Android. Terimakasih 👍🏻",5
Nice,5
Ok,5
smoga membantu,5
Memudahkan mencari pekerjaan,5
"keren sih, bnyak bgt loker2 terbaru",5
Kurang bisa menyalurkan .,2
Senang menggunakan aplikasi,5
Sangat membantu sekali,5
Simpel dan mudah,5
Rekomended,4
Aplikasinya sangat membantu dalam pencarian lowongan kerja..sukses selalu,5
Mantappp,5
Sangat puas,5
"Kacau jobstreet udah 2 tahun langka bgt panggilan kerja, sekalinya ada panggilan kerja perusahaan yg gajinya kecilll bgt kaya kerja rodi",3
Bagus komunikatif,5
Aplikasi Bagus,5
Smart service,5
kalo kerja kasih bintang 5,4
Makin ancur,1
"When i need information about vacancy ia very easy, i only click on my smart phone and than go to find what i want",5
banyak perusahaan pialang/cari nasabah yang masuk di apl gk disaring gk kek dulu konkrit skrg jdi horor mau pake jdi mkir 2x,1
ini jos banget,2
Sangat membantu,5
Sering banget lihat lowongan kerja bagus tapi pas mau apply malah diarahin ke aplikasi pencari kerja lain kaya kitalu**s,2
Sangat membantu untuk mencari kerja,5
Sangat membantu,4
Mudah mudahan bermanfaat,5
Penggunaannya sederhana sehingga mudah dipahami. Semoga melalui aplikasi ini saya mendapat pekerjaan yg sesuai. Terimakasih JobStreet.,5
"Terima kasih atas informasinya, sehingga dapat kerja.",5
Good,5
Good aplikasi,5
Thanks And Good Job,5
Udah ngelamar ke beberapa ratus perusahaan di jobstreet ga ada panggilan 1 pun ya Allah;(,1
Ok menarik,5
Good,5
Mantap,5
Sangat oke dah. Recommended banget,5
Mantab informasi nya,5
Sangat membantu dan bermanfaat,5
Bagus semoga ajah cepat dpat kerja,5
sngat bagus,5
Sangat membantu,3
Very good,5
Sangat membantu sekali,5
Mantappo,4
Semoga membantu saya dlm mencari pekerjaan yg LBH baik lagi... Aaamiin,5
Jos,5
Sangat membantu,5
Blm dapat dapat pekerjaan. Mungkin harus lbh lagi.,4
Ok,3
Update lowongannya...,5
Bagus untuk mencari pekerjaan,5
UNINSTAL,1
"Pernah di panggil lamaran dan tidak sesuai ,kenapa profil saya hilang,sejak ganti jobstreet baru. Terima kasih",5
Mantap....!!!. Sangat membantu untuk mencari informasi pekerjaan..,5
Semoga saya secepat nya dapat pekerjaan Terima kasih jobstreet. Sangat membantu orang orang mencari pekerjaan,5
Good,5
Sangat membantu buat pengangguran yg sedang mencari kerja,5
Great App. help jobseeker easier to find a job. Thanks to JobStreet,5
Good job,5
memudahkan peluang pekerjaan,5
I loved it. Semoga dengan aku lamar pekerjaan di apk ini diterima. Amin.,5
Bagus,5
Sekarang app ini sudah tidak relevan lagi semakin sulit utk aktual di lapangan skarang hanya koneksi yg bisa .,2
Good,5
Sangat membantu,5
Suka,5
Memeprmudah dalam pencarian kerja,4
👍👍,5
Okokok,5
Cukup membantu,5
Aya kasi binta 5 tapi selama saya melamar di jobstreet saya tidak pernah di panggil oleh perusahaan mana pun,5
resume nya ga bisa di auplod,5
Ok,5
Keren,5
Sangat membantu terimakasih,5
Bagus tapi jarang dipanggil...,5
Ok,5
Semoga cepet dapet kerja,5
Good app,3
Semoga baik cepet manggil,3
Semoga saya segera mendapat pekerjaan,5
Bagus dan membantu,5
"Aplikasinya bagus, sangat membantu menemukan pekerjaan yang di mau.",5
Membantu untuk orang yg lagi nganghurrrrrr,5
Sangat membantu,5
Sangat membantu,5
Mudah untuk mencari pekerjaan,5
Ok sihhhhhhhhhhh,3
Banyak lowongan yg tidak valid,1
Good job!,5
Mantap,5
good,5
Pengguna baru dan baru sekali tahap interview,3
Selau memberi informasi terupdate,5
ok,5
Sangat membantu,5
"banyak sih lowker nya,tapi banyak perusahaan bodong yg alamatnya beda dan pas cari tau alamat itu ternyata disana banyak yg kena tipu",2
Emang membantu,1
Sepertinya banyak lowongan yang tidak langsung dengan penerima kerja dan banyak yayasan yang mengaku sebagai penerima langsung pencari kerja.,4
mantab sangat membantu untuk mencari pekerjaan dengan mudah.. dan dapat bermanfaat bagi masyarakat yg ingin bekerja mendapatkan pengahasilan. trimakasih,5
Cukup mmbantu,4
The best,5
Banyak sekali manfaat yg diperoleh dr jobstreet,5
Cara mudah mencari pekerjaan,5
Thank u,5
good respon,5
JobStreet sangat membantu,5
Mantap,5
Memuaskan,4
Sangat membantu,5
"bagus, mau melamar kerja dipermudah",5
Mantap sangat memmbantu,4
Mantap,5
Bagus,5
Lebih memudahkan dalam mencari dan melamar pekerjaan.,5
Alhamdulillah memudahkan mencar lowongan pekerjaan bagi yang sedang mencari pekerjaan,5
Mudah dan bermanfaat,5
Hebat,5
Lumayan,3
Good,5
Sangat bagus,5
Membantu sekali,5
Verry Good,5
Keren,5
Sangat baik,5
Ok,5
Alhamdulillah melamar Via Jobstreet dapat panggilan,5
Sangat cocok untuk mencari berbagai macam jenis pekerjaan,3
Keren,4
Ok,5
Selalu menggunakan jobstreet.. Alhamdulillah sering lolos dan sampai bekerja,5
Mantap,4
Aplikasi sangat membantu banget,5
Sangat membantu pencari kerja,5
Good,5
Aplikasinya sudah bagus tapi masih slowrespon dalam info balasan lamaran dari perusahaan,5
Baik,5
Mantap,5
Bagus,5
Aplikasi sangat membantu,5
Sangat mudah,5
Bismillah dapat kerja,5
"Cukup bagus sangat membantu,cuma harus di filter lagi antara perusahaan resmi sama perusahaan fiktif karna saya banyak melamar pekerjaan akan tetapi dapat pekerjaan yang tidak saya lamar alias perusahaan fiktif.",5
Semoga dengan aplikasi ini saya mendapatkan pekerjaan yg sesuai dengan bidang saya,5
Semoga segera dapet pekerjaan yang lebih baik lagi aamiin,5
Ok,5
Bagus,5
Lumayan,5
Mantap,5
Sangat membantu,5
Amat sangat membantu bagi kita yang membutuhkan informasi pekerjaan yang sesuai dengan kapasitas kemampuan kita 👍,5
Sangat membantu,5
semoga bisa dapet kerjaan yang lebib baik dari sini,5
User friendly,5
Sangat membantu,4
"Aplikasi semirip jobstreet pun gabisa di akses, kenapa? Udah update berkali kali tetep aja gitu email salah, buat daftar ulang buat email lagi tetep aja gitu akses ditolak mulu gini banget dah",1
Job,5
mantapp,5
Saya suka dengan aplikasi ini,5
semoga bisa bermanfat,5
Sangat bagus dan membantu,5
very helpful to find a suitable job & according to skill & experience Previously there was a filter menu in the history that had been applied for,5
Ok,4
Mantap,5
Semoga beramanah,5
Bagus,5
Aplikasi yang bagus dan sangat membantu untuk para pencari kerja,5
Ga pernah dapat pekerjaan dari jobstreet,2
Tolong dong untuk ukuran foto dibesarin kb nya biar lebih jelas. Foto ukuran 20kb sangat rawan tidak jelas,3
"Aplikasi bagus,enak buat melamar kerja gak langsung ke perusaannya",5
"Tolong tambahkan fitur filter apakah bisa kerja remote, hybrid atau harus on-site di kantor.karena itu sangat membantu untuk orang yg ingin kerja remote. Terimakasih.",5
Good,4
Terimakasih sudah sangat membantu ♥️♥️♥️,5
Sangat bagus,5
Nice,5
good,4
Aplikasi yang membantu untuk calon pelamar para pekerja,5
Gak pernah di panggil,1
Memudahkan dalam mencari loker ...thanks,5
Alhamdulillah sudah bisa memperbaharui resume. Dengan cara hapus data terlebih dahulu.,5
Mantap.,5
"sangat membantu para pencari kerja, dan mencari pekerja",5
Bisa membantu sekali,5
Ok,5
Awokawok,5
nice good,5
Sangat membantu,5
Untuk info lowongan nya sangat membantu,5
Sangat membantu,5
payah ah. aplikasi nya ga bisa di buka2..,2
NICE,5
Good job,5
"Mau pasang foto tp gaboleh lebih dri 20 kb, sedangkan foto yg udh d kompress aja minimalnya cuman bisa 50 kb. Mana harus pake foto lagi buat melamar. Gedein dikit kek jangan 20 kb. Jobstreetskrang malah sulit.",3
Mantap,5
Nice,5
Good app,5
Sangat membantu,5
Sngt membantu,5
Mantapp bisa membantu buat kerja,5
Sangat membantu,5
Kenapa sekarang tiap mau melamar harus ke situs lain yang sejenis dan harus di download dulu dan bikin profil ulang,3
Sangat membantu,5
Sangat bagus,4
Sangat membantu saya dalam usaha mencari perusahaan terbaik yang sesuai dengan kemampuan dan saya minati.,5
"Semoga saya bisa dapat pekerjaan di apk ini,,, Aamiin",4
"Saya senang sekali apply pekerjaan lewat jobstreet karena kita dapat memfilter gaji sesuai ekpektasi kita, filtur ini jarang sekali di yg lain. Terima kasih",5
Lebih Baik Kedepan nya,5
Good lah,5
Good,5
"Bermanfaat,",5
"Cukup bagus, hanya saja masih ada yg harus masuk ke website nya dan itu jadi kurang praktis dan akhir nya ga bisa apply CV, dan di lewati.",4
Sanat membantu,4
Sangat membantu,5
"Menurut saya bagus untuk para pencari kerja, ya meskipun saya belum dapat pekerjaan. Semoga cepat2 dapat aamiin",5
👍,5
Ok,5
good & nice,5
Mantap,5
bismillah,5
Sangat membantu Untuk para pencari kerja,5
Sangat bagus,5
Lebih mudah mencari lowongan pekerjaan apa aja...,5
Sampai saat ini masih ok dalam mencari solusi loker,4
Nanti di tambah 1 lagi kalo udh dapet kerja:)),4
"Mantap, praktis, bagus bagi pencari kerja",5
"Membantu dan cepat respon,serta lengkap data datanya",5
Sangat informatif,5
Alhamdulilah,5
Terimkasih Jobstreet saya sangat bangga dengan aplikasi ini,5
Baik sekali tapi sayang saya belum ada panggilan kerja... Saya positif pasti suatu saat ada panggilan🙏,5
Setelah update malah ga bisa di pakai aplikasinya,2
Aplikasi ok,4
Tidak bisa upload foto ya,3
Good,5
Mantap,5
Enak dan mudah cara melamarnya,5
Jobstreet membantu sekali untuk mencari pekerjaan,5
Sangat membantu saya dalam mencara pekerjaan,5
Bagusssss,5
Sangat Bermanfaat,5
User friendly,5
Sangat baik,5
Aplikasi yang sangat bagus,1
Kenapa akun saya gak bisa di buka ?? Loading terus ....,5
Kasih bintang 4 dulu,4
Sampe sekarang belum ada perusahaan yg interview,5
Semoga saya mendapatkan pekerjaan yang sesuai dan berkah 🤲🏻 amin,5
Sangat membantu,5
Ok,5
Okeeeee bnget,5
Good,5
Good,5
Trimaksih udah berikan info buat saya.sukses trus,5
Sangat membantu,5
Banyak lowongan kerja yang muncul,5
Sangat membantu dalam mencari pekerjaan,5
Sampai sekarang belum ada informasi yang di lamar hasil ok atau tidak. Padahal saya butuh jawaban di terima atau tidak. Terima kasih,4
Ok,5
"Tiga bintang dulu, soalnya saya pemakai pemula",3
Keren,5
Bagus,5
Oke,4
Good job lah,4
"Selama ini Jobstreet sangat bermanfaat untuk masyarakat, terimakasih Jobstreet, teruslah berinovasi",5
Ok,5
"Ini kenapa ya saat saya mau melamar pekerjaan tombol kirim lamaran tdak bisa, dan saya ajukan penghapusan akun dan saya masuk kan akunya lagi kok tidak bisa",2
ntap,5
Sangat membantu mencari pekerjaan,5
Bagus,5
Sangat baik sekali,5
Mantap,5
Semoga bermanfaat,2
Good job,5
good app,5
Lebih mudah mengetahui inpo lowongan pekerjaan,5
Bagus aplikasinya,5
Mantap,5
login dengan fb gagal,1
"Selalu refresh dong dashboard rekomendasi, yang sudah dilamar skip aja x, ga usah ditampilin lagi",3
"Good aplikasi, sangat membantu bagi pencari kerja.",5
Ok,5
"Bagusan aplikasi yg lama..kita cari provinsi kita ,terfokus.. prov yg lain gk bkal masuk.......😞😞😭😭kl yg sekarang,, AMBYARRR ..campur aduk..semua daerah yg tdak kita butuhkan masuk...apa yg mau kita cari GAK TAUU",2
"Lumayan bagus, tetapi lebih bagus lagi kalo bisa ada keterangan lokasi lowongan pekerjaan terbaru nya 👍🤩",4
Keren.. Ngga perlu bolak balik bwt surat lamaran. Insha Allah sangat membantu. Semoga banyak yang memperoleh keberkahan memperoleh pekerjaan melalui joobstreet ini.,5
Lebih mempersingkat waktu,5
ok,5
Sangat bermamfaat,5
Ganti bintang 3 deh karna lokernya itu itu aja yang sudah dilamar..hemmm membosankan,3
Good,5
Merusak perangkat saja di install hanya loading tidal selesai2 dan di batalkan install tidak bisa malah hp saya jadi hank..aplikasi gak jelas.,1
Selalu update,5
Semoga bisa mendapatkan pekerjaan yang terbaik untuk hidupku.,5
Semoga bisa dapat kerja dari Jobstreet 🙏🏻,5
Manager marketing,5
"Mantap, semoga lekas mendapat kerja",5
"Berpengalaman selama 28 th sebagai Branch manager, staff operasional yg menguasai operasional (back dan front office) , staff bisnis (marketing funding dan Lending) , collection senior / SAM (penagihan) dan Umum masih banyak lagi pengalaman perbankan lainnya.",5
Sangat membantu,5
uninstal,1
Ga ada yg manggil gawe apa ud lamar supir 😁 sana sini wilayah jaktim tolong min di bantu update slalu update saya.maksimal resume 2MB kecil bangeet sekelas joobstreet maksimal 12MB dong.,4
Awesome,5
Mantap,5
Makin ribet,2
"Aplikasi kurang mendukung, hal yang perlu dicantumkan di dalamnya tidak sesuai ekspektasi dan kurang menjamin keamanannya, dan sangat merugikan pemula",1
Mantap,5
kesempatan terbuka,5
"Jobs sangat membantu para pelamar dan kita tidak lagi harus kesana kesni ,kita hanya tinggal menunggu informasi dari hrd",5
"Sangat berguna dan membantu,serta laebih efisien",5
Aplikasi yang sangat mudah di gunakan untuk melihat dan juga melamar pekerjaan yang sesuai dengan kualifikasi kamu.,5
Kalau aku dah bisa tembus real lewat ini baru aku kasih bintang ful,3
Mantap,5
Sangat membantu,4
"Memudahkan, informasi lengkap",4
"Luar biasa ,dalam memberi informasi dalam mencari pekerjaan.",5
Saya suka bgt aPlikasi ini.sgt membantu cari kerjaan,5
Semoga membantu saya mencari rezeki dan nafkah buat keluarga saya..,5
"responya Sangat tidak baik....saya sudah lama menggunakan aplikasi ini tetapi tidak pernah ada Pemanggilan atau respon dari aplikasi ini,saya Mau berhenti berlangganan email dengan Jobstreet saya merasa tidak terbantu",1
Good,4
Good,4
Lebih mudah menemukan loker didaerah terdekat,5
"Aplikasinya bagus, selalu update loker terbaru",5
"Tak kasih bintang 2 dlu, karena masih ada kekurangan di aplikasi ini, saya kirim resume yg lain pas saya buka malah resume yg sebelumnya, dh coba restart hp juga gk ngaruh, aduh tolong di perbaiki yah, nnti tak kasih bintang 5",2
♥️,5
Memudahkan saya mencari pekerjaan yang di inginkan 😊,5
Good,5
Top bgt dah...tengkyu buat Admin...🙏👍,5
Verry good,5
Kok abis di update malah Lola ?,2
Kenapa ga bisa upload foto profile ?,2
"sangat membantu , mudah untuk di gunakan",5
Sangat membantu info loker a,5
Rekomendasi bbgt buat yang cari kerja,5
sumpah bagusan webnya,1
Membantu sekali 🙏🙏🙏,5
Banyak pengalaman kerja setelah pakai jobstreet The best bangetttt Membantu sekali Terimakasih jobstreet,5
Good aplikation for job seeker,5
Sangat memudahkan untuk mencari pekerjaan. Semoga bisa segera dapat pekerjaan.,4
Sangat membantu,5
Bagus,5
Sangat membantu untuk job looker,5
Proses lamara cepet tp masih menunggu panggilan kerja lom ada yg dapat,5
Sangat Membantu,5
Aplikasi yang sangat membantu,5
Semoga ada rejeki nya disini,5
Ok,5
Semoga rezeki saya lewat sini,5
Sangat membantu mencari pekerjaa,5
Sangat membantu,3
Sangat mudah dan sangat membantu,5
Mantap,5
semoga lwt apk ini cita cita saya terwujud,5
Kenapa ya min setiap mau liat CV saya gagal mulu. Mohon bantuannya min,2
Sangat membatu,5
Aplikasi yang sangat membantu untuk mencari perkerjaan,5
Bagussss suka,4
Inshaa Allah,5
Baguss bangett,5
sangat membantu,5
sangat membantu,5
Sangat membantu,5
Sangat Bagus,5
Setelah di update malah ga bisa ke buka.. bagaimana ini..?,2
"Tolong perbaiki seperti lulusan SMA jurusan, keahlian, dan pekerjaan spesifik, yang umum saja lah, seperti kalo di pabrik operator produksi (las/welding, cnc, injeksi, painting, machining, dying, spinning, sewing, dll) selain banyak pelamar di bidang ini, pemberi loker pun terpancing untuk broadcast disini",5
Untuk pekerjaan yg sudah di tindaklanjuti.,5
sedikit membantu,5
Good,4
Top,4
Aplikasi hebat,5
keren,5
"Dari 50 lamaran ga ada yg dipanggil, rata2 panggilan penipuan semua. Ini gimana ceritanya? Resume udh bener, pengalaman juga ada, tpi banyak bener penipuan nya. Sungguh aneh.",1
Engga bisa kebuka baru download dahal,1
"Jobstreet sekarang kurang bagus,,,, setiap masuk aplikasi gagal terus..",1
Oke,5
Memudahkan pencarian untuk pekerjaan.,4
"Jobstreet nya ud gk enak,lngsng uninstal",1
Keren,5
Muantap,5
Mantap sangat memudahkan kamiencari pekerjaan yg lebih baik,5
Mantap apk nya,5
Semoga aja saya mendapatkan pekerjaan yang lebih baik dengan lewat apk jobstreet ini(amin),4
Mantap,5
Mantap,5
Semoga bisa membantu saya yg sedang membutuhkan pekerjaan Amin,5
Good for work,4
Saingan membantu untuk para joobsekers,5
sangat membantu dalam mencari pekerjaan,4
"Mau input profile birth date 28 agustus 2002 tidak bisa, apakah ada bug karena bulan berjalan(sekarang bulan agustus) sehingga invalid date",4
Sangat membantu untuk meningkatkan hasil kerja,5
Sangat membantu,5
Sungguh sangat mbantu,5
Ok,5
Mantappp,5
Mantap,5
"Aplikasinya keren, memberikan kemudahan dalam mencari loker dan melamar pekerjaan dengan sangat efesien dan efektif.",5
Membantu,5
Lumayan lah,3
Sangat membantu sekali,5
mantap,5
Good,5
Bekerjalah karena ituh kebutuhan,5
Bagus banget appnya,5
Moga bnyk mmbntuu Sy untuk dpt pekerjaan,5
"Di aplikasi berbeda dengan browser, di aplikasi tidak terdapat kisaran gaji (berkisar,dibawah,diatas nilai ekspektasi) saat kita hendak menentukan melanjutkan melamar",3
Mudah mudahan dapat kerja dari sini y allah ... Amiiin,5
"Thank's ya, semoga saya bisa dapat pekerjaan di disini",5
Bagus,5
Bismillah masuk diterima kerja,5
Memberikan kemudahan cara mencari kerja,5
Saya sangat menyesal donwload apk ini saya butuh loker tapi setelah pakai apk ini Bukannya membantu malah merugikan Saya sangat kecewa aplikasinya jelek 👎👎,1
Bagus,4
Bagus tampilan,4
"Sangat membantu,,sukses selalu semua Semangat...",5
Bagus real ga hoax,5
Bgus,5
sangat membantu,5
Sangat membantu untuk mencari pekerjaan. Terima kasih Jobstreet.,5
Mantap,5
"Sangat bagus memudahkan dalam mencari kerja, semoga saya segera mendapatkan pekerjaan yang sesuai",5
Ini apk beneran gk sih ? Puluhan kali apply gk ada satupun yang ngrespon. Hapus aja lah males gw,1
Baik,4
"Percuma download aplikasi jobstreet gabakal dapat pekerjaan, di indonesia itu kalo pengen kerja harus pake orang dalam bukan aplikasi.",1
Terbaikk,5
Sangat membantu 😊,5
Mudah digunakan dan banyak iklan lowongannya yg selalu update. Sangat membantu dalam mencari lowongan pekerjaan,5
Jobstreet mantap,5
Sangat baik,5
Sering keluar otomatis mohon diperbaiki baru bintangnya berubah,1
Belum pernah dapet kerja dari apk ini,2
Tolong di fast respon untuk orang2 yang sedang mencari lowongan pekerjaan ...,3
"Cukup membantu, semoga sukses untuk pengembang aplikasinya",5
Mantap,5
Kalau bisa lokasi diperinci,5
Like,5
Good job,5
the best,5
Di perbarui malah lemot bgt dah dr sebelumnya,3
Ok mntap,5
Sdh hampir 3 bln Sy blm ada Panggilan & Respon dari Restoran/ Perusahaan yg Sy Lamar,3
Mantap,5
Bagus,5
Sangat bermanfaat good,5
Ok,5
"Terbantu saat cari rekomendasian kerja,semoga jobstreet aman dari perusahaan penipu",5
Bagus dan uptodate,5
Top,4
"Aplikasi yg aneh saya mau menghapus akun saya tapi sudah hampir 5 kali saya email pada dev ny tetep gak di gubrisssss, jadi ujung2 nya spam email ny tmbh bnyk aja, apakah dev cuma pajangan ?",1
Sangat mudah mendaftar pekerjaan,4
"Bagus jg, banyak informasi tp blm ada yg manggil sy hmmm",5
Ok,5
Semoga dengan aplikasi ini saya cepet dapet kerja...,5
Good,5
Membantu,5
"Bagusss,,, semoga lewat jobstreet ini saya bisa dapet kerja ,,, aamiin",5
Aplikasi ini sangat membantu,5
Banyak info loker,5
The best dah emang ni apk,5
Membantu saya mudah mendapatkan informasi lowongan kerja,5
Mantap,5
mudah dan semoga diberikan kelancaran bagi rekan2 yang masih jobless,5
Makasih,5
Mantapp.,4
sangat simple dan praktis,5
Bagus,5
Mantap mudah mengkasesnya,5
Amazing,5
Bagus,5
Helpfull,5
Semoga segera dapat kerja,5
Lumayanlah,3
Sangat membantu untuk mendapatkan loker,5
Ok,5
Semoga dapet kerjaan,5
Gut,5
Sangat membantu sayan,5
Aplikasi nya bisa deskripsikan diri sendiri cuma bisa 300 huruf doangan jadi sangat terbatas beda sama aplikasi sebelah deskripsi diri muat Ampe beberapa paragraf. Dan saya pernah juga dpt panggilan loker bodong. Untung aja saya cek dulu profil perusahaan nya.,2
"Tidak ramah untuk fresh graduate,di bagian profil kalau kita tidak mengisi bagian pengalaman pekerjaan tidak bisa,saya pencet nanti kok malah kembali ke home",1
Aplikasi yang sangat membantu,5
Amazing,4
"Alhamdulillah bisa dapat kerja setelah menggunakan aplikasi ini, bagi yang belum dapat harap bersabar dan always update cv dan info pribadi sebelum melamar. Butuh waktu pokoknya mah saya aja sampe 4 bulanan baru dapat kerja. Rata² kepanggil interview mulu. Ya pokoknya bagi yg blm dapat terus sebar cv nya, ibarat mancing mah terus tebar umpan sampai dapat ikannya. || semangat untuk kalian.",5
Semoga cepat mendapatkan pekerjaan tetap,5
Mantap,5
the best,5
Simpel dan mudah.,5
Ok mudah mudahan membantu..aminn,4
Sangat membntu jobsekeer mencari lowobgannyangsesuai dengan profil pribadi,4
"Semenjak instal jobstreet, dan ikut mencari dan memasukkan lamaran kerja, udah ribuan lamaran, tapi satu pun tidak ada yg direspon sama perusahaan nya Apa sekedar numpang iklan atau perusahaan nya tidak ada cuma fiktif doang. Jobstreet gunanya buat apa sie. Masi mendingan dulu yg JOBSDB masi benar real nyata perusahaan nya, masi pernah ikut intrrview dan direspon cepat sekali kalo mereka tertarik atau tidak pasti di infoin Ini jobstreet zong Nol besar",1
Membantu sekali,5
Setiap buka jobstreet sering sekali terjadi kesalahan padahal jaringan bagus tolong untuk kedepannya ditingkatkan lagi👍,1
"Thankyou jobstreet, akhirnya setelah sekian lama diterima kerja juga. Aplikasinya keren ❤️❤️❤️",5
Saya Belum dafet kerjaan,1
Alhamdulillah,5
Semoga ada panggilan dari perusahaan yang sudah saya kirimkan,5
Sangat mendukung,5
Sangat membantu...good,5
Senang,5
Bagus,5
Top,5
Bagus,5
Semoga membantu saya mendapatkaan pekerjaa,4
Good,5
Sangat baik Dan berguna bagi anak bangsa yang belum dapat pekerjaan dan meringankan untuk mencari pekerjaan baru,5
"Aplikasi sangat bagus, sangat bermanfaat untum mencari pekerjaan.",5
Banyak job yang sudah expired tapi tetap ditampilkan. Jadi terkesan di ghosting..,1
gampang tp belum prh dpt kerjaan dsni,5
"Dlu perna hampir tiap hari kirim lamaran di aplilasi ini,,sehari bisa puluhan resume yg di sent,tpi gak tau kabar beritanya,ngelink ke perusahaan nya langsung apa gak??gak ada kabar,,padahal yg di minta sesuai dgn pengalaman yg ada,,aneh bin ajaib,kita gak tau resume kita terkirim apa blom,,coba tingkatkan lagi,,setidaknya ad pemberitahuan resume kita uda di terima pihak perusahaan yg membutuhkan,",2
Saya kasih bintang 3 dhulu klo berhasil diterima kerja saya kasih bintang 5,3
Sangat membantu sekali,5
Sangat membantu untuk mencari lowongan kerja,5
operation power plant dan komisioning team operation power plant,5
Kenapa aplikasi malah tdk bisa dibuka setelah di update terakhir???,3
ok,4
Mantaps,5
Ok makasi,5
Tolong tambahan fitur untuk memfilter dari daerah masing masing,4
Lumayan ada jobs,4
Sangat membantu,5
