userName,at,text_tokens_stemmed,Label,Label NB
Pengguna Google,2024-08-13 13:51:56,oknum tipu lowong kerja beneran cari kerja harap dapet kerja allhasil tipu hmmm,positif,positif
Pengguna Google,2024-08-13 12:37:12,cari kerja,positif,positif
Pengguna Google,2024-08-13 00:10:41,jobstreet jobstreet versi mending versi versi lowong palsuhoak,negatif,negatif
Pengguna Google,2024-08-12 22:59:24,kagak ngerti gw,negatif,negatif
Pengguna Google,2024-08-12 19:11:09,apk nya bagus tolong tingkat tambah opsi lokasi lowong kerja nya filter benarbenar kotaprovinsi yg cari loker nya nyari loker kota muncul nya kota prefer kota,negatif,negatif
Pengguna Google,2024-08-12 18:42:46,tolong baik sistem nya bngt lowong tipu bngun kena tipu lowong mohon baik lgi,negatif,negatif
Pengguna Google,2024-08-12 16:28:03,aplikasi jobstreet banget usaha tipu undang interview ruko ruko dapet email undang interview 3 usaha lokasi nya logistikcargoproduksi manufaktur restoran lokasi interview nya wkwkwk ujung ujung nya suruh bayar wkwkwk kocak,negatif,negatif
Pengguna Google,2024-08-12 11:43:11,eror,negatif,negatif
Pengguna Google,2024-08-12 09:27:06,ok,positif,positif
Pengguna Google,2024-08-12 08:35:51,jobstreet lolos ya lowong nama nama pt tipu lowong tipu alamat nya masuk list tipu status usaha tutup apdet min biar ilang lamar terang nya tutup nya dapet dapet tipu moga depan jobstreet ketat apdet tetang info lowong kerja nya terimakasih,negatif,negatif
Pengguna Google,2024-08-11 15:09:19,we are engineer working not just by skill but just with believed with him,positif,positif
Pengguna Google,2024-08-11 13:35:47,gimana sih usaha kadaluwarsatapi nongol lagipayah g update,negatif,negatif
Pengguna Google,2024-08-11 11:49:37,vasilitas,positif,positif
Pengguna Google,2024-08-11 09:13:07,bantu,positif,positif
Pengguna Google,2024-08-11 07:14:40,upload foto profil gimana si udah searching gaada bantu,negatif,negatif
Pengguna Google,2024-08-10 02:00:13,jual data nomor hp orang2 yah knp chat wa yg tawar lowong kerja asalasalan,negatif,negatif
Pengguna Google,2024-08-09 03:51:32,hapussampa,positif,positif
Pengguna Google,2024-08-08 22:09:56,banya oknum tipu aplikasi,negatif,negatif
Pengguna Google,2024-08-08 15:51:14,tingkat kualitas,positif,positif
Pengguna Google,2024-08-08 15:16:56,very well,positif,positif
Pengguna Google,2024-08-08 13:46:51,lamar kerja lamar apk jobstreet ijo kali donlod hadehhh,negatif,negatif
Pengguna Google,2024-08-07 23:20:57,dear jobstreetsaya harap alih linkwebsite saat melamat pekerjaansaya jobstreet lamar kerja langsung masuk websitelink url usaha tsbanda antara lowong kerja informasikanjika trus guna langsung website usaha aplikasi jobstreet,negatif,negatif
Pengguna Google,2024-08-07 00:00:28,good,positif,positif
Pengguna Google,2024-08-06 22:42:19,info lowong kerja usia atas 30th tolong info makasih,positif,positif
Pengguna Google,2024-08-06 16:16:40,hatihati data jual pihak,negatif,negatif
Pengguna Google,2024-08-06 13:38:18,lowong langsung apply alih website jobstreet express,negatif,negatif
Pengguna Google,2024-08-06 12:22:40,realisasi panggil,negatif,negatif
Pengguna Google,2024-08-06 11:53:55,alhamdulillah interview user tapiada gak interview,positif,positif
Pengguna Google,2024-08-06 10:00:13,info loker update apply usah dapet email tutup,positif,negatif
Pengguna Google,2024-08-06 06:48:13,info lowong kerja mudah akses,positif,positif
Pengguna Google,2024-08-05 22:03:29,kecewa sih daftar loker situtupini loker beneran ngak,negatif,negatif
Pengguna Google,2024-08-05 18:52:55,bagus,positif,positif
Pengguna Google,2024-08-05 18:35:09,dar nampilin loker doang udah apply gak progres sampe ber minggu loker udah posting,negatif,negatif
Pengguna Google,2024-08-05 13:07:12,usaha pialang loker hoax usaha asli ngga panggil tolong blokir tuh usaha pialangloker hoax,positif,negatif
Pengguna Google,2024-08-05 10:52:44,gak login minggu butuh banget cari kerja akun aktif suka cari loker minggu kemarin aja masalah gin baru cv kirain lupa password tau nya emg sana susah login tolong jgn susah login akun genting,negatif,negatif
Pengguna Google,2024-08-05 08:47:36,tingkatkankeakuratan yg,positif,positif
Pengguna Google,2024-08-04 21:30:56,data pribadi bocor,negatif,negatif
Pengguna Google,2024-08-04 21:03:10,alam sales engineer biasa identifikasi butuh customer lapang tawar b2b langsung customer,positif,positif
Pengguna Google,2024-08-04 12:34:23,respon usaha udah gitu data base nomor wa jebol kali dapet tawar kerja online bilang dapet data nya jobstreet mending ga pake apk deh cari apk jobseeker aja ya temen,negatif,negatif
Pengguna Google,2024-08-04 03:49:35,terimaksih bantu,positif,positif
Pengguna Google,2024-08-03 23:11:27,aplikasi nya sih baguscuma lowong kerja yg kadaluarsa posting lagikalau baru ajatrima kasih,positif,negatif
Pengguna Google,2024-08-03 15:54:39,pt tunas mobilindo praksa marketing pt mandiri tunas finance head spv ar pt mayora garut sales to pt kb finansia head col,positif,positif
Pengguna Google,2024-08-03 15:40:21,uda nunggu tahun ga panggil panggil mudah sulit cari kerja,negatif,negatif
Pengguna Google,2024-08-02 16:50:38,senior mechanic heavy duty,positif,positif
Pengguna Google,2024-08-02 10:37:41,siip,positif,positif
Pengguna Google,2024-08-02 09:57:22,memposting lowong kerja,positif,positif
Pengguna Google,2024-08-02 08:30:43,aplikasi udah bagus lowongan2nya dusta gak panggil wawancara menang mh ttep org dalem yg kerja,positif,positif
Pengguna Google,2024-08-02 08:26:26,loker fake,negatif,negatif
Pengguna Google,2024-08-02 07:15:41,ok,positif,positif
Pengguna Google,2024-08-02 05:10:57,many fake job vacancies,negatif,negatif
Pengguna Google,2024-08-01 21:17:50,pake apk ga da panggil ga da tipu loker udh 3 nganggur,negatif,negatif
Pengguna Google,2024-08-01 14:03:52,tolong baik sistem nya lowong tipu yg cari kerja giur gaji yg tulis jobstreet panggil interview waemail mohon tempat coba search google fb curiga interview nya uang,negatif,negatif
Pengguna Google,2024-07-31 21:52:05,maksud gimana nyoba daftar kaga suruh masuk akun jobstreet udah masuk akun jobstreet profil kaga suruh masuk akun kali masuk arahin google crome kecewa aplikasi,negatif,negatif
Pengguna Google,2024-07-31 18:10:03,karna hp sya problem uninstal apk jobstreet stelah instal ulang pas bgian daftar login loading,negatif,negatif
Pengguna Google,2024-07-31 17:37:54,cocok cari kerja,positif,positif
Pengguna Google,2024-07-31 13:13:47,good,positif,positif
Pengguna Google,2024-07-31 12:49:43,admin dkv 3 raya alf,negatif,positif
Pengguna Google,2024-07-31 12:22:35,lowong kerja lengkap no tipu tipu surabaya east java terimakasih jobstreet,positif,positif
Pengguna Google,2024-07-31 10:56:36,mantap,positif,positif
Pengguna Google,2024-07-31 07:14:59,ya sy email tiba2 tdk trima info jobstreet,positif,negatif
Pengguna Google,2024-07-31 02:36:38,aplikasi tolol tipu nya,negatif,negatif
Pengguna Google,2024-07-30 17:52:57,loker bodong interview ruko,negatif,negatif
Pengguna Google,2024-07-30 14:17:49,kbnykan lowong staf atas lowong driver khusunya dumptruk ga wilayah sulawesi tenggara,negatif,negatif
Pengguna Google,2024-07-30 13:39:52,bantu cari kerja tambah wawas,positif,positif
Pengguna Google,2024-07-30 10:52:26,buka ad awat sistem,positif,negatif
Pengguna Google,2024-07-30 08:50:37,versi versi bagus versi yg error gabisa lihat lamar update kembang lamar kadang kadang gaada sampe lamar expired usaha bodong bener mas yg bawah jg telp tipu sampe ganti no telp lamar tdk kembang harap platform buang rencana pindah platform,negatif,negatif
Pengguna Google,2024-07-29 20:42:56,bagus aplikasi sayang manfaat usaha bodong yg bayar lamar dgn dalih yg,negatif,positif
Pengguna Google,2024-07-28 23:34:00,30 usaha 70 relasi,negatif,negatif
Pengguna Google,2024-07-28 22:22:21,moga updateinfo,positif,positif
Pengguna Google,2024-07-28 21:27:57,bertahun2 pake aplikasi tdk satu ketrima usaha aplikasi,negatif,negatif
Pengguna Google,2024-07-28 21:23:48,kembang lamar kerja aplikasi berkalikali apply bulan tunggu ubah status lamar kirim lamar kerja tolak tim it tim kembang tolong status lamar kerja update jelas guna aplikasi,positif,negatif
Pengguna Google,2024-07-28 17:58:17,kasih rekrut resumecvlamaran kerja liat baca biar serius rekrut kerja karna kasi lamar siang malam liat lamar kerja baca rekrut tingkat layan jobstreet tolong kasih baca cvresumelamaran kerja lamar lamar rekrut cepat serius nya rekrut krna ad yg smpai 7 blm d baca,positif,positif
Pengguna Google,2024-07-27 10:30:35,chat hrd,negatif,negatif
Pengguna Google,2024-07-27 05:37:20,aneh bet nih aplikasi cari dasar kota tetep ajah kota tetep tampil 1 provinsi kota cari kota sukabumi tetep muncul depok bekas bandung dah cari cari lokasi sukabumi,negatif,negatif
Pengguna Google,2024-07-26 16:02:03,aplikasi jobstret udah 3 kirim lamar blm yg nyakut d usah yg d bilang salah d file y sesuai yg d jobstret y yg d terima tipu d usah yg ngk yg ngabisin kouata internet ajamencari kerja susah banget sie,negatif,negatif
Pengguna Google,2024-07-26 14:13:41,tebantu terimakasih,positif,positif
Pengguna Google,2024-07-26 12:38:00,formalitas udah usaha lamar satu cuman liat nama nama usaha plus,negatif,negatif
Pengguna Google,2024-07-26 09:36:09,sistem tampil bagus lengkap mudah paham mudah cari kerja beri kerja,positif,positif
Pengguna Google,2024-07-26 08:52:07,terima kasih jobstreet bantu,positif,positif
Pengguna Google,2024-07-25 22:06:49,kerja pabrik,positif,positif
Pengguna Google,2024-07-25 18:28:56,app nya bagus sihsangat membantutapi banyak yg cantum beri kerja umur yg diutamakanbukannya alam yg dicariindoneaia miris,positif,positif
Pengguna Google,2024-07-25 18:09:53,mantul,positif,positif
Pengguna Google,2024-07-25 17:40:11,gak buka parah parah,negatif,negatif
Pengguna Google,2024-07-25 15:58:29,70 isi loker nipu mending kelen hapus akun jobstreet ambil data pribadi doang,negatif,negatif
Pengguna Google,2024-07-25 11:40:14,ketat iklan lokernya tipu loker lolossudah 6 kali dapet loker penipuanbuang ijin interview buang biaya interviewdah gitu aja,negatif,negatif
Pengguna Google,2024-07-25 09:48:34,banyak loker palsu,negatif,negatif
Pengguna Google,2024-07-24 17:17:15,percaya jobstreetbanyak tipu kerja salah satu tipu,negatif,negatif
Pengguna Google,2024-07-24 17:08:40,data nomor daftar jobstreet privasi jaga rahasia wa orang kenal tawar kerja nggak informasi nomor wa data base jobstreet tolong,negatif,negatif
Pengguna Google,2024-07-24 16:36:33,mohon bantu upload resume file sesuai tentu format pdf ukur 178mb aplikasi update ponsel restart,positif,positif
Pengguna Google,2024-07-23 20:36:23,lowong sih ya gak yg nyantol ya gimana nyantol ngeselinnya dpt buanyak email undang interview tipu alamat jl industri raya no 910 gunung sahari,positif,negatif
Pengguna Google,2024-07-23 18:34:20,loker 30th,positif,positif
Pengguna Google,2024-07-23 11:38:24,knapa ya info lowong yg lamar yg kadaluarsa loh,negatif,negatif
Pengguna Google,2024-07-23 10:48:13,mohon lowong kerja web gabung tera aplikasi jobstreet mengapply lowong kerja aplikasi jobstreet alih web bikin ruwet pindah web aplikasi jobstreet,negatif,negatif
Pengguna Google,2024-07-22 18:54:53,info lowong kerja mudah fitur lamar cepat nya,positif,positif
Pengguna Google,2024-07-22 15:39:56,info lowong banyak nipumereka pake usaha kedok nipu ratarata ruko hati hati,negatif,negatif
Pengguna Google,2024-07-22 14:21:02,bagus aplikasi guna cari kerja,positif,positif
Pengguna Google,2024-07-20 18:39:25,lowong kerja scam be carefull gaes kantor yg jadiin jobstreet brand awareness doang saran pakai platform aja,negatif,negatif
Pengguna Google,2024-07-20 18:33:37,ikut program ai,positif,positif
Pengguna Google,2024-07-20 14:20:43,bantu cari kerja,positif,positif
Pengguna Google,2024-07-20 09:37:45,kasih bintang 5 berkas lamar panggil,positif,positif
Pengguna Google,2024-07-20 07:17:28,good,positif,positif
Pengguna Google,2024-07-20 07:14:54,bantu,positif,positif
Pengguna Google,2024-07-19 18:40:47,aplikasi gak banget udah kirim lamar gak tindak,negatif,negatif
Pengguna Google,2024-07-19 17:46:27,mohon maaf kembang aplikasi jobstreet ulas alam aplikasi jujur buka aplikasi jobstreet kecewa gusar lowong kerja tiga validitas resmi lembaga yayasan outsourcing bayar uang gabung,negatif,negatif
Pengguna Google,2024-07-19 17:02:57,banyak loker jobstreet lamar 1 tiada manggil pemangilan kerja,negatif,negatif
Pengguna Google,2024-07-19 14:32:39,update perinci,positif,positif
Pengguna Google,2024-07-19 09:18:30,ok,positif,positif
Pengguna Google,2024-07-19 08:50:13,driver duta iraq,positif,positif
Pengguna Google,2024-07-18 23:18:12,ucap terimakasih joobstreetsaya terima diperusahaansemakin bnyak lamar peluanguntuk interview offline teliti usah ajasaya syukur langsung interview tatap muka efisien memuaskanataupun interview online ikut prosedur tiap2 usaha nilai masing2 yg profesional jg semngt yaah yg,positif,positif
Pengguna Google,2024-07-18 21:08:25,banyakkkkkk banget loker nipu,negatif,negatif
Pengguna Google,2024-07-18 19:19:23,gak jobstreet lowong rekomendasi basic kerja ngaco,negatif,negatif
Pengguna Google,2024-07-18 17:56:41,usaha abalabal tipu saran jobstreet ketat lagiagar usaha abalabal daftar jobstreet,positif,negatif
Pengguna Google,2024-07-18 12:35:13,andal utama cari kerja,positif,positif
Pengguna Google,2024-07-18 08:55:59,sebenernya aplikasi bagus ya scam gak jobstreet proses seleksi screening perusahaan2 posting info lowong jobstreet usaha abal2 masuk posting info lowong mohon ketat seleksi usaha posting lowong rugi cari kerja terima kasih,positif,positif
Pengguna Google,2024-07-17 23:56:35,good,positif,positif
Pengguna Google,2024-07-17 21:14:19,asa nglamar aplikasi engga tipu eh tipu banget siang interview tipu 900000 bilang seragam kerja ga tahan ijazah dokumen seragam tanggung pribadi langsung tempat tanda tangan kontrak besok langsung masuk kerja eh pas tanda tangan kontrak point nyata suruh bayar 550000 lunasin 550 tanda tangan kontrak tempat,negatif,negatif
Pengguna Google,2024-07-17 15:15:34,awas viral tipu jadi duren sawit pinta 17 juta,negatif,negatif
Pengguna Google,2024-07-17 12:09:50,susah login,negatif,negatif
Pengguna Google,2024-07-17 10:10:03,aplikasi gak lowong update 1hr 3hr info lowong sdh tutup kaya cv gak kirim jobstreet skrg gak bagus hapus,negatif,negatif
Pengguna Google,2024-07-17 07:14:41,masukin cv jobstreet alhamdulillah emailwa panggil interview yg telusur tipu mohon baik,negatif,negatif
Pengguna Google,2024-07-16 14:23:15,tipu aplikasi interview minta uang kisar sampe 18jt sedih kho kerja bayar ngeluarin uang bikin cv bayar transportasi tempat viral tiktok lapor ga tuh berita penakapan interview bodong miris,negatif,negatif
Pengguna Google,2024-07-16 12:53:27,gajelas banget sumpah gua udah apply 1 ga respon panggil interview terang doang sampe tuh lowong tutup bodoh publik lol mending glints cepet,negatif,negatif
Pengguna Google,2024-07-16 10:19:43,aplikasi bagus usaha dijobstreet banyak nipu panggil butik gitu pas dichat telegram konfirmasi pesan mana saldo top up kecewa sekali aplikasi ini bayang lowong palsu jobstreet mohon telusur lowong beneran cari kerja serius cari kerja main,negatif,negatif
Pengguna Google,2024-07-15 18:29:23,aplikasi kocak panggil kerja yg aplikasi hoax gaada yg bener coba make apl 2021 tetep aja,negatif,negatif
Pengguna Google,2024-07-15 18:09:22,kecewa sih oknum tipu yg manfaat apk udah kali interview lolos ujung main uang pas calon yg tipu juta rupiah tolong tinjau oknum nakal harga yg serius cari kerja bantu orang tua,positif,negatif
Pengguna Google,2024-07-15 17:07:47,fu usaha buka lowong,negatif,negatif
Pengguna Google,2024-07-15 12:42:56,hatihati lamar kerja online dijobstreet juni kemarin kena tipu lolos ya lowong bodong masuk aplikasi jobstreet,negatif,negatif
Pengguna Google,2024-07-15 12:17:54,nyoba cuman trouble pas daftar masuk ntah,negatif,negatif
Pengguna Google,2024-07-15 10:09:45,muas,positif,positif
Pengguna Google,2024-07-14 23:13:42,berpuluh2 kali kirim lamar kerja blm panggil dri 2022 sd 2024 tolong baik jobstreet ya udah penuh syarat2nya sesuai yg butuh klo panggil says kasih bintang 5,negatif,negatif
Pengguna Google,2024-07-14 17:34:58,aplikasi ga lamar laku pas liat gmail loker dah tutup kocak trs lamar yg kemaren kemanaklo dah tutup gausah iklaninpayah,negatif,negatif
Pengguna Google,2024-07-14 17:03:53,lowong kerja palsu tolong ketat izin terimakasih,positif,positif
Pengguna Google,2024-07-13 23:01:08,alam kerja usaha langsung ketemu hrd alhamdulillah test interview,positif,positif
Pengguna Google,2024-07-13 20:35:20,banyak loker bodong nama pt nya ngga alamat nya ngga cantumin nya dpt email interview d kasih maps engga next perhati utk delevop nya pinter sortir yg bener yg engga biarin masuk ngerugiin orang yg bener nyari kerja,negatif,negatif
Pengguna Google,2024-07-13 12:05:40,data nomor hp sebar wa aku database aplikasi jobstreet hati hati,negatif,negatif
Pengguna Google,2024-07-13 08:17:25,kereen,positif,positif
Pengguna Google,2024-07-13 01:42:51,bantu cari lowong kerja,positif,positif
Pengguna Google,2024-07-12 17:37:49,ga ya hubung usaha bodong gak apply usaha tsb kalimat cantum kalo dpt data app tolong amanin udh aktif mode comot data yg bodong2 ga apply mohon tingkat aman terimakasih,positif,negatif
Pengguna Google,2024-07-12 17:13:58,done,positif,positif
Pengguna Google,2024-07-12 05:48:44,pilih rentang gaji sesuai 10 langsung 15 jenjang 101213,positif,positif
Pengguna Google,2024-07-11 20:24:22,manfaat banget,positif,positif
Pengguna Google,2024-07-11 19:20:31,pairing token 7ae039a5,positif,positif
Pengguna Google,2024-07-11 17:54:38,ga fitur2nya versi mudah lumayan lengkap,positif,positif
Pengguna Google,2024-07-11 17:44:45,fake aplikasi sial ibu kali kirim gada satu jebol alas lowong tutup muncul new lowong kalo ga niat nyariin lowong gak bacot,negatif,negatif
Pengguna Google,2024-07-11 15:20:28,bagus,positif,positif
Pengguna Google,2024-07-11 14:21:11,baik,positif,positif
Pengguna Google,2024-07-11 10:17:23,susah urut cari baru lama acak susah liat lowong yg,negatif,negatif
Pengguna Google,2024-07-11 00:21:23,gua pake aplikasi 2015 sampe detik perna nyangkut isi kolom kolom nya gua lengkap lengkap enak linkedin kaya,negatif,negatif
Pengguna Google,2024-07-10 13:36:41,upload resume,negatif,negatif
Pengguna Google,2024-07-09 13:26:20,kecewa jobstreet upload surat lamar format pdf susah makan konversi file nya mohon tinjau terimakasih,positif,negatif
Pengguna Google,2024-07-09 11:33:38,ramah fresh graduate,negatif,negatif
Pengguna Google,2024-07-09 10:11:25,aplikasi lucu orang nyari lowong kerja manfaatin tipu banget dapet panggil interview pas cek tipu,negatif,negatif
Pengguna Google,2024-07-08 18:30:59,susah daftar nya,negatif,negatif
Pengguna Google,2024-07-08 18:25:05,bocor dataini bukti pesan wa pt b lamar pt a bukti data bocor oknum ga tanggung jawablebih tingkat usaha valid akses data penggunapencari kerja,negatif,negatif
Pengguna Google,2024-07-08 17:35:48,kalo dapet email interview tempat ya beda usaha tempat situ situ aja sebrang hotel orchardz,positif,negatif
Pengguna Google,2024-07-08 16:27:00,gak,negatif,negatif
Pengguna Google,2024-07-08 14:48:00,udah coba kirim lamar engga lihat satu kualifikasi niat cari karyawan iseng posting,negatif,negatif
Pengguna Google,2024-07-08 12:44:48,login,negatif,negatif
Pengguna Google,2024-07-08 09:58:45,dapet kerja suka kontak masuk gajelas nawarin kerja gajelas pake online hp aja gimana si kerja kaga dapet no sebar mana,negatif,negatif
Pengguna Google,2024-07-07 21:39:51,ratus lowong lamar jobstreet satu panggil,negatif,negatif
Pengguna Google,2024-07-07 01:03:09,aplikasi pea buang buang paket gw ngelamar 4x loker bodong kocak kadang ni apk nyari kerja gimana konsep nya dah developer beneran dikit msih loker nipu jobstret ngotak gw ken dtgin anjir,negatif,negatif
Pengguna Google,2024-07-06 16:41:36,usaha scam buka lowong kerja dapat kontak person lamar kali hubung tawar pekerjaaan ujung2nya bayar jobstreet seleksi usaha fiktif hati2 lamar usaha identitas usaha sembunyi,negatif,negatif
Pengguna Google,2024-07-06 10:31:56,bantu,positif,positif
Pengguna Google,2024-07-06 08:08:53,kerja,positif,positif
Pengguna Google,2024-07-05 22:45:39,izin instal,positif,positif
Pengguna Google,2024-07-05 13:53:14,loker bodong,negatif,negatif
Pengguna Google,2024-07-05 10:20:44,tolong pihakpihak jobstreet aplikasi gak apaapa nyari kerja gak usaha manggil tolong baik nama php loker indonesia,negatif,negatif
Pengguna Google,2024-07-04 18:05:52,mantap,positif,positif
Pengguna Google,2024-07-03 20:10:36,coba untung,positif,positif
Pengguna Google,2024-07-03 14:49:58,peluang luas,positif,positif
Pengguna Google,2024-07-03 09:24:31,good banget,positif,positif
Pengguna Google,2024-07-02 17:18:06,bagus bantu aplikasi sngt sayang hny dar formalitas perusahaan2 menginklankan jobstreet melamar2 jobstreet usaha apply lihat respon lamaran2nya batas buka lamar tutupindonesiacemas2045,positif,positif
Pengguna Google,2024-07-02 16:30:35,moga kerja,positif,positif
Pengguna Google,2024-07-02 15:21:37,bad experience never get a job from this apps,negatif,positif
Pengguna Google,2024-07-02 14:11:03,iya salam salam sahabat dr erba saputra mt,positif,positif
Pengguna Google,2024-07-02 12:50:49,awas lapang,positif,positif
Pengguna Google,2024-07-02 10:49:26,staff brikes,positif,positif
Pengguna Google,2024-07-02 07:28:15,aplikasi jelek gk kaya dulusetiap buka update terusbusuk,negatif,negatif
Pengguna Google,2024-07-02 04:41:43,loker yg,negatif,negatif
Pengguna Google,2024-06-30 21:21:59,terimakasih aplikasi jobstreet aplikasi sayah kerja,positif,positif
Pengguna Google,2024-06-30 17:56:02,mantab,positif,positif
Pengguna Google,2024-06-30 12:54:04,bagus,positif,positif
Pengguna Google,2024-06-30 12:21:57,developer nya banyak tidur lokasi lokasi loker tampil beda query nya baik api backend nya kocak,negatif,negatif
Pengguna Google,2024-06-30 12:13:07,kemarin akun sign out sign in ga kolom email password gk muncul loading 1 hari paket data ku 250 gb,negatif,negatif
Pengguna Google,2024-06-30 08:33:36,aja download uda coba daftar langsung masuk pake email msih trouble aja gbisa login ktnya suruh contact support,negatif,negatif
Pengguna Google,2024-06-29 19:01:04,php doang,negatif,negatif
Pengguna Google,2024-06-29 12:15:24,udh bolak daftar akun tp ttp aja ga masuk2 ga tau deh,negatif,negatif
Pengguna Google,2024-06-29 11:27:51,moga kerja,positif,positif
Pengguna Google,2024-06-29 08:50:20,coba lang,positif,positif
Pengguna Google,2024-06-28 11:18:42,coba moga guna jobtreet,positif,positif
Pengguna Google,2024-06-28 10:38:09,aplikasi ga nyebarin lamar hoax aja aneh ya orang kaya gin,negatif,negatif
Pengguna Google,2024-06-27 20:10:54,bantu,positif,positif
Pengguna Google,2024-06-27 17:06:38,aplikasi mantap tembus pt glovis pt samudera logistik pt lf service maersk,positif,positif
Pengguna Google,2024-06-27 17:03:41,dapet tawar responnya,positif,positif
Pengguna Google,2024-06-27 14:25:39,pake jobstret kaga pangilan pis tutup aja kadaluarsa,negatif,negatif
Pengguna Google,2024-06-27 08:05:14,info lowong sih banyaktp usaha nya buka lowong gk respon udh ratus lamar kirim,negatif,negatif
Pengguna Google,2024-06-27 06:23:00,bantu jazakallohu khoir,positif,positif
Pengguna Google,2024-06-27 00:20:31,sabgat bgus tolong loker yg tipu tipu iklan ononim jngan alhamdulillah dpet pnggilan tpi tes nya blom lolos pt tirta alam segar,positif,positif
Pengguna Google,2024-06-26 20:55:41,percaya aplk banyak loker tipu,negatif,negatif
Pengguna Google,2024-06-26 14:42:03,tkz jobstreeet,positif,positif
Pengguna Google,2024-06-26 13:40:05,temenn temen hati hati banget lowong kerja jobstreet karna lowong tipu usaha buka lowong pasti hub usaha nya langsung gak lowong jobstreet hatihati guys,negatif,negatif
Pengguna Google,2024-06-26 07:13:03,ga login,negatif,negatif
Pengguna Google,2024-06-25 22:37:32,msh aplikasi dr ribet banget kaya terima aja,negatif,negatif
Pengguna Google,2024-06-25 22:33:47,ok,positif,positif
Pengguna Google,2024-06-25 12:10:43,oke bagus aplikasi nya cepat respon,positif,positif
Pengguna Google,2024-06-25 00:44:32,300 lamar 95 terang lamar kadaluarsa,negatif,negatif
Pengguna Google,2024-06-24 21:28:04,percaya app app tipu kk download app kerja nya kerja tipu hatihati kena,negatif,negatif
Pengguna Google,2024-06-24 17:32:10,manatab,positif,positif
Pengguna Google,2024-06-24 12:56:08,aplikasi yg ok,positif,positif
Pengguna Google,2024-06-24 12:29:59,mohon update open hiring nya update info yg siar telat mulai hiring usaha,positif,positif
Pengguna Google,2024-06-24 05:37:27,bantu,positif,positif
Pengguna Google,2024-06-24 01:53:03,jobstreet yes,positif,positif
Pengguna Google,2024-06-23 10:46:53,data bocor wa gua telusur tu usaha ga,negatif,negatif
Pengguna Google,2024-06-23 00:43:41,jubstree sngat bantu cari kerja,positif,positif
Pengguna Google,2024-06-22 12:21:07,dapet panggil tuh aplikasi iniudah,negatif,negatif
Pengguna Google,2024-06-22 11:56:45,masak login gak bisakatanya perbaikanmaksudnya ya,negatif,negatif
Pengguna Google,2024-06-22 10:49:50,mudah cari info loker yg,positif,positif
Pengguna Google,2024-06-21 20:00:22,bagus jobstreet lamar kerja thank you jobstreet,positif,positif
Pengguna Google,2024-06-21 19:07:45,saran aja lowong akurat fresh lamar serius yakinterus tunggu hasil,positif,positif
Pengguna Google,2024-06-21 18:15:02,tolong kembali jobstreet versi,negatif,negatif
Pengguna Google,2024-06-21 10:50:37,udah ngirim cv ratus ribu 1 usaha interviewmenerima kerja orang sulit ijazah s1 lawan ijazah smaijazah sma orang masuk lulus sma lulus s1 abai cv nya buang baca aneh jaman alas gantung usaha mah orang lulus doktor gabakal masuk kerja,negatif,negatif
Pengguna Google,2024-06-20 23:17:00,aplikasi ga dapet panggil kerja aplikasi payah,negatif,negatif
Pengguna Google,2024-06-20 20:02:59,aneh aplikasi cari kerja jobstreet glints dll hasil nihil apk real info loker yg butuh usaha rekayasa,negatif,negatif
Pengguna Google,2024-06-20 17:12:17,great aplikasi bukti kerja aplikasi jobstreet sayang tampil aplikasi bagus notifikasi undang interview usaha skrg lihat email tau,positif,negatif
Pengguna Google,2024-06-20 17:01:16,having trouble view kawan,negatif,negatif
Pengguna Google,2024-06-20 12:17:38,good kerja kerja dai jobstreet terimakasih,positif,positif
Pengguna Google,2024-06-19 19:56:59,ok mantap bantu,positif,positif
Pengguna Google,2024-06-19 19:05:00,kali kali ngirim lamar 2 nggak terima notif nya lamar alami maju ya gimana maju baca usaha nggak lamar kadaluarsa aplikasi iming2 kerja sekian bnyak komentar ketemu komentar orang terima kerja jobstreet terima kasih memabaca keluh kesah capek cari kerja negeri,negatif,negatif
Pengguna Google,2024-06-19 16:58:33,thank you jobstreet kali kerja sampe 4 kali pindah usaha aply lamar salam lina,positif,positif
Pengguna Google,2024-06-19 12:52:04,aplikasi tipu banget job tipu disinijadi yg install aplikasi extra hatihati,negatif,negatif
Pengguna Google,2024-06-19 09:55:43,gue herann aplikasi udah 1 kirim lamar loker 1 panggil atu gimana aneh nya poin alam panggil,positif,negatif
Pengguna Google,2024-06-19 09:17:23,good,positif,positif
Pengguna Google,2024-06-19 06:14:48,aplikasi oke,positif,positif
Pengguna Google,2024-06-19 05:50:01,jobstreet akurat notice update lamar apply roges step by step feedback cari jobstreet kacau isi sistem parah jobstreet ketik cari a muncul z kacau sistem jobstreet jelek banget update bikin eror manfaat,negatif,negatif
Pengguna Google,2024-06-18 18:29:53,jobstreet bagus cari kerja,positif,positif
Pengguna Google,2024-06-17 23:39:47,jelek aja sie suka,negatif,negatif
Pengguna Google,2024-06-17 10:33:50,apply gak usaha baca kirim 50 lamar 2 baca 1 tahap interview cv lengkap kunci sesuai syarat recruiter lamar lulus s1 milik kurleb 5 alam kerja gimana cv,negatif,negatif
Pengguna Google,2024-06-17 00:11:01,masukin sandi keybord yg muncul bahasa arab pdahal masukin email keybord ny bahasa indonesia,negatif,negatif
Pengguna Google,2024-06-16 00:01:03,bagus an jobstreet ka dpt panggil kerja dlu terang banding,positif,positif
