content,text_tokens_stemmed,Label,Label NB,Label NB Average
Menyenagkan,menyenagkan,positif,positif,positif
"Tempat wisata yang menarik,nyaman dan bagus",wisata menariknyaman bagus,positif,positif,positif
"Bagus pantainya bisa buat bermain anak banyak huburannya, banyak hewan hewan jalan jalan, banyak makanannya, parkiran luas, ramah staff nya,sekarang ada restonya",bagus pantai main anak huburannya hewan hewan jalan jalan makan parkir luas ramah staff nyasekarang restonya,positif,positif,positif
"Tempat yang lumayan buat liburan bersama keluarga, tapi harus di perbaiki lagi fasilitasnya kandang2 hewannya dan juga di tambahkan lagi koleksi binatangnya, dan buat kaum mendang mending yang mau ke sini lebih baik beli minuman di luar heheh karena lumayan harganya",lumayan libur keluarga baik fasilitas kandang2 hewan tambah koleksi binatang kaum dang mending beli minum heheh lumayan harga,positif,positif,positif
Pas datang ke 2 kalinya gak bisa liat dolphin karena sedang perbaikan,pas 2 kali gak liat dolphin baik,positif,positif,positif
Paling pas untuk menikmati pantai bersih dan murah di sekitar Pekalongan dan Batang,pas nikmat pantai bersih murah kalong batang,positif,positif,positif
Bagus...,bagus,positif,positif,positif
"Bilyard ternyaman yg pernah ada dikota solo
Note: minus AC saja, AC nya mohon utk segera diperbaiki???? ",bilyard nyaman yg kota solonote minus ac ac nya mohon utk baik,positif,positif,positif
"Masih banyak renovasi. Dolphin tidak ada sampai Juni 2024.
Harga tiket tetap, weekend diatas 5th 65k + parkir 10k mobil. Sepertinya tanpa dolphin show gak worthed.",renovasi dolphin juni 2024harga tiket weekend atas 5th 65k parkir 10k mobil dolphin show gak worthed,negatif,positif,positif
Bagusssssssss...,bagusssssssss,positif,positif,positif
"Masih ada beberapa yg direnovasi sih, & salah 1nya blm bisa lihat pertunjukan dolphin krna ada penggantian kaca, tpi gantinya ada pertunjukan gajah.. kl bagi saya yg penting anak² seneng ???????? ",yg renovasi sih salah 1nya blm lihat tunjuk dolphin krna ganti kaca tpi ganti tunjuk gajah kl yg anak neng,positif,positif,positif
"Kesana pas Sabtu sore, sengaja mau main di pantainya saja.
Ternyata seru, ada prime show
Atraksi yg menghibur
Pantai bersih",kesana pas sabtu sore sengaja main pantai sajaternyata seru prime showatraksi yg menghiburpantai bersih,positif,positif,positif
Tempatnya enak buat nongkrong dan menghabiskan waktu.. Rekomendasi untuk anak anak juga bagus,tempat enak nongkrong habis rekomendasi anak anak bagus,positif,positif,positif
"sentral utamanya adl show lumba2, burung, dan pantai. sebenarnya msh bisa di tata dan dikembangkan lebih lagi. beberapa tempat harusnya masih perlu dipaving daripada masih berupa jalan tanah (agar jika musim  hujan tidak becek). lap parkir ",sentral utama adl show lumba2 burung pantai msh tata kembang dipaving jalan tanah musim hujan becek lap parkir,positif,positif,positif
"Satpamnya kurang open ke tamu, walau pun itu ojol,dan hanya mau mengantarkan makanann sikap  ketus,tidak ramah sama sekali.",satpam open tamu ojoldan antar makanann sikap ketustidak ramah,negatif,positif,positif
"bagus ,
hanya lokasinya blm tertata dg baik jd terlhat kotor,
ada baiknya klo dibuat larangan merokok dilokasi, ",bagus lokasi blm tata dg jd terlhat kotorada baik klo larang rokok lokasi,positif,positif,positif
Jangan rekomendasikan,rekomendasi,negatif,positif,positif
"Binatangnya hanya itu2 saja,tempat kotor kurang perawatan.trrsedia voucher makanan tapi makanan tidak ready.",binatang itu2 sajatempat kotor perawatantrrsedia voucher makan makan ready,negatif,positif,positif
"Kotor, tanpa perabotan. Hewan-hewan tersebut dipelihara dalam kondisi yang sangat buruk. Kami membayar 65.000 untuk orang, saya ingin segera pergi setelah kami masuk.",kotor perabot hewanhewan pelihara kondisi buruk bayar 65000 orang pergi masuk,negatif,positif,positif
Tempat nyaman untuk bersantai bersama keluarga,nyaman santa keluarga,positif,positif,positif
"Liburan ke Safari Beach Jateng worth it banget,karena bisa puas menonton lumba-lumba,atraksi hewan-hewan,feeding animal atau sekedar bersantai di pantai.cocok untuk berlibur bersama keluarga maupun bersama teman, kemarin aku dateng weekend tiketnya IDR 70.000 / orang, tapi sudah dapat kupon makanan IDR 20.000. parkir luas dan bersih.?? ",libur safari beach jateng worth it bangetkarena puas tonton lumbalumbaatraksi hewanhewanfeeding animal dar santa pantaicocok libur keluarga teman kemarin dateng weekend tiket idr 70000 orang kupon makan idr 20000 parkir luas bersih,positif,positif,positif
"Tiket Masuk ke Pantai 20rb tapi bisa dipakai buat beli makanan dan minuman di dalam.
Utk Tiket ke Zoo nya 65rb dg berbagai macam show animal, utk itu disarankan ",tiket masuk pantai 20rb pakai beli makan minum dalamutk tiket zoo nya 65rb dg show animal utk saran,positif,positif,positif
"Seperti kebun binatang mini di pantai, jadi enak buat liburan keluarga, bisa lihat macam-macam binatang dan menikmati semilir angin pantai secara bersamaan.. mungkin yang kurang menurut saya makanannya yang mahal menurutku.",kebun binatang mini pantai enak libur keluarga lihat macammacam binatang nikmat milir angin pantai sama makan mahal turut,positif,positif,positif
Cocok buat destinasi wisata keluarga,cocok destinasi wisata keluarga,positif,positif,positif
"Enak untuk liburan keluarga.
Ada pantai pasir dan kebun Binatang
Dengan binatang yang jinak2 seperti Gajah nama Kartini mau di kasih makan oleh pengunjung",enak libur keluargaada pantai pasir kebun binatangdengan binatang jinak2 gajah nama kartini kasih makan unjung,positif,positif,positif
"Tiket lebaran 70k sudah include nonton atraksi burung, atraksi hewan, lumba2. Bagus banget sih ini tempatnya buat edukasi anak2. Lumayan bersih dan terlihat well maintained sekali tempatnya. Pertahankan dan perbanyak lagi wahana2nya",tiket lebaran 70k include nonton atraksi burung atraksi hewan lumba2 bagus banget sih tempat edukasi anak2 lumayan bersih well maintained tempat tahan banyak wahana2nya,positif,positif,positif
"Harga makanan mahal rasa gak enak gak ada asin nya ,gak boleh bawa makanan ,jangan kesini mending ke pantai cahaya aja ,pentas lumba2 nya panas bnget harga es teh cup 10rb",harga makan mahal gak enak gak asin nya gak bawa makan kesini mending pantai cahaya aja pentas lumba2 nya panas bnget harga es teh cup 10rb,negatif,positif,positif
Obyek wisata dengan aneka ragam satwa di dalamnya,obyek wisata aneka ragam satwa dalam,positif,positif,positif
"Pinggir pantai, tp tidak panas... Banyak pohon rendang buat ngadem...
Toilet juga bersih, fasilitas cukup lengkap...
Cocok untu liburan keluarga..
Tiket 70 K untuk Weekend",pinggir pantai tp panas pohon rendang ngademtoilet bersih fasilitas lengkapcocok untu libur keluargatiket 70 k weekend,positif,positif,positif
Bagus tempatnya cuma kursi di lingkungan tempat makan masih kurang. Perlu ditambah lagi biar tidak rebutan.,bagus tempat kursi lingkung makan tambah biar rebut,positif,positif,positif
"Permata tepi laut di Jawa Tengah ini benar-benar memanjakan indra Anda. Taman safari yang berdekatan memungkinkan Anda untuk melihat lebih dekat hewan-hewan eksotis seperti lumba-lumba lucu, gajah yang megah, unta bungkuk, dan burung beo ",permata tepi laut jawa benarbenar manja indra taman safari dekat hewanhewan eksotis lumbalumba lucu gajah megah unta bungkuk burung beo,positif,positif,positif
Pengen tau suasananya,ken tau suasana,positif,positif,positif
"Untuk tempat sangat nyaman,banyak stafnya jadi gak bakal bingung. Dilarang bawa makanan dari luar. Didalam banyak kedai makanan minuman.
TETAPI UNTUK HARGA MAKANAN DIDALAM WISATA TIDAK RAMAH DIKANTONG. ",nyamanbanyak staf gak bingung larang bawa makan dalam kedai makan minumantetapi harga makan dalam wisata ramah kantong,positif,positif,positif
Cukup bagus untuk wisata dan dedikasi anak,bagus wisata dedikasi anak,positif,positif,positif
"Pertama kalinya ke taman safari pinggir pantai, kereennn, bersih pantainya...",kali taman safari pinggir pantai kereennn bersih pantai,positif,positif,positif
"Cocok untuk wisata keluarga, toilet bersih, petugas kebersihan gercep, tapi sayang banyak pengunjung yang masih buang sampah sembarangan, padahal tempat smpah ada di setiap sudut.",cocok wisata keluarga toilet bersih tugas bersih gercep sayang unjung buang sampah sembarang smpah sudut,positif,positif,positif
"Overall 10/10, bagus banget buat keluarga.",overall 1010 bagus banget keluarga,positif,positif,positif
Ini review untuk Blu Seafood: namanya resto seafood tapi tidak ada ikan lautnya. Terpaksa pesan nila. Minta sambel mentah atau dabu2 dikasihnya sambel yg manis sekali. Tampaknya mereka tdk tahu apa itu sambel mentah atau dabu2. Semuanya serba manis. Masakannya hambar rasanya.,review blu seafood nama resto seafood ikan laut paksa pesan nila sambel mentah dabu2 kasih sambel yg manis tdk sambel mentah dabu2 serba manis masakan hambar,negatif,positif,positif
"tempat yg cocok utk wisata edukasi mengenal banyak fauna, saran mungkin utk jenis2 flora perlu disisipkan agr lebih lengkap",yg cocok utk wisata edukasi kenal fauna saran utk jenis2 flora sisip agr lengkap,positif,positif,positif
Bersih tertib adem angin sepoy2.. libur lebaran tp ngga terlalu padat.. ramai lancar.. tiket 70 dpt voucer makanan 20..,bersih tertib adem angin sepoy2 libur lebaran tp ngga padat ramai lancar tiket 70 dpt voucer makan 20,positif,positif,positif
"tempat yang ramah anak juga sangat menarik, terdapat aksi lumba lumba yang diminati oleh anak anak, tempat nya luas serta terdapat banyak sekali hewan yang menarik",ramah anak tarik aksi lumba lumba mati anak anak nya luas hewan tarik,positif,positif,positif
"Lumayan tp masih kecil wilayahnya, sepertinya akan di perluas nantinya",lumayan tp wilayah luas,positif,positif,positif
Pertunjukan api di malam hari keren,tunjuk api malam keren,positif,positif,positif
"Tempatnya sejuk,, terhibur dengan pertunjukan lumba lumbanya ?? ",tempat sejuk hibur tunjuk lumba lumbanya,positif,positif,positif
"Pantainya biasa aja, engk ada yg istimewanya. Tidak sepadan dengan biaya masuk yg mahal",pantai aja engk yg istimewa padan biaya masuk yg mahal,negatif,positif,positif
Moga satwa yang lain lebih di perhatikan kebersihan serta kesehatan nya.. ??Animal,moga satwa perhati bersih sehat nya animal,negatif,positif,positif
Pelayanan restoran lama,layan restoran,negatif,positif,positif
"pengalaman yg sangat menarik,bisa lihat bermacam macam hewan,tapi lumayan panas padahal dekat pantai,kayak ga ada anginnya gitu, untuk tiket masuk mahal tp okelah buat hiburan",alam yg menarikbisa lihat hewantapi lumayan panas pantaikayak ga angin gitu tiket masuk mahal tp oke hibur,positif,positif,positif
Datang sebelum buka mini zoo nya. Sayang pantai pasirnya tidak terlalu luas... kalau pagi tidak panas dan ramai... di tepi pantai banyak tempat bersantai dan banyak jualan makanan dan minuman. Sayang banyak pengunjung yang masih saja buang sampah sembarangan... petugas kebersihan ok tapi... kebersihan tetap terjaga,buka mini zoo nya sayang pantai pasir luas pagi panas ramai tepi pantai santa jual makan minum sayang unjung buang sampah sembarang tugas bersih ok bersih jaga,positif,positif,positif
bagus,bagus,positif,positif,positif
"Pengalaman bukber di safari beach jateng, menunya enak, lengkap, view nya dapet dan yg menarik ada pertunjukan hiburan",alam bukber safari beach jateng menu enak lengkap view nya dapet yg tarik tunjuk hibur,positif,positif,positif
"perlu banyak renovasi, tapi konsepnya keren. kita dapat menikmati pantai & kebun binatang pada saat yang sama.. jadi saya menyarankan taman safari untuk mengisi lebih banyak hewan laut/air untuk menggabungkan konsepnya",renovasi konsep keren nikmat pantai kebun binatang saran taman safari isi hewan lautair gabung konsep,positif,positif,positif
Tempatnya seru dan harga tiket murah,tempat seru harga tiket murah,positif,positif,positif
Tempatnya nyaman dan makanannya enak,tempat nyaman makan enak,positif,positif,positif
Destinasi wisata murah meriah,destinasi wisata murah riah,positif,positif,positif
SANGAT SANGAT SANGAT WORTH IT UNTUK DIKUNJUNGIII!!!??????,worth it dikunjungiii,positif,positif,positif
Harus terus dikembangkan safari nya,kembang safari nya,positif,positif,positif
"Harga tiket memang lumayan mahal, namun pantainya memang bersih. Parkiran luas. Ada atraksi lumba-lumba, naik gajah/onta, dan bisa melihat hewan2 lainnya. Sekitar 45 menit dari exit tol kandeman Batang.",harga tiket lumayan mahal pantai bersih parkir luas atraksi lumbalumba gajahonta hewan2 45 menit exit tol kandeman batang,positif,positif,positif
Tempat yang asyik buat rekreasi bersama keluarga.. pengalaman sekali bisa wisata fauna di dekat pantai ,asyik rekreasi keluarga alam wisata fauna pantai,positif,positif,positif
Tempat yang sangat bagus untuk berkumpul bersama keluarga.,bagus kumpul keluarga,positif,positif,positif
"Sayang, area terbuka dilarang merokok",sayang area buka larang rokok,positif,positif,positif
"Rekomendasi buat anak"" tapi sayang kotor tempatnya",rekomendasi anak sayang kotor tempat,positif,positif,positif
Cafe nya bagus,cafe nya bagus,positif,positif,positif
"Bagus,booth jajan annya enak"",, paling seru nonton lumba"" nya sii",bagusbooth jajan annya enak seru nonton lumba nya sii,positif,positif,positif
Bagus bersih dan nyaman.,bagus bersih nyaman,positif,positif,positif
"Sbnrnya wisata nya lumayan,,, cuma dr parkir jln ke lumba²nya lmyn jauh..  prtunjukan lumba² cuma sbntra. jdi lelahnya tidak terbayarkan dengan prtjukannya,kmudian Mkanan disekitar pantai harganya Bintang 5, Bandengan'beach aja Popmie 10k,disitu 15k.dan mknan lainnya... mhon untuk diperti.bangkan lgi.",sbnrnya wisata nya lumayan dr parkir jln lumbanya lmyn prtunjukan lumba sbntra jdi lelah bayar prtjukannyakmudian mkanan sekitar pantai harga bintang 5 bandenganbeach aja popmie 10kdisitu 15kdan mknan mhon dipertibangkan lgi,negatif,positif,positif
"Harga makanannya gak masuk akal ,terlalu mahal.
Kalau memang tidak boleh bawa makanan dari luar setidaknya harga makanannya masuk akal dikit lah. ",harga makan gak masuk akal mahalkalau bawa makan harga makan masuk akal dikit,negatif,positif,positif
Makan nya mahal2....,makan nya mahal2,negatif,positif,positif
Memuaskan,muas,positif,positif,positif
"Wisata keluarga yg komplit, sangat menyenangkan.
Disarankan buat dateng pagi spy bisa menikmati semua sesi nya, sekalipun ada sesi ulang di sore hari tp akan lebih puas kalau pagi..",wisata keluarga yg komplit menyenangkandisarankan dateng pagi spy nikmat sesi nya sesi ulang sore tp puas pagi,positif,positif,positif
Tour disini keren anak2 senang dan edukasi dapat...,tour keren anak2 senang edukasi,positif,positif,positif
Walaupun pantai tapi tidak panas menyengat karena banyak pepohonan juga. Cuma karna habis hujan akses menuju minizoo becek jalannya. Terus untuk unta dan gajah tunggang nya terlalu singkat waktu tunggang nya untuk harga 20k dan 25k.,pantai panas sengat pohon karna habis hujan akses minizoo becek jalan unta gajah tunggang nya singkat tunggang nya harga 20k 25k,positif,positif,positif
Direkomendasikan untuk keluarga,rekomendasi keluarga,positif,positif,positif
"Dibanding dulu...sekarang sudah sangat jauh lebih bagus dan hewan nya makin komplit....segera di buat pedestrian nya yang lebih baik,masih banyak bagian yg berupa tanah",banding dulusekarang bagus hewan nya komplitsegera pedestrian nya baikmasih yg tanah,positif,positif,positif
Seru buat acara jln2 sama anak. Taman Safari plus pantai.... Jadi gak bosan.,seru acara jln2 anak taman safari plus pantai gak bosan,positif,positif,positif
"Anak-anak senang sekali main kesini, salah satu wisata edukasi anak yang bisa dijangkau karena Deket rumah. Minta tolong segera dilakukan perbaikan akses menuju ke tempat hewan-hewan yang masih bebatuan, jika musim hujan bisa jadi licin jalannya. Terimakasih",anakanak senang main kesini salah wisata edukasi anak jangkau deket rumah tolong baik akses hewanhewan bebatuan musim hujan licin jalan terimakasih,positif,positif,positif
tempat yg asik untuk beramin bersama keluarga dan cocok juga untuk wisata pendidikan.,yg asik beramin keluarga cocok wisata didik,positif,positif,positif
"Jadi tempat favoritnya anak buat nonton lumba"".
Untuk hewan lainnya masih perlu perawatan lebih baik lagi.
Sukses terus ya Safari beach",favorit anak nonton lumbauntuk hewan awat lagisukses ya safari beach,positif,positif,positif
"Seru, bisa naik gajah dan onta dengan tarif 25 rb per orang. Juga foto sama lumba2 biayanya sama 25 rb per orang. Selese liat pertunjukkan dan hewan2 bisa istirahat di deket pantai sambil selonjorin kaki. Btw jaja disini ga terlalu mahal ",seru gajah onta tarif 25 rb orang foto lumba2 biaya 25 rb orang selese liat tunjuk hewan2 istirahat deket pantai selonjorin kaki btw jaja ga mahal,positif,positif,positif
Bagus... Pelayanan ramah... Bersih ok bgt,bagus layan ramah bersih ok bgt,positif,positif,positif
Suasana kantor yang kondusif dan nyaman sangat menyenangkan,suasana kantor kondusif nyaman senang,positif,positif,positif
"Cenderung kumuh karena banyak tempat masih perbaikian, hewan minim.
kurang menarik, mungkin karena pengaruh harga tiket?",cenderung kumuh perbaikian hewan minimkurang tarik pengaruh harga tiket,negatif,positif,positif
"Ada satwanya juga, jalan becek karena musim hujan",satwa jalan becek musim hujan,positif,positif,positif
Lumayan buat rekreasi keluarga. Ada mini zoo & pentas lumba2,lumayan rekreasi keluarga mini zoo pentas lumba2,positif,positif,positif
"Kedua kalinya kesini,yg sekarang sudah jauh lebih bagus pantainya.banyak tempat duduk serta penjual makanan di pinggir pantai.banyak atraksi juga.",kali kesiniyg bagus pantainyabanyak duduk jual makan pinggir pantaibanyak atraksi,positif,positif,positif
ES TEH NYA BASI. JALANAN DI AREA SANGAT BURUK KARENA TANAH BECEK. JADI BIKIN KOTOR. RUANGAN IBU MENYUSUI TIDAK TERAWAT. SAYANG BANGET PADAHAL SATWANYA LUMAYAN BANYAK. PELAYANAN CUKUP. TEMPAT BERTEDUH SEDIKIT.,es teh nya basi jalan area buruk tanah becek bikin kotor ruang susu awat sayang banget satwa lumayan layan teduh,negatif,positif,positif
Memadukan wisata antara pantai dan kebun binatang. Lmyn bagus sbg destinasi liburan anak. Terdapat pertunjukan lumba2 sudah include dalam harga tiket. Jika mau berfoto dengan lumba2 nambah biaya 25k per orang. Pengunjung dapat naik hewan yg ,madu wisata pantai kebun binatang lmyn bagus sbg destinasi libur anak tunjuk lumba2 include harga tiket foto lumba2 nambah biaya 25k orang unjung hewan yg,positif,positif,positif
"Kesini pas musim liburan dan hujan.
Masih baru, jadi jalan menuju hewan2nya gak rekomen buat yg punya anak kecil, becek, bergelombang, berasa lagi off road / jalan di hutan. ",kesini pas musim libur hujanmasih jalan hewan2nya gak rekomen yg anak becek gelombang asa off road jalan hutan,positif,positif,positif
"sangat recomended sekali buat tempat berakhir pekan keluarga,,
Tempat wisata berstandar nasional di kota batang... paduan sempurna wisata edukatif, kuliner beragam ga pake mahal plus privasi area pantai.. ",recomended pekan keluargatempat wisata standar nasional kota batang padu sempurna wisata edukatif kuliner agam ga pake mahal plus privasi area pantai,positif,positif,positif
Ke sana pas hujan jadi kurang menikmati,pas hujan nikmat,positif,positif,positif
"Sdh kesekian kali ke safari beach batang, sejak pembukaan smp sekarang. Banyak tambahan terutama untuk kuliner tp jumlah satwanya berkurang dan kmrn pas lagi banyak pekerjaan konstruksi jadi krng nyaman",sdh sekian kali safari beach batang buka smp tambah kuliner tp satwa kurang kmrn pas kerja konstruksi krng nyaman,positif,positif,positif
Tempatnya nyaman,tempat nyaman,positif,positif,positif
"Ke safari beach dg tujuan liat lumba2,, sampe sana jam 3 sore pas show terakhir mo mulai, yaa not bad buat show lumba-lumba nya, cm sayang bentaaaar bgt, jd buat kami yg datang dari jogja agak kurang puas aja?? ",safari beach dg tuju liat lumba2 sampe jam 3 sore pas show mo yaa not bad show lumbalumba nya cm sayang bentaaaar bgt jd yg jogja puas aja,positif,positif,positif
parkir luas... nyaman buat liburan,parkir luas nyaman libur,positif,positif,positif
"Toilet bersih,recommend buat wisata edukasi anak mengenal binatang ,Petugas safari ramah",toilet bersihrecommend wisata edukasi anak kenal binatang tugas safari ramah,positif,positif,positif
"Tiket masuknya mahal memang. Tp didalam.kita bisa main ombak, ada banyak cafe, ada pertunjukkan lumba2. Pertunjukan hewan2 lainnya. Ksni datang pagi pulabg magrib g kerasa",tiket masuk mahal tp didalamkita main ombak cafe tunjuk lumba2 tunjuk hewan2 ksni pagi pulabg magrib g rasa,positif,positif,positif
"Pengalaman kami cukup menyenangkan, meskipun tidak banyak jenis hewan di sini.
Kita bisa berjalan-jalan menyusuri pantai sambil bermain pasir atau sekadar menikmati indahnya pemandangan. Selain itu kebersihan pantainya juga sangat terjaga.",alam senang jenis hewan sinikita berjalanjalan susur pantai main pasir nikmat indah pandang bersih pantai jaga,positif,positif,positif
"Wisata edukasi anak, tempatnya bagus",wisata edukasi anak tempat bagus,positif,positif,positif
"Harga mahal & ku gk suka karna ngasih petunjuk tidak lengkap??untung aja gak kejebak karena masa udah sampai dipasar terus Ke pasar lagi itu namanya penjebakan ??,dll.??& Masa tiba tiba langsung sampai ke lokasi Tujuan kan aneh kalo dipikir ",harga mahal ku gk suka karna ngasih tunjuk lengkapuntung aja gak jebak udah pasar pasar nama jebak dll langsung lokasi tuju aneh kalo pikir,negatif,positif,positif
"Wisata pantai yang unik, ada pertunjukan lumba-lumba, mereka memiliki banyak koleksi fauna, kalau datang ada beragam acara, seharian pun tidak akan bosan, pantainya terawat dengan baik, dapat free voucher 20rb untuk makanan ketika bayar ",wisata pantai unik tunjuk lumbalumba milik koleksi fauna agam acara hari bosan pantai awat free voucher 20rb makan bayar,positif,positif,positif
"Agak kesorean dateng tapi bagus, beberapa hewan yang di kandang kurang atraktif, tapi shownya bagus dan sekelas safari solo, safari prigen dan safari bali. Karena 1 komplek dengan pantai sigandu, jangan lupa bawa baju ganti untuk berenang",sore dateng bagus hewan kandang atraktif shownya bagus kelas safari solo safari prigen safari bal 1 komplek pantai sigandu lupa bawa baju ganti renang,positif,positif,positif
"Asik pantainya bersih tersedia pondokan somay enak , es degan, bakso dll",asik pantai bersih sedia pondok somay enak es degan bakso dll,positif,positif,positif
cocok untuk wisata edukasi anak2 sekolah..,cocok wisata edukasi anak2 sekolah,positif,positif,positif
"Terlalu mahal tiketnya, saya masuk 1 mobil 5 org 350K..pdahal yg masuk ke obyeknya 2 org..tp tdk dikasih tau oleh penjaga tiketnya, lgsung di hitung semua",mahal tiket masuk 1 mobil 5 org 350kpdahal yg masuk obyek 2 orgtp tdk kasih tau jaga tiket lgsung hitung,negatif,positif,positif
"Wahana yg recomended untuk liburan terutama anak² dan keluarga, namun kondisi hujan jalanan becek, masih masa perbaikan.",wahana yg recomended libur anak keluarga kondisi hujan jalan becek baik,positif,positif,positif
"Cukup lengkap untuk kebun binatang di kota kecil, apalagi masih dalam tahap pengembangan. Ada atraksi hewan2. Mungkin lebih bagus jika di beberapa tempat di kasih peta/petunjuk kalan, tidak hanya di depan, agar tidak bingung.",lengkap kebun binatang kota tahap kembang atraksi hewan2 bagus kasih petapetunjuk kalan bingung,positif,positif,positif
Lengkap di Pekalongan raya,lengkap kalong raya,positif,positif,positif
Joss,joss,positif,positif,positif
"Tempat nyaman dan bersih, bisa ditambahkan lg utk koleksi hewannya agar lebih menarik",nyaman bersih lg utk koleksi hewan tarik,positif,positif,positif
Tempat ini memang salah satu tujuan kami yang memang senang dengan tempat nuansa alam ditambah ada binatangnya...ditambah ada dolphin shownya...ditambah cukup dekat dengan rumah dibandingkan harus ke safari bogor yang tentunya lebih mahal ,salah tuju senang nuansa alam tambah binatangnyaditambah dolphin shownyaditambah rumah banding safari bogor mahal,positif,positif,positif
Sekarang bagus tempatnya dan masih banyak pembangunan.... Kamar mandi bersih.. Makanan banyak meski rasa standar...,bagus tempat bangun kamar mandi bersih makan standar,positif,positif,positif
"Tempatnya bersih,two in one selain taman safari bisa juga menikmati pantainya.Lalu kita juga bisa berinteraksi dengan satwa yang ada di sini.",tempat bersihtwo in one taman safari nikmat pantainyalalu interaksi satwa,positif,positif,positif
"Safari Beach Jateng, pantainya terkonsep banget! Perfect!!!",safari beach jateng pantai konsep banget perfect,positif,positif,positif
"Paket lengkap, tambah penginapan tambah ok",paket lengkap inap ok,positif,positif,positif
Sepertinya masih akan terus berkembang. Lumayan bagus. Memang tiket agak mahal. Untuk akses jalan ke pertunjukan lumba-lumba perlu diperbaiki. Ke sana saat musim hujan jalannya banyak kubangan.,kembang lumayan bagus tiket mahal akses jalan tunjuk lumbalumba baik musim hujan jalan kubang,positif,positif,positif
Ke sini pas tanggal 1 Januari. Kalau mau ke sini usahakan di bawah jam 10 pagi karena masih sepi. Dan hal pertama yg di lakukan ada lah tukar kupon voucher makanan (kalau dapat) walaupun ga lapar karena kalau udah siang bakal antri. Dan cek ,pas tanggal 1 januari usaha jam 10 pagi sepi yg laku tukar kupon voucher makan ga lapar udah siang antri cek,positif,positif,positif
"Bagus yaa, tempat nya juga lumayan bagus dan bersih..
Pas saya kesana tidak boleh membawa makanan apapun masuk kedalam,
Bisa mandi di pantainya,
Ada mini zoo, atraksi lumba²,burung dll",bagus yaa nya lumayan bagus bersihpas kesana bawa makan apa masuk kedalambisa mandi pantainyaada mini zoo atraksi lumbaburung dll,positif,positif,positif
seru banget,seru banget,positif,positif,positif
"Masuk pantai mbayare mahal bingits... Begitu sudah di pantai, mau minum atau ngemil pun mbayare bikin dompet njerit.",masuk pantai mbayare mahal bingits pantai minum ngemil mbayare bikin dompet njerit,negatif,positif,positif
Terlalu perhitungan untung dan rugi... Hingga bawa makan dan minum dari luar tidak diperbolehkan...  padahal kalo dibebaskan saya yakin akan ramai pengunjungnya... ,hitung untung rugi bawa makan minum boleh kalo bebas ramai unjung,positif,positif,positif
"Tempatnya masih perlu banyak pembenahan, satwa sedikit n tidak terkoordinasi. Tempat jalan, sebagian masih berupa tanah setapak. ",tempat benah satwa n koordinasi jalan tanah setapak,positif,positif,positif
"Bagus,edukatif juga..sayang agak becek jalannya apalagi kesitu pas lagi gerimis.terus kalau bawa stroler anak kayanya mikir2 dulu deh,jlnnya masih ada yg tanah dan susah buat aksesnya.. ",bagusedukatif jugasayang becek jalan kesitu pas gerimisterus bawa stroler anak kaya mikir2 dehjlnnya yg tanah susah akses,positif,positif,positif
Sepadan untuk tempat liburan,padan libur,positif,positif,positif
Sangat  cocok yg punya anak kecil,cocok yg anak,positif,positif,positif
"Gila sih ada tempat sebagus ink di batang
Kayak nemu hidden gem
Plus pantai pula ",gila sih bagus ink batangkayak nemu hidden gemplus pantai,positif,positif,positif
Toilet tidak sebanding dgn pengunjung.,toilet banding dgn unjung,negatif,positif,positif
"Sayang sekali sekarang binatang dan kandangnya kurang terawat, padahal dulu bagus banget",sayang binatang kandang awat bagus banget,positif,positif,positif
"Opsi wisata keluarga di Jateng dengan konsep zoo dan beach.
1. Lokasinya cukup mudah diakses dengan kendaraan pribadi, kurang tahu bagaimana akses dengan angkutan umum karena lumayan agak masuk dari jalan raya utama. ",opsi wisata keluarga jateng konsep zoo beach1 lokasi mudah akses kendara pribadi akses angkut lumayan masuk jalan raya utama,positif,positif,positif
"Seru buat bawa anak2 bermain, akses ga susah",seru bawa anak2 main akses ga susah,positif,positif,positif
Masih dalam pengembangan,kembang,positif,positif,positif
Mantap sekali.. petugasnya ramah.. tp harus diperbanyal lg ya koleksi satwa2 nya..,mantap tugas ramah tp diperbanyal lg ya koleksi satwa2 nya,positif,positif,positif
"Dimiliki oleh Taman Safari, ini adalah taman kecil di tepi pantai di Jawa Tengah. Konon, tampilan lumba-lumba sangat mengesankan dan ada beberapa burung dan reptil menarik di sana juga. Apa yang membuat tempat ini istimewa adalah lokasinya. ",milik taman safari taman tepi pantai jawa konon tampil lumbalumba kesan burung reptil tarik istimewa lokasi,positif,positif,positif
"Masih dengan strategi datang di kala weekday, untuk mengurangi kepadatan pengunjung. Berada di Kota Batang, yang masih bagian dari management taman safari bogor, solo dan bali. ",strategi weekday kurang padat unjung kota batang management taman safari bogor solo bal,positif,positif,positif
"Tiket masuk 70ribu dapat voucher makan 20ribu. Makanan biasa saja, seperti fried chicken harga 28ribu esteh 10ribu, bisa pakai voucher tapi gak sesuai rasanya, masih mending fried chicken pinggir jalan dekat rumah. Foto dg hewan pakai hp ",tiket masuk 70ribu voucher makan 20ribu makan fried chicken harga 28ribu esteh 10ribu pakai voucher gak sesuai mending fried chicken pinggir jalan rumah foto dg hewan pakai hp,negatif,positif,positif
segar,segar,positif,positif,positif
