userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
Pengguna Google,5,2024-12-01 22:28:13,Mantap,mantap,mantap,['mantap'],mantap,positif
Pengguna Google,5,2024-12-01 21:31:28,Pajaknya terlalu tinggi Tolong diperhatikan,pajaknya terlalu tinggi tolong diperhatikan,pajaknya tolong diperhatikan,"['pajaknya', 'tolong', 'diperhatikan']",pajak tolong perhati,positif
Pengguna Google,4,2024-12-01 20:58:09,Lama meningkatnya,lama meningkatnya,meningkatnya,['meningkatnya'],tingkat,positif
Pengguna Google,5,2024-12-01 20:41:11,Muantap sangat membantu,muantap sangat membantu,muantap membantu,"['muantap', 'membantu']",muantap bantu,positif
Pengguna Google,1,2024-12-01 19:22:43,"Sangat merugikan seller, customer seenak jidat retur barang, pilihan di komplain keterangannya ga jelas",sangat merugikan seller customer seenak jidat retur barang pilihan di komplain keterangannya ga jelas,merugikan seller customer seenak jidat retur barang pilihan komplain keterangannya ga,"['merugikan', 'seller', 'customer', 'seenak', 'jidat', 'retur', 'barang', 'pilihan', 'komplain', 'keterangannya', 'ga']",rugi seller customer enak jidat retur barang pilih komplain terang ga,negatif
Pengguna Google,5,2024-12-01 18:29:52,Alhamdulillah,alhamdulillah,alhamdulillah,['alhamdulillah'],alhamdulillah,positif
Pengguna Google,5,2024-12-01 18:16:30,Cukup mudah di pergunakan Pencairan langsung masuk.,cukup mudah di pergunakan pencairan langsung masuk,mudah pergunakan pencairan langsung masuk,"['mudah', 'pergunakan', 'pencairan', 'langsung', 'masuk']",mudah guna cair langsung masuk,positif
Pengguna Google,5,2024-12-01 17:26:13,Ok,ok,ok,['ok'],ok,positif
Pengguna Google,5,2024-12-01 16:01:07,Bagus sekali,bagus sekali,bagus,['bagus'],bagus,positif
Pengguna Google,5,2024-12-01 11:33:51,Puuuuaaaaassss,puuuuaaaaassss,puuuuaaaaassss,['puuuuaaaaassss'],puuuuaaaaassss,positif
Pengguna Google,5,2024-12-01 10:59:33,Oke,oke,oke,['oke'],oke,positif
Pengguna Google,5,2024-12-01 10:07:51,membantu,membantu,membantu,['membantu'],bantu,positif
Pengguna Google,1,2024-12-01 10:05:54,"Upload gambar produk susah, terlalu kecil maksimal ukuran foto nya. Harus crop jadi ribet",upload gambar produk susah terlalu kecil maksimal ukuran foto nya harus crop jadi ribet,upload gambar produk susah maksimal ukuran foto nya crop ribet,"['upload', 'gambar', 'produk', 'susah', 'maksimal', 'ukuran', 'foto', 'nya', 'crop', 'ribet']",upload gambar produk susah maksimal ukur foto nya crop ribet,negatif
Pengguna Google,5,2024-12-01 09:32:19,membuka peluang bisnis,membuka peluang bisnis,membuka peluang bisnis,"['membuka', 'peluang', 'bisnis']",buka peluang bisnis,positif
Pengguna Google,2,2024-12-01 07:37:36,"Sangkin mau cepat"" profit di GOTO ya sampai fitur simpel aja ga bisa dipakai, ""hapus chat dengan"" 🫢",sangkin mau cepat profit di goto ya sampai fitur simpel aja ga bisa dipakai hapus chat dengan ,sangkin cepat profit goto ya fitur simpel aja ga dipakai hapus chat,"['sangkin', 'cepat', 'profit', 'goto', 'ya', 'fitur', 'simpel', 'aja', 'ga', 'dipakai', 'hapus', 'chat']",sangkin cepat profit goto ya fitur simpel aja ga pakai hapus chat,negatif
Pengguna Google,1,2024-12-01 07:36:22,Parah Tokopedia dari segi pengiriman lama. Proses hasil penjualan di tahan lama. Sulit buat modal lagi,parah tokopedia dari segi pengiriman lama proses hasil penjualan di tahan lama sulit buat modal lagi,parah tokopedia segi pengiriman proses hasil penjualan tahan sulit modal,"['parah', 'tokopedia', 'segi', 'pengiriman', 'proses', 'hasil', 'penjualan', 'tahan', 'sulit', 'modal']",parah tokopedia segi kirim proses hasil jual tahan sulit modal,negatif
Pengguna Google,5,2024-12-01 06:52:23,Dari dulu saya memang sudah sangat suka Tokopedia,dari dulu saya memang sudah sangat suka tokopedia,suka tokopedia,"['suka', 'tokopedia']",suka tokopedia,positif
Pengguna Google,5,2024-12-01 04:50:41,Mantap.,mantap,mantap,['mantap'],mantap,positif
Pengguna Google,5,2024-12-01 02:22:54,Bisnis yg mudah,bisnis yg mudah,bisnis yg mudah,"['bisnis', 'yg', 'mudah']",bisnis yg mudah,positif
Pengguna Google,4,2024-12-01 02:06:02,"Semoga bnyak pembeli di toped,trmksh",semoga bnyak pembeli di topedtrmksh,semoga bnyak pembeli topedtrmksh,"['semoga', 'bnyak', 'pembeli', 'topedtrmksh']",moga bnyak beli topedtrmksh,positif
Pengguna Google,5,2024-11-30 21:39:45,Sangat puas,sangat puas,puas,['puas'],puas,positif
Pengguna Google,5,2024-11-30 20:19:17,Sangat puas,sangat puas,puas,['puas'],puas,positif
Pengguna Google,5,2024-11-30 20:14:15,Ok,ok,ok,['ok'],ok,positif
Pengguna Google,5,2024-11-30 20:10:19,good apps,good apps,good apps,"['good', 'apps']",good apps,positif
Pengguna Google,5,2024-11-30 19:55:19,Wow,wow,wow,['wow'],wow,positif
Pengguna Google,5,2024-11-30 17:59:59,Sangat bagus,sangat bagus,bagus,['bagus'],bagus,positif
Pengguna Google,4,2024-11-30 17:26:57,Ok mudah,ok mudah,ok mudah,"['ok', 'mudah']",ok mudah,positif
Pengguna Google,5,2024-11-30 14:33:40,Semoga dagangan saya laku ya,semoga dagangan saya laku ya,semoga dagangan laku ya,"['semoga', 'dagangan', 'laku', 'ya']",moga dagang laku ya,positif
Pengguna Google,1,2024-11-30 14:09:17,"Pencairan dana Sangat sulit Dan modal saya yang pemula itu2nya dan membuat perputaran uang saya terhambat, Saya kira makin k sini makin membaik taunya melainkan sebaliknya, Untuk pemula modal tipis seperti saya saya saran kan pikir dulu,, Kepada Tokopedia mohon ke bijakanya bagi kamirakyat kecil",pencairan dana sangat sulit dan modal saya yang pemula itu2nya dan membuat perputaran uang saya terhambat saya kira makin k sini makin membaik taunya melainkan sebaliknya untuk pemula modal tipis seperti saya saya saran kan pikir dulu kepada tokopedia mohon ke bijakanya bagi kamirakyat kecil,pencairan dana sulit modal pemula itu2nya perputaran uang terhambat k membaik taunya pemula modal tipis saran pikir tokopedia mohon bijakanya kamirakyat,"['pencairan', 'dana', 'sulit', 'modal', 'pemula', 'itu2nya', 'perputaran', 'uang', 'terhambat', 'k', 'membaik', 'taunya', 'pemula', 'modal', 'tipis', 'saran', 'pikir', 'tokopedia', 'mohon', 'bijakanya', 'kamirakyat']",cair dana sulit modal mula itu2nya putar uang hambat k baik tau mula modal tipis saran pikir tokopedia mohon bijakanya kamirakyat,negatif
Pengguna Google,5,2024-11-30 13:33:45,Sistem dan pelayanannya sempurna,sistem dan pelayanannya sempurna,sistem pelayanannya sempurna,"['sistem', 'pelayanannya', 'sempurna']",sistem layan sempurna,positif
Pengguna Google,5,2024-11-30 12:41:24,Aplikasi bagus cocok buat jualan Poko y keren bgt,aplikasi bagus cocok buat jualan poko y keren bgt,aplikasi bagus cocok jualan poko y keren bgt,"['aplikasi', 'bagus', 'cocok', 'jualan', 'poko', 'y', 'keren', 'bgt']",aplikasi bagus cocok jual poko y keren bgt,positif
Pengguna Google,5,2024-11-30 12:39:14,Okayy,okayy,okayy,['okayy'],okayy,positif
Pengguna Google,1,2024-11-30 12:10:50,Ketar ketir iklan stop tayang Yuk tambah topads yang banyak,ketar ketir iklan stop tayang yuk tambah topads yang banyak,ketar ketir iklan stop tayang yuk topads,"['ketar', 'ketir', 'iklan', 'stop', 'tayang', 'yuk', 'topads']",ketar tir iklan stop tayang yuk topads,negatif
Pengguna Google,5,2024-11-30 11:56:26,Sangat puas dengan aplikasi ini,sangat puas dengan aplikasi ini,puas aplikasi,"['puas', 'aplikasi']",puas aplikasi,positif
Pengguna Google,5,2024-11-30 11:29:35,sangat membantu,sangat membantu,membantu,['membantu'],bantu,positif
Pengguna Google,5,2024-11-30 11:16:41,Bagus rekomendasi,bagus rekomendasi,bagus rekomendasi,"['bagus', 'rekomendasi']",bagus rekomendasi,positif
Pengguna Google,5,2024-11-30 10:30:09,baik,baik,,[],,positif
Pengguna Google,5,2024-11-30 10:28:32,Ok,ok,ok,['ok'],ok,positif
Pengguna Google,1,2024-11-30 10:08:54,"Terlalu besar potongan nya dengan pelayanan, sistem serta aturan yg buruk sekali untuk seller",terlalu besar potongan nya dengan pelayanan sistem serta aturan yg buruk sekali untuk seller,potongan nya pelayanan sistem aturan yg buruk seller,"['potongan', 'nya', 'pelayanan', 'sistem', 'aturan', 'yg', 'buruk', 'seller']",potong nya layan sistem atur yg buruk seller,negatif
Pengguna Google,4,2024-11-30 10:02:19,Kepada Tokopedia seller tolong ada akun bobol saya,kepada tokopedia seller tolong ada akun bobol saya,tokopedia seller tolong akun bobol,"['tokopedia', 'seller', 'tolong', 'akun', 'bobol']",tokopedia seller tolong akun bobol,positif
Pengguna Google,5,2024-11-30 09:23:46,Sangat puassss dan membantu,sangat puassss dan membantu,puassss membantu,"['puassss', 'membantu']",puassss bantu,positif
Pengguna Google,5,2024-11-30 08:38:06,Pasti Keren Banget..,pasti keren banget,keren banget,"['keren', 'banget']",keren banget,positif
Pengguna Google,5,2024-11-30 06:39:49,bismillah lancarr,bismillah lancarr,bismillah lancarr,"['bismillah', 'lancarr']",bismillah lancarr,positif
Pengguna Google,5,2024-11-29 22:55:59,Terimakasih Tokopedia terbaik dari pada yang lain terimakasih banyak,terimakasih tokopedia terbaik dari pada yang lain terimakasih banyak,terimakasih tokopedia terbaik terimakasih,"['terimakasih', 'tokopedia', 'terbaik', 'terimakasih']",terimakasih tokopedia baik terimakasih,positif
Pengguna Google,5,2024-11-29 22:26:39,Sesuai,sesuai,sesuai,['sesuai'],sesuai,positif
Pengguna Google,5,2024-11-29 22:19:25,Cepat dan mudah,cepat dan mudah,cepat mudah,"['cepat', 'mudah']",cepat mudah,positif
Pengguna Google,5,2024-11-29 18:32:56,Good,good,good,['good'],good,positif
Pengguna Google,5,2024-11-29 17:09:41,Good,good,good,['good'],good,positif
Pengguna Google,1,2024-11-29 17:07:02,Kenapa susah dpt limit,kenapa susah dpt limit,susah dpt limit,"['susah', 'dpt', 'limit']",susah dpt limit,negatif
Pengguna Google,1,2024-11-29 16:39:08,Sementara saya turun kan bintang nya . Karena sangat sulit untuk mengurus return produk /kembali ke toko.. Sangat lah dipersulit. Keberadaan produk kami sudah sangat lama berada di gudang pengiriman. Jika pembeli sudah menolak & jelas. Maka kembali kan segera produk ke kami. Kami kwatir produk rusak di tertumpuk / hilang karena waktu yang lama. MOHON KERJA SAMANYA,sementara saya turun kan bintang nya  karena sangat sulit untuk mengurus return produk kembali ke toko sangat lah dipersulit keberadaan produk kami sudah sangat lama berada di gudang pengiriman jika pembeli sudah menolak  jelas maka kembali kan segera produk ke kami kami kwatir produk rusak di tertumpuk  hilang karena waktu yang lama mohon kerja samanya,turun bintang nya sulit mengurus return produk toko dipersulit keberadaan produk gudang pengiriman pembeli menolak produk kwatir produk rusak tertumpuk hilang mohon kerja samanya,"['turun', 'bintang', 'nya', 'sulit', 'mengurus', 'return', 'produk', 'toko', 'dipersulit', 'keberadaan', 'produk', 'gudang', 'pengiriman', 'pembeli', 'menolak', 'produk', 'kwatir', 'produk', 'rusak', 'tertumpuk', 'hilang', 'mohon', 'kerja', 'samanya']",turun bintang nya sulit urus return produk toko sulit ada produk gudang kirim beli tolak produk kwatir produk rusak tumpuk hilang mohon kerja sama,negatif
Pengguna Google,5,2024-11-29 16:33:43,Mntaaap dah pokoknya,mntaaap dah pokoknya,mntaaap dah pokoknya,"['mntaaap', 'dah', 'pokoknya']",mntaaap dah pokok,positif
Pengguna Google,5,2024-11-29 16:17:36,Super simple Super nyaman super kereeeen,super simple super nyaman super kereeeen,super simple super nyaman super kereeeen,"['super', 'simple', 'super', 'nyaman', 'super', 'kereeeen']",super simple super nyaman super kereeeen,positif
Pengguna Google,2,2024-11-29 16:04:58,Punya customer service manusia ga ya? Chat 30menit ga ada cfs yg nanggepin masalah.,punya customer service manusia ga ya chat 30menit ga ada cfs yg nanggepin masalah,customer service manusia ga ya chat 30menit ga cfs yg nanggepin,"['customer', 'service', 'manusia', 'ga', 'ya', 'chat', '30menit', 'ga', 'cfs', 'yg', 'nanggepin']",customer service manusia ga ya chat 30menit ga cfs yg nanggepin,negatif
Pengguna Google,5,2024-11-29 14:53:44,Oke tanks,oke tanks,oke tanks,"['oke', 'tanks']",oke tanks,positif
Pengguna Google,1,2024-11-29 13:47:27,"Lama urus komplainan,bagusan di toko orange aja",lama urus komplainanbagusan di toko orange aja,urus komplainanbagusan toko orange aja,"['urus', 'komplainanbagusan', 'toko', 'orange', 'aja']",urus komplainanbagusan toko orange aja,negatif
Pengguna Google,4,2024-11-29 13:46:19,"biaya layanan power marchant pro terlalu besar,..",biaya layanan power marchant pro terlalu besar,biaya layanan power marchant pro,"['biaya', 'layanan', 'power', 'marchant', 'pro']",biaya layan power marchant pro,positif
Pengguna Google,5,2024-11-29 12:51:48,Top,top,top,['top'],top,positif
Pengguna Google,5,2024-11-29 10:11:55,"Terimakasih untuk aplikasi seller ini, sangat membantu kami dalam jualan. Semoga kami yang baru saja mulai belajar jualan, mendapatkan kelancaran dalam bisnis ini tks",terimakasih untuk aplikasi seller ini sangat membantu kami dalam jualan semoga kami yang baru saja mulai belajar jualan mendapatkan kelancaran dalam bisnis ini tks,terimakasih aplikasi seller membantu jualan semoga belajar jualan kelancaran bisnis tks,"['terimakasih', 'aplikasi', 'seller', 'membantu', 'jualan', 'semoga', 'belajar', 'jualan', 'kelancaran', 'bisnis', 'tks']",terimakasih aplikasi seller bantu jual moga ajar jual lancar bisnis tks,positif
Pengguna Google,5,2024-11-29 08:57:41,Oklah mantaaap,oklah mantaaap,oklah mantaaap,"['oklah', 'mantaaap']",oklah mantaaap,positif
Pengguna Google,1,2024-11-29 08:33:02,"Biaya Power merchant naik teruss..tapi sistem makin ancur!! banyak produk"" yang di ban/ kena pelanggaran..padahal jual produk ORIGINAL..pengiriman juga kacau..orderan sameday / Instant driver yang tidak datang pick up langsung main batalkan pesanan oleh sistem kalian..hubungi tokopedia care jawaban nya kaya robot semua..di tnya nya apa jawab nya ga nyambung dan di ulang""..mending jualan di toko orens!!",biaya power merchant naik terusstapi sistem makin ancur banyak produk yang di ban kena pelanggaranpadahal jual produk originalpengiriman juga kacauorderan sameday  instant driver yang tidak datang pick up langsung main batalkan pesanan oleh sistem kalianhubungi tokopedia care jawaban nya kaya robot semuadi tnya nya apa jawab nya ga nyambung dan di ulangmending jualan di toko orens,biaya power merchant terusstapi sistem ancur produk ban kena pelanggaranpadahal jual produk originalpengiriman kacauorderan sameday instant driver pick up langsung main batalkan pesanan sistem kalianhubungi tokopedia care nya kaya robot semuadi tnya nya nya ga nyambung ulangmending jualan toko orens,"['biaya', 'power', 'merchant', 'terusstapi', 'sistem', 'ancur', 'produk', 'ban', 'kena', 'pelanggaranpadahal', 'jual', 'produk', 'originalpengiriman', 'kacauorderan', 'sameday', 'instant', 'driver', 'pick', 'up', 'langsung', 'main', 'batalkan', 'pesanan', 'sistem', 'kalianhubungi', 'tokopedia', 'care', 'nya', 'kaya', 'robot', 'semuadi', 'tnya', 'nya', 'nya', 'ga', 'nyambung', 'ulangmending', 'jualan', 'toko', 'orens']",biaya power merchant terusstapi sistem ancur produk ban kena pelanggaranpadahal jual produk originalpengiriman kacauorderan sameday instant driver pick up langsung main batal pesan sistem kalianhubungi tokopedia care nya kaya robot semuadi tnya nya nya ga nyambung ulangmending jual toko orens,negatif
Pengguna Google,5,2024-11-29 07:29:15,"Sangat cinta sama tokopedia seller awal mula bisa jualan posting produk di sini, berat sekali kalau untuk lepas dan lupakan kenangan di sini semoga seperti dulu sukses selalu❤️💞 dan bertemu jodoh ku di sini juga ❤️❤️❤️ makasih sayang",sangat cinta sama tokopedia seller awal mula bisa jualan posting produk di sini berat sekali kalau untuk lepas dan lupakan kenangan di sini semoga seperti dulu sukses selalu dan bertemu jodoh ku di sini juga  makasih sayang,cinta tokopedia seller jualan posting produk berat lepas lupakan kenangan semoga sukses bertemu jodoh ku makasih sayang,"['cinta', 'tokopedia', 'seller', 'jualan', 'posting', 'produk', 'berat', 'lepas', 'lupakan', 'kenangan', 'semoga', 'sukses', 'bertemu', 'jodoh', 'ku', 'makasih', 'sayang']",cinta tokopedia seller jual posting produk berat lepas lupa kenang moga sukses temu jodoh ku makasih sayang,positif
Pengguna Google,5,2024-11-29 05:28:12,"Mantab buat apk ini bisa ngebantu UMKM orang"" kecil seperti saya bintang 🌟 5",mantab buat apk ini bisa ngebantu umkm orang kecil seperti saya bintang  5,mantab apk ngebantu umkm orang bintang 5,"['mantab', 'apk', 'ngebantu', 'umkm', 'orang', 'bintang', '5']",mantab apk ngebantu umkm orang bintang 5,positif
Pengguna Google,5,2024-11-29 00:09:09,Nice,nice,nice,['nice'],nice,positif
Pengguna Google,5,2024-11-28 22:24:57,Mudah digunakan,mudah digunakan,mudah,['mudah'],mudah,positif
Pengguna Google,5,2024-11-28 21:19:47,Mudah di gunakan,mudah di gunakan,mudah,['mudah'],mudah,positif
Pengguna Google,1,2024-11-28 21:09:20,"Rubah alamat toko aja ribet banget lah mending hapus ,enak pake shoppe",rubah alamat toko aja ribet banget lah mending hapus enak pake shoppe,rubah alamat toko aja ribet banget mending hapus enak pake shoppe,"['rubah', 'alamat', 'toko', 'aja', 'ribet', 'banget', 'mending', 'hapus', 'enak', 'pake', 'shoppe']",rubah alamat toko aja ribet banget mending hapus enak pake shoppe,negatif
Pengguna Google,5,2024-11-28 20:52:39,Sangat puas,sangat puas,puas,['puas'],puas,positif
Pengguna Google,5,2024-11-28 20:43:01,Mantapp,mantapp,mantapp,['mantapp'],mantapp,positif
Pengguna Google,5,2024-11-28 20:07:07,"Market place terbaik simple gokil ,,, gak sikut2 harga , jangan diadain fitur kameranya wkwkwkw.",market place terbaik simple gokil  gak sikut2 harga  jangan diadain fitur kameranya wkwkwkw,market place terbaik simple gokil gak sikut2 harga diadain fitur kameranya wkwkwkw,"['market', 'place', 'terbaik', 'simple', 'gokil', 'gak', 'sikut2', 'harga', 'diadain', 'fitur', 'kameranya', 'wkwkwkw']",market place baik simple gokil gak sikut2 harga diadain fitur kamera wkwkwkw,positif
Pengguna Google,1,2024-11-28 20:06:53,"Cuih najis,jadi seller di tokped skarang malah boncos,potongan 10% dkira kita jual barang untungnya 15-20% Kita iklan pake modal,ngambil untung pling 10% max,eh potongannya juga 10% Dkira dagang amal buat setor ke lu doang,mnding gua non aktifin dlu iklan sama tokonya,mnding gk usah jualan skalian yg ada malah nombok bukan untung,cuihh aplikasi najis potongan gk ngotakkk cuihh cuihhhh makan tuh potongan 10%",cuih najisjadi seller di tokped skarang malah boncospotongan 10 dkira kita jual barang untungnya 1520 kita iklan pake modalngambil untung pling 10 maxeh potongannya juga 10 dkira dagang amal buat setor ke lu doangmnding gua non aktifin dlu iklan sama tokonyamnding gk usah jualan skalian yg ada malah nombok bukan untungcuihh aplikasi najis potongan gk ngotakkk cuihh cuihhhh makan tuh potongan 10,cuih najisjadi seller tokped skarang boncospotongan 10 dkira jual barang untungnya 1520 iklan pake modalngambil untung pling 10 maxeh potongannya 10 dkira dagang amal setor lu doangmnding gua non aktifin dlu iklan tokonyamnding gk jualan skalian yg nombok untungcuihh aplikasi najis potongan gk ngotakkk cuihh cuihhhh makan tuh potongan 10,"['cuih', 'najisjadi', 'seller', 'tokped', 'skarang', 'boncospotongan', '10', 'dkira', 'jual', 'barang', 'untungnya', '1520', 'iklan', 'pake', 'modalngambil', 'untung', 'pling', '10', 'maxeh', 'potongannya', '10', 'dkira', 'dagang', 'amal', 'setor', 'lu', 'doangmnding', 'gua', 'non', 'aktifin', 'dlu', 'iklan', 'tokonyamnding', 'gk', 'jualan', 'skalian', 'yg', 'nombok', 'untungcuihh', 'aplikasi', 'najis', 'potongan', 'gk', 'ngotakkk', 'cuihh', 'cuihhhh', 'makan', 'tuh', 'potongan', '10']",cuih najisjadi seller tokped skarang boncospotongan 10 dkira jual barang untung 1520 iklan pake modalngambil untung pling 10 maxeh potong 10 dkira dagang amal setor lu doangmnding gua non aktifin dlu iklan tokonyamnding gk jual skalian yg nombok untungcuihh aplikasi najis potong gk ngotakkk cuihh cuihhhh makan tuh potong 10,negatif
Pengguna Google,5,2024-11-28 19:49:08,Belum dapet order,belum dapet order,dapet order,"['dapet', 'order']",dapet order,positif
Pengguna Google,5,2024-11-28 18:44:25,Ok,ok,ok,['ok'],ok,positif
Pengguna Google,5,2024-11-28 17:20:22,Bru paham bejualan d tokped ☺️☺️,bru paham bejualan d tokped ,bru paham bejualan d tokped,"['bru', 'paham', 'bejualan', 'd', 'tokped']",bru paham bejualan d tokped,positif
Pengguna Google,5,2024-11-28 17:17:54,Ok,ok,ok,['ok'],ok,positif
Pengguna Google,1,2024-11-28 16:21:59,Makin kurang skrng udah bikin produk naro di estalase tetep aja gada uda berapa kali,makin kurang skrng udah bikin produk naro di estalase tetep aja gada uda berapa kali,skrng udah bikin produk naro estalase tetep aja gada uda kali,"['skrng', 'udah', 'bikin', 'produk', 'naro', 'estalase', 'tetep', 'aja', 'gada', 'uda', 'kali']",skrng udah bikin produk naro estalase tetep aja gada uda kali,negatif
Pengguna Google,5,2024-11-28 16:05:47,Langkah mudah dan oke,langkah mudah dan oke,langkah mudah oke,"['langkah', 'mudah', 'oke']",langkah mudah oke,positif
Pengguna Google,5,2024-11-28 15:05:12,Mantap saya sebagai reseler sangt terbantu,mantap saya sebagai reseler sangt terbantu,mantap reseler sangt terbantu,"['mantap', 'reseler', 'sangt', 'terbantu']",mantap reseler sangt bantu,positif
Pengguna Google,5,2024-11-28 15:04:37,Puasssss banget pake tokopedia ..mantap jiwa,puasssss banget pake tokopedia mantap jiwa,puasssss banget pake tokopedia mantap jiwa,"['puasssss', 'banget', 'pake', 'tokopedia', 'mantap', 'jiwa']",puasssss banget pake tokopedia mantap jiwa,positif
Pengguna Google,5,2024-11-28 13:26:02,Puasss,puasss,puasss,['puasss'],puasss,positif
Pengguna Google,5,2024-11-28 11:48:30,Sangat membantu dan mudah dlakukan....,sangat membantu dan mudah dlakukan,membantu mudah dlakukan,"['membantu', 'mudah', 'dlakukan']",bantu mudah dlakukan,positif
Pengguna Google,1,2024-11-28 01:21:47,"Tokopedia makin kesini makin hancur algoritma pencarian produknya. Kalau dulu kita bisa liat judul produk kita di pencarian muncul di halaman pencarian. Sekarang malah tidak jelas. Contohnya: kita masukkan judul A yang muncul produk B, C, D-Z. Maah produk A tidak ada. PAYAH!!! SEMENJAK DIAMBIL ALIH TIKTOK",tokopedia makin kesini makin hancur algoritma pencarian produknya kalau dulu kita bisa liat judul produk kita di pencarian muncul di halaman pencarian sekarang malah tidak jelas contohnya kita masukkan judul a yang muncul produk b c dz maah produk a tidak ada payah semenjak diambil alih tiktok,tokopedia kesini hancur algoritma pencarian produknya liat judul produk pencarian muncul halaman pencarian contohnya masukkan judul a muncul produk b c dz maah produk a payah semenjak diambil alih tiktok,"['tokopedia', 'kesini', 'hancur', 'algoritma', 'pencarian', 'produknya', 'liat', 'judul', 'produk', 'pencarian', 'muncul', 'halaman', 'pencarian', 'contohnya', 'masukkan', 'judul', 'a', 'muncul', 'produk', 'b', 'c', 'dz', 'maah', 'produk', 'a', 'payah', 'semenjak', 'diambil', 'alih', 'tiktok']",tokopedia kesini hancur algoritma cari produk liat judul produk cari muncul halaman cari contoh masuk judul a muncul produk b c dz maah produk a payah semenjak ambil alih tiktok,negatif
Pengguna Google,5,2024-11-27 22:24:53,Sangat puas,sangat puas,puas,['puas'],puas,positif
Pengguna Google,5,2024-11-27 22:10:38,Mantap,mantap,mantap,['mantap'],mantap,positif
Pengguna Google,5,2024-11-27 21:35:03,Sangat membantu kami menjangkau customer di seluruh Indonesia,sangat membantu kami menjangkau customer di seluruh indonesia,membantu menjangkau customer indonesia,"['membantu', 'menjangkau', 'customer', 'indonesia']",bantu jangkau customer indonesia,positif
Pengguna Google,5,2024-11-27 19:37:14,Sangat terbantu,sangat terbantu,terbantu,['terbantu'],bantu,positif
Pengguna Google,5,2024-11-27 19:11:07,"Semua fitur ok, pajaknya aja 8% bikir kere seller😁✌️",semua fitur ok pajaknya aja 8 bikir kere seller,fitur ok pajaknya aja 8 bikir kere seller,"['fitur', 'ok', 'pajaknya', 'aja', '8', 'bikir', 'kere', 'seller']",fitur ok pajak aja 8 bikir kere seller,positif
Pengguna Google,5,2024-11-27 18:51:13,Ok,ok,ok,['ok'],ok,positif
Pengguna Google,5,2024-11-27 18:32:52,Mantapp,mantapp,mantapp,['mantapp'],mantapp,positif
Pengguna Google,5,2024-11-27 18:25:44,Okkkkk,okkkkk,okkkkk,['okkkkk'],okkkkk,positif
Pengguna Google,5,2024-11-27 17:44:32,Thank u,thank u,thank u,"['thank', 'u']",thank u,positif
Pengguna Google,5,2024-11-27 17:21:39,ok,ok,ok,['ok'],ok,positif
Pengguna Google,1,2024-11-27 13:55:27,"saat ini kebijakannyq sangat buruk, 1. saat ini tidak ada konfirmasi penerima pesanan, pesanan langsung masuk saja untuk diproses dan waktu proses sangat cepat, padahal saya sudah set produk PO, jadi sangat cepat untuk otomatis batal. 2. tokopedia tidak tahu tanggal merah? tanggal merah seperti ini pengiriman regular pada tutup, tapi deadline pengiriman di tanggal merah semua, saya ngirimnya gimana? kebijakan memberatkan 1 pihak., 3. konfirmasi perpanjangan waktu sangat ribet.",saat ini kebijakannyq sangat buruk 1 saat ini tidak ada konfirmasi penerima pesanan pesanan langsung masuk saja untuk diproses dan waktu proses sangat cepat padahal saya sudah set produk po jadi sangat cepat untuk otomatis batal 2 tokopedia tidak tahu tanggal merah tanggal merah seperti ini pengiriman regular pada tutup tapi deadline pengiriman di tanggal merah semua saya ngirimnya gimana kebijakan memberatkan 1 pihak 3 konfirmasi perpanjangan waktu sangat ribet,kebijakannyq buruk 1 konfirmasi penerima pesanan pesanan langsung masuk diproses proses cepat set produk po cepat otomatis batal 2 tokopedia tanggal merah tanggal merah pengiriman regular tutup deadline pengiriman tanggal merah ngirimnya gimana kebijakan memberatkan 1 3 konfirmasi perpanjangan ribet,"['kebijakannyq', 'buruk', '1', 'konfirmasi', 'penerima', 'pesanan', 'pesanan', 'langsung', 'masuk', 'diproses', 'proses', 'cepat', 'set', 'produk', 'po', 'cepat', 'otomatis', 'batal', '2', 'tokopedia', 'tanggal', 'merah', 'tanggal', 'merah', 'pengiriman', 'regular', 'tutup', 'deadline', 'pengiriman', 'tanggal', 'merah', 'ngirimnya', 'gimana', 'kebijakan', 'memberatkan', '1', '3', 'konfirmasi', 'perpanjangan', 'ribet']",kebijakannyq buruk 1 konfirmasi terima pesan pesan langsung masuk proses proses cepat set produk po cepat otomatis batal 2 tokopedia tanggal merah tanggal merah kirim regular tutup deadline kirim tanggal merah ngirimnya gimana bijak berat 1 3 konfirmasi panjang ribet,negatif
Pengguna Google,4,2024-11-27 13:35:27,"Hari ini tgl 27 november 2024 ,aku unintal apikasi ini ,jandi kalo ada yg salah gunakan atas nama saya ,itu bukan saya ya🙏🙏tarimakasih",hari ini tgl 27 november 2024 aku unintal apikasi ini jandi kalo ada yg salah gunakan atas nama saya itu bukan saya yatarimakasih,tgl 27 november 2024 unintal apikasi jandi kalo yg salah nama yatarimakasih,"['tgl', '27', 'november', '2024', 'unintal', 'apikasi', 'jandi', 'kalo', 'yg', 'salah', 'nama', 'yatarimakasih']",tgl 27 november 2024 unintal apikasi jandi kalo yg salah nama yatarimakasih,positif
Pengguna Google,4,2024-11-27 12:17:32,Oke,oke,oke,['oke'],oke,positif
Pengguna Google,1,2024-11-27 12:14:43,Bagus,bagus,bagus,['bagus'],bagus,negatif
