content,score,clean_text,token,stopword_removal,stemming
"Sengaja kasih bintang satu biar dibaca. Gini ya, fitur 'laporkan' itu mungkin berguna ketika ada pengiklan yang mencoba menipu. Tapi kalau dari pihak jobstreetnya mengetatkan aturan terkait iklan loker itu jauh lebih baik. Coba buat kebijakan misalnya perusahaan tidak menggunakan identitas anonim saat menayangkan iklan, dan identitas perusahaan wajib betul-betul terverifikasi. Dengan begitu, ngga semua orang naro iklan loker, kasian yang masih awam.",1,sengaja kasih bintang satu biar dibaca gini ya fitur laporkan itu mungkin berguna ketika ada pengiklan yang mencoba menipu tapi kalau dari pihak jobstreetnya mengetatkan aturan terkait iklan loker itu jauh lebih baik coba buat kebijakan misalnya perusahaan tidak menggunakan identitas anonim saat menayangkan iklan dan identitas perusahaan wajib betulbetul terverifikasi dengan begitu ngga semua orang naro iklan loker kasian yang masih awam,"['sengaja', 'kasih', 'bintang', 'satu', 'biar', 'dibaca', 'gini', 'ya', 'fitur', 'laporkan', 'itu', 'mungkin', 'berguna', 'ketika', 'ada', 'pengiklan', 'yang', 'mencoba', 'menipu', 'tapi', 'kalau', 'dari', 'pihak', 'jobstreetnya', 'mengetatkan', 'aturan', 'terkait', 'iklan', 'loker', 'itu', 'jauh', 'lebih', 'baik', 'coba', 'buat', 'kebijakan', 'misalnya', 'perusahaan', 'tidak', 'menggunakan', 'identitas', 'anonim', 'saat', 'menayangkan', 'iklan', 'dan', 'identitas', 'perusahaan', 'wajib', 'betulbetul', 'terverifikasi', 'dengan', 'begitu', 'ngga', 'semua', 'orang', 'naro', 'iklan', 'loker', 'kasian', 'yang', 'masih', 'awam']","['sengaja', 'kasih', 'bintang', 'satu', 'biar', 'dibaca', 'gini', 'fitur', 'laporkan', 'mungkin', 'berguna', 'pengiklan', 'mencoba', 'menipu', 'kalau', 'pihak', 'jobstreetnya', 'mengetatkan', 'aturan', 'terkait', 'iklan', 'loker', 'jauh', 'lebih', 'baik', 'coba', 'buat', 'kebijakan', 'misalnya', 'perusahaan', 'menggunakan', 'identitas', 'anonim', 'menayangkan', 'iklan', 'identitas', 'perusahaan', 'wajib', 'betulbetul', 'terverifikasi', 'ngga', 'semua', 'orang', 'naro', 'iklan', 'loker', 'kasian', 'awam']","['sengaja', 'kasih', 'bintang', 'satu', 'biar', 'baca', 'gin', 'fitur', 'lapor', 'mungkin', 'guna', 'iklan', 'coba', 'tipu', 'kalau', 'pihak', 'jobstreetnya', 'ketat', 'atur', 'kait', 'iklan', 'loker', 'jauh', 'lebih', 'baik', 'coba', 'buat', 'bijak', 'misal', 'usaha', 'guna', 'identitas', 'anonim', 'tayang', 'iklan', 'identitas', 'usaha', 'wajib', 'betulbetul', 'verifikasi', 'ngga', 'semua', 'orang', 'naro', 'iklan', 'loker', 'kasi', 'awam']"
"Mohon untuk pihak developer untuk lebih memperhatikan setiap lokernya, soalnya udah kejadian dapet panggilan interview ternyata penipu, udah 3x dapet panggilan penipu mana pada spam lagi",1,mohon untuk pihak developer untuk lebih memperhatikan setiap lokernya soalnya udah kejadian dapet panggilan interview ternyata penipu udah x dapet panggilan penipu mana pada spam lagi,"['mohon', 'untuk', 'pihak', 'developer', 'untuk', 'lebih', 'memperhatikan', 'setiap', 'lokernya', 'soalnya', 'udah', 'kejadian', 'dapet', 'panggilan', 'interview', 'ternyata', 'penipu', 'udah', 'x', 'dapet', 'panggilan', 'penipu', 'mana', 'pada', 'spam', 'lagi']","['mohon', 'pihak', 'developer', 'lebih', 'memperhatikan', 'lokernya', 'soalnya', 'udah', 'kejadian', 'dapet', 'panggilan', 'interview', 'ternyata', 'penipu', 'udah', 'x', 'dapet', 'panggilan', 'penipu', 'mana', 'spam']","['mohon', 'pihak', 'developer', 'lebih', 'perhati', 'lokernya', 'soal', 'udah', 'jadi', 'dapet', 'panggil', 'interview', 'nyata', 'tipu', 'udah', 'x', 'dapet', 'panggil', 'tipu', 'mana', 'spam']"
Ini gak jelas sekarang.. Buka banyak loker tapi fiktif semua.. Info cuma sudah ditutup.. Trus gak ada kelanjutan ntah bener buka loker ntah gak.. Ntah ada diliat ntah enggak.. Paling tidak statu update nya dikasih tau.. Jangan berharap banyak sama platform ini.. Kalian cari yg lain aja..,1,ini gak jelas sekarang buka banyak loker tapi fiktif semua info cuma sudah ditutup trus gak ada kelanjutan ntah bener buka loker ntah gak ntah ada diliat ntah enggak paling tidak statu update nya dikasih tau jangan berharap banyak sama platform ini kalian cari yg lain aja,"['ini', 'gak', 'jelas', 'sekarang', 'buka', 'banyak', 'loker', 'tapi', 'fiktif', 'semua', 'info', 'cuma', 'sudah', 'ditutup', 'trus', 'gak', 'ada', 'kelanjutan', 'ntah', 'bener', 'buka', 'loker', 'ntah', 'gak', 'ntah', 'ada', 'diliat', 'ntah', 'enggak', 'paling', 'tidak', 'statu', 'update', 'nya', 'dikasih', 'tau', 'jangan', 'berharap', 'banyak', 'sama', 'platform', 'ini', 'kalian', 'cari', 'yg', 'lain', 'aja']","['gak', 'jelas', 'sekarang', 'buka', 'banyak', 'loker', 'fiktif', 'semua', 'info', 'cuma', 'ditutup', 'trus', 'gak', 'kelanjutan', 'ntah', 'bener', 'buka', 'loker', 'ntah', 'gak', 'ntah', 'diliat', 'ntah', 'enggak', 'paling', 'statu', 'update', 'nya', 'dikasih', 'tau', 'jangan', 'berharap', 'banyak', 'sama', 'platform', 'kalian', 'cari', 'yg', 'aja']","['gak', 'jelas', 'sekarang', 'buka', 'banyak', 'loker', 'fiktif', 'semua', 'info', 'cuma', 'tutup', 'trus', 'gak', 'lanjut', 'ntah', 'bener', 'buka', 'loker', 'ntah', 'gak', 'ntah', 'liat', 'ntah', 'enggak', 'paling', 'statu', 'update', 'nya', 'kasih', 'tau', 'jangan', 'harap', 'banyak', 'sama', 'platform', 'kalian', 'cari', 'yg', 'aja']"
"Setiap mau ganti email tetap tidak bisa, sudah dicoba berulang kali tapi sama saja. Mohon juga tampilan jika lamaran kita di tolak atau diterima oleh perusahaan. Supaya kita bisa tau lamaran kita di terima atau tidak",3,setiap mau ganti email tetap tidak bisa sudah dicoba berulang kali tapi sama saja mohon juga tampilan jika lamaran kita di tolak atau diterima oleh perusahaan supaya kita bisa tau lamaran kita di terima atau tidak,"['setiap', 'mau', 'ganti', 'email', 'tetap', 'tidak', 'bisa', 'sudah', 'dicoba', 'berulang', 'kali', 'tapi', 'sama', 'saja', 'mohon', 'juga', 'tampilan', 'jika', 'lamaran', 'kita', 'di', 'tolak', 'atau', 'diterima', 'oleh', 'perusahaan', 'supaya', 'kita', 'bisa', 'tau', 'lamaran', 'kita', 'di', 'terima', 'atau', 'tidak']","['mau', 'ganti', 'email', 'tetap', 'dicoba', 'berulang', 'kali', 'sama', 'mohon', 'tampilan', 'lamaran', 'tolak', 'diterima', 'perusahaan', 'tau', 'lamaran', 'terima']","['mau', 'ganti', 'email', 'tetap', 'coba', 'ulang', 'kali', 'sama', 'mohon', 'tampil', 'lamar', 'tolak', 'terima', 'usaha', 'tau', 'lamar', 'terima']"
Aolikasi yang sangat bagus sekali,5,aolikasi yang sangat bagus sekali,"['aolikasi', 'yang', 'sangat', 'bagus', 'sekali']","['aolikasi', 'sangat', 'bagus', 'sekali']","['aolikasi', 'sangat', 'bagus', 'sekali']"
"MOHON DI PERTIMBANGAN KAN KARNA BANYAK PENIPU SUDAH MASUK DI JOBSSTREET SAYA INGATKAN UNTUK KALIAN HATI"" ATAS NAMA MHD EXPRESS ITU PENIPUAN YG ASLI AD DI IG UNTUK LOWONGAN!",1,mohon di pertimbangan kan karna banyak penipu sudah masuk di jobsstreet saya ingatkan untuk kalian hati atas nama mhd express itu penipuan yg asli ad di ig untuk lowongan,"['mohon', 'di', 'pertimbangan', 'kan', 'karna', 'banyak', 'penipu', 'sudah', 'masuk', 'di', 'jobsstreet', 'saya', 'ingatkan', 'untuk', 'kalian', 'hati', 'atas', 'nama', 'mhd', 'express', 'itu', 'penipuan', 'yg', 'asli', 'ad', 'di', 'ig', 'untuk', 'lowongan']","['mohon', 'pertimbangan', 'kan', 'karna', 'banyak', 'penipu', 'masuk', 'jobsstreet', 'ingatkan', 'kalian', 'hati', 'atas', 'nama', 'mhd', 'express', 'penipuan', 'yg', 'asli', 'ad', 'ig', 'lowongan']","['mohon', 'timbang', 'kan', 'karna', 'banyak', 'tipu', 'masuk', 'jobsstreet', 'ingat', 'kalian', 'hati', 'atas', 'nama', 'mhd', 'express', 'tipu', 'yg', 'asli', 'ad', 'ig', 'lowong']"
sangat membantu dlm mencari pekerjaan 👍,5,sangat membantu dlm mencari pekerjaan 👍,"['sangat', 'membantu', 'dlm', 'mencari', 'pekerjaan', '👍']","['sangat', 'membantu', 'dlm', 'mencari', 'pekerjaan', '👍']","['sangat', 'bantu', 'dlm', 'cari', 'kerja', '']"
Semoga bermanfaat nyari kerjaan dapet,5,semoga bermanfaat nyari kerjaan dapet,"['semoga', 'bermanfaat', 'nyari', 'kerjaan', 'dapet']","['semoga', 'bermanfaat', 'nyari', 'kerjaan', 'dapet']","['moga', 'manfaat', 'nyari', 'kerja', 'dapet']"
Ok,5,ok,['ok'],[],[]
Done,5,done,['done'],['done'],['done']
"Sortir lagi dong, ini kan apk buat mempermudah cari loker tapi kebanyakan loker kosong. Malah ada yg loker penipuan cmn buat ambil data. Lebih teliti lagi buat developer apknya udh bagus tapi bknnnya mempermudah malah mempersulit.",2,sortir lagi dong ini kan apk buat mempermudah cari loker tapi kebanyakan loker kosong malah ada yg loker penipuan cmn buat ambil data lebih teliti lagi buat developer apknya udh bagus tapi bknnnya mempermudah malah mempersulit,"['sortir', 'lagi', 'dong', 'ini', 'kan', 'apk', 'buat', 'mempermudah', 'cari', 'loker', 'tapi', 'kebanyakan', 'loker', 'kosong', 'malah', 'ada', 'yg', 'loker', 'penipuan', 'cmn', 'buat', 'ambil', 'data', 'lebih', 'teliti', 'lagi', 'buat', 'developer', 'apknya', 'udh', 'bagus', 'tapi', 'bknnnya', 'mempermudah', 'malah', 'mempersulit']","['sortir', 'dong', 'kan', 'apk', 'buat', 'mempermudah', 'cari', 'loker', 'kebanyakan', 'loker', 'kosong', 'malah', 'yg', 'loker', 'penipuan', 'cmn', 'buat', 'ambil', 'data', 'lebih', 'teliti', 'buat', 'developer', 'apknya', 'udh', 'bagus', 'bknnnya', 'mempermudah', 'malah', 'mempersulit']","['sortir', 'dong', 'kan', 'apk', 'buat', 'mudah', 'cari', 'loker', 'banyak', 'loker', 'kosong', 'malah', 'yg', 'loker', 'tipu', 'cmn', 'buat', 'ambil', 'data', 'lebih', 'teliti', 'buat', 'developer', 'apknya', 'udh', 'bagus', 'bknnnya', 'mudah', 'malah', 'sulit']"
Banyak banget undangan interview bodong yg interview di ruko ruko. tolong dong pihak jobstreet lebih privasi lagi soal cv yg bisa dilihat pihak tidak brtanggung jawab,2,banyak banget undangan interview bodong yg interview di ruko ruko tolong dong pihak jobstreet lebih privasi lagi soal cv yg bisa dilihat pihak tidak brtanggung jawab,"['banyak', 'banget', 'undangan', 'interview', 'bodong', 'yg', 'interview', 'di', 'ruko', 'ruko', 'tolong', 'dong', 'pihak', 'jobstreet', 'lebih', 'privasi', 'lagi', 'soal', 'cv', 'yg', 'bisa', 'dilihat', 'pihak', 'tidak', 'brtanggung', 'jawab']","['banyak', 'banget', 'undangan', 'interview', 'bodong', 'yg', 'interview', 'ruko', 'ruko', 'dong', 'pihak', 'jobstreet', 'lebih', 'privasi', 'soal', 'cv', 'yg', 'dilihat', 'pihak', 'brtanggung', 'jawab']","['banyak', 'banget', 'undang', 'interview', 'bodong', 'yg', 'interview', 'ruko', 'ruko', 'dong', 'pihak', 'jobstreet', 'lebih', 'privasi', 'soal', 'cv', 'yg', 'lihat', 'pihak', 'brtanggung', 'jawab']"
Dapat kerja dari aplikasi ini. Terimakasih,5,dapat kerja dari aplikasi ini terimakasih,"['dapat', 'kerja', 'dari', 'aplikasi', 'ini', 'terimakasih']","['kerja', 'aplikasi', 'terimakasih']","['kerja', 'aplikasi', 'terimakasih']"
Setelah di-update kenapa tidak bisa melihat info lokernya ya,3,setelah diupdate kenapa tidak bisa melihat info lokernya ya,"['setelah', 'diupdate', 'kenapa', 'tidak', 'bisa', 'melihat', 'info', 'lokernya', 'ya']","['diupdate', 'melihat', 'info', 'lokernya']","['diupdate', 'lihat', 'info', 'lokernya']"
Ini kenapa error terus ya? Sudah 2 hari loh gabisa di akses,1,ini kenapa error terus ya sudah  hari loh gabisa di akses,"['ini', 'kenapa', 'error', 'terus', 'ya', 'sudah', 'hari', 'loh', 'gabisa', 'di', 'akses']","['error', 'terus', 'hari', 'loh', 'gabisa', 'akses']","['error', 'terus', 'hari', 'loh', 'gabisa', 'akses']"
kok akhir akhir ini jobstreet gbsaaa di bukaa yaaa,3,kok akhir akhir ini jobstreet gbsaaa di bukaa yaaa,"['kok', 'akhir', 'akhir', 'ini', 'jobstreet', 'gbsaaa', 'di', 'bukaa', 'yaaa']","['kok', 'akhir', 'akhir', 'jobstreet', 'gbsaaa', 'bukaa', 'yaaa']","['kok', 'akhir', 'akhir', 'jobstreet', 'gbsaaa', 'bukaa', 'yaaa']"
Okey,5,okey,['okey'],['okey'],['okey']
"Mengapa saya tidak bisa login, selalu technical eror? Tolong dibantu",4,mengapa saya tidak bisa login selalu technical eror tolong dibantu,"['mengapa', 'saya', 'tidak', 'bisa', 'login', 'selalu', 'technical', 'eror', 'tolong', 'dibantu']","['login', 'selalu', 'technical', 'eror', 'dibantu']","['login', 'selalu', 'technical', 'eror', 'bantu']"
"Ada apa dengan aplikasinya ko tidak bisa ya melihat semuanya, mohon kejelasannya.",3,ada apa dengan aplikasinya ko tidak bisa ya melihat semuanya mohon kejelasannya,"['ada', 'apa', 'dengan', 'aplikasinya', 'ko', 'tidak', 'bisa', 'ya', 'melihat', 'semuanya', 'mohon', 'kejelasannya']","['apa', 'aplikasinya', 'ko', 'melihat', 'semuanya', 'mohon', 'kejelasannya']","['apa', 'aplikasi', 'ko', 'lihat', 'semua', 'mohon', 'jelas']"
"Dilihat dri aplikasi keseluruhanny sdh bgs, tp sejak saya install hingga sekarang.. blm prnh ada perusahaan yg mghubungi saya, untuk mengikuti test pekerjaan.. sehingga menjadi pertanyaan untuk saya, lowongan pekerjaan yg terdapat di aplikasi ini bnr ada ny atau hanya formalitas saja.",3,dilihat dri aplikasi keseluruhanny sdh bgs tp sejak saya install hingga sekarang blm prnh ada perusahaan yg mghubungi saya untuk mengikuti test pekerjaan sehingga menjadi pertanyaan untuk saya lowongan pekerjaan yg terdapat di aplikasi ini bnr ada ny atau hanya formalitas saja,"['dilihat', 'dri', 'aplikasi', 'keseluruhanny', 'sdh', 'bgs', 'tp', 'sejak', 'saya', 'install', 'hingga', 'sekarang', 'blm', 'prnh', 'ada', 'perusahaan', 'yg', 'mghubungi', 'saya', 'untuk', 'mengikuti', 'test', 'pekerjaan', 'sehingga', 'menjadi', 'pertanyaan', 'untuk', 'saya', 'lowongan', 'pekerjaan', 'yg', 'terdapat', 'di', 'aplikasi', 'ini', 'bnr', 'ada', 'ny', 'atau', 'hanya', 'formalitas', 'saja']","['dilihat', 'dri', 'aplikasi', 'keseluruhanny', 'sdh', 'bgs', 'tp', 'sejak', 'install', 'hingga', 'sekarang', 'blm', 'prnh', 'perusahaan', 'yg', 'mghubungi', 'mengikuti', 'test', 'pekerjaan', 'menjadi', 'pertanyaan', 'lowongan', 'pekerjaan', 'yg', 'terdapat', 'aplikasi', 'bnr', 'ny', 'formalitas']","['lihat', 'dri', 'aplikasi', 'keseluruhanny', 'sdh', 'bgs', 'tp', 'sejak', 'install', 'hingga', 'sekarang', 'blm', 'prnh', 'usaha', 'yg', 'mghubungi', 'ikut', 'test', 'kerja', 'jadi', 'tanya', 'lowong', 'kerja', 'yg', 'dapat', 'aplikasi', 'bnr', 'ny', 'formalitas']"
Untuk mengisi data pribadi gmna dan CV itu biodata atau surat lamaran kerja mohon jawab nya,5,untuk mengisi data pribadi gmna dan cv itu biodata atau surat lamaran kerja mohon jawab nya,"['untuk', 'mengisi', 'data', 'pribadi', 'gmna', 'dan', 'cv', 'itu', 'biodata', 'atau', 'surat', 'lamaran', 'kerja', 'mohon', 'jawab', 'nya']","['mengisi', 'data', 'pribadi', 'gmna', 'cv', 'biodata', 'surat', 'lamaran', 'kerja', 'mohon', 'jawab', 'nya']","['isi', 'data', 'pribadi', 'gmna', 'cv', 'biodata', 'surat', 'lamar', 'kerja', 'mohon', 'jawab', 'nya']"
"Tolong donk diperbaiki apk nya,,masa ga bisa download resume cv?",3,tolong donk diperbaiki apk nyamasa ga bisa download resume cv,"['tolong', 'donk', 'diperbaiki', 'apk', 'nyamasa', 'ga', 'bisa', 'download', 'resume', 'cv']","['donk', 'diperbaiki', 'apk', 'nyamasa', 'ga', 'download', 'resume', 'cv']","['donk', 'baik', 'apk', 'nyamasa', 'ga', 'download', 'resume', 'cv']"
Dapet kerjaan ngga data malah bocor sudah ngikutin arahan yang di sarankan dari apk ini tetep aja ngga ada panggilan rata² dapet email perusahaan di tutup semua. aplikasi cuma formalitas buang² waktu,1,dapet kerjaan ngga data malah bocor sudah ngikutin arahan yang di sarankan dari apk ini tetep aja ngga ada panggilan rata² dapet email perusahaan di tutup semua aplikasi cuma formalitas buang² waktu,"['dapet', 'kerjaan', 'ngga', 'data', 'malah', 'bocor', 'sudah', 'ngikutin', 'arahan', 'yang', 'di', 'sarankan', 'dari', 'apk', 'ini', 'tetep', 'aja', 'ngga', 'ada', 'panggilan', 'rata²', 'dapet', 'email', 'perusahaan', 'di', 'tutup', 'semua', 'aplikasi', 'cuma', 'formalitas', 'buang²', 'waktu']","['dapet', 'kerjaan', 'ngga', 'data', 'malah', 'bocor', 'ngikutin', 'arahan', 'sarankan', 'apk', 'tetep', 'aja', 'ngga', 'panggilan', 'rata²', 'dapet', 'email', 'perusahaan', 'tutup', 'semua', 'aplikasi', 'cuma', 'formalitas', 'buang²', 'waktu']","['dapet', 'kerja', 'ngga', 'data', 'malah', 'bocor', 'ngikutin', 'arah', 'saran', 'apk', 'tetep', 'aja', 'ngga', 'panggil', 'rata', 'dapet', 'email', 'usaha', 'tutup', 'semua', 'aplikasi', 'cuma', 'formalitas', 'buang', 'waktu']"
"byk bahasa inggris,tidak bisa terjemah",1,byk bahasa inggristidak bisa terjemah,"['byk', 'bahasa', 'inggristidak', 'bisa', 'terjemah']","['byk', 'bahasa', 'inggristidak', 'terjemah']","['byk', 'bahasa', 'inggristidak', 'terjemah']"
aku ga ngerti knpa blm ada oanggipan gitu padahal udh hambis setahunan aku pake apk ini cmn ga tau blm.rezekinya kali yaa cmn kapan gitu rezekinya wkwk tapi yaudah lag ga baik paksaain juga jdi aku hapus aja semoga di mnapun aku segera kerja,1,aku ga ngerti knpa blm ada oanggipan gitu padahal udh hambis setahunan aku pake apk ini cmn ga tau blmrezekinya kali yaa cmn kapan gitu rezekinya wkwk tapi yaudah lag ga baik paksaain juga jdi aku hapus aja semoga di mnapun aku segera kerja,"['aku', 'ga', 'ngerti', 'knpa', 'blm', 'ada', 'oanggipan', 'gitu', 'padahal', 'udh', 'hambis', 'setahunan', 'aku', 'pake', 'apk', 'ini', 'cmn', 'ga', 'tau', 'blmrezekinya', 'kali', 'yaa', 'cmn', 'kapan', 'gitu', 'rezekinya', 'wkwk', 'tapi', 'yaudah', 'lag', 'ga', 'baik', 'paksaain', 'juga', 'jdi', 'aku', 'hapus', 'aja', 'semoga', 'di', 'mnapun', 'aku', 'segera', 'kerja']","['aku', 'ga', 'ngerti', 'knpa', 'blm', 'oanggipan', 'gitu', 'padahal', 'udh', 'hambis', 'setahunan', 'aku', 'pake', 'apk', 'cmn', 'ga', 'tau', 'blmrezekinya', 'kali', 'yaa', 'cmn', 'kapan', 'gitu', 'rezekinya', 'wkwk', 'yaudah', 'lag', 'ga', 'baik', 'paksaain', 'jdi', 'aku', 'hapus', 'aja', 'semoga', 'mnapun', 'aku', 'segera', 'kerja']","['aku', 'ga', 'ngerti', 'knpa', 'blm', 'oanggipan', 'gitu', 'padahal', 'udh', 'hambis', 'tahun', 'aku', 'pake', 'apk', 'cmn', 'ga', 'tau', 'blmrezekinya', 'kali', 'yaa', 'cmn', 'kapan', 'gitu', 'rezeki', 'wkwk', 'yaudah', 'lag', 'ga', 'baik', 'paksaain', 'jdi', 'aku', 'hapus', 'aja', 'moga', 'mnapun', 'aku', 'segera', 'kerja']"
"Kenapa ya saya tidak bisa masuk, terjadi kesalahan terus",3,kenapa ya saya tidak bisa masuk terjadi kesalahan terus,"['kenapa', 'ya', 'saya', 'tidak', 'bisa', 'masuk', 'terjadi', 'kesalahan', 'terus']","['masuk', 'terjadi', 'kesalahan', 'terus']","['masuk', 'jadi', 'salah', 'terus']"
"Saya mampu bekerja bersama team maupun individu, saya juga bekerja dengan inteligency, mampu mengelola emosional serta komitmen dalam mencapai target. Trimakasih",5,saya mampu bekerja bersama team maupun individu saya juga bekerja dengan inteligency mampu mengelola emosional serta komitmen dalam mencapai target trimakasih,"['saya', 'mampu', 'bekerja', 'bersama', 'team', 'maupun', 'individu', 'saya', 'juga', 'bekerja', 'dengan', 'inteligency', 'mampu', 'mengelola', 'emosional', 'serta', 'komitmen', 'dalam', 'mencapai', 'target', 'trimakasih']","['mampu', 'bekerja', 'bersama', 'team', 'maupun', 'individu', 'bekerja', 'inteligency', 'mampu', 'mengelola', 'emosional', 'komitmen', 'mencapai', 'target', 'trimakasih']","['mampu', 'kerja', 'sama', 'team', 'maupun', 'individu', 'kerja', 'inteligency', 'mampu', 'kelola', 'emosional', 'komitmen', 'capai', 'target', 'trimakasih']"
Ok,5,ok,['ok'],[],[]
Kenapa gabisa dibuka sih? Tulisannya selalu “We're working on it” jelek bgt nih aplikasi,1,kenapa gabisa dibuka sih tulisannya selalu “were working on it” jelek bgt nih aplikasi,"['kenapa', 'gabisa', 'dibuka', 'sih', 'tulisannya', 'selalu', '“', 'were', 'working', 'on', 'it', '”', 'jelek', 'bgt', 'nih', 'aplikasi']","['gabisa', 'dibuka', 'sih', 'tulisannya', 'selalu', '“', 'were', 'working', 'on', 'it', '”', 'jelek', 'bgt', 'nih', 'aplikasi']","['gabisa', 'buka', 'sih', 'tulis', 'selalu', '', 'were', 'working', 'on', 'it', '', 'jelek', 'bgt', 'nih', 'aplikasi']"
Server lg down ya?,5,server lg down ya,"['server', 'lg', 'down', 'ya']","['server', 'lg', 'down']","['server', 'lg', 'down']"
Sangat membantu banget,5,sangat membantu banget,"['sangat', 'membantu', 'banget']","['sangat', 'membantu', 'banget']","['sangat', 'bantu', 'banget']"
APK KEBANYAKAN BUG!!,1,apk kebanyakan bug,"['apk', 'kebanyakan', 'bug']","['apk', 'kebanyakan', 'bug']","['apk', 'banyak', 'bug']"
Good job sangat membantu untuk pencari pekerjaan,5,good job sangat membantu untuk pencari pekerjaan,"['good', 'job', 'sangat', 'membantu', 'untuk', 'pencari', 'pekerjaan']","['good', 'job', 'sangat', 'membantu', 'pencari', 'pekerjaan']","['good', 'job', 'sangat', 'bantu', 'cari', 'kerja']"
"min ini kenapa ya apk nya, apakah lagi ada masalah dengan aplikasi nya kok gabisa masuk ya? mohon jawabnnya",1,min ini kenapa ya apk nya apakah lagi ada masalah dengan aplikasi nya kok gabisa masuk ya mohon jawabnnya,"['min', 'ini', 'kenapa', 'ya', 'apk', 'nya', 'apakah', 'lagi', 'ada', 'masalah', 'dengan', 'aplikasi', 'nya', 'kok', 'gabisa', 'masuk', 'ya', 'mohon', 'jawabnnya']","['min', 'apk', 'nya', 'masalah', 'aplikasi', 'nya', 'kok', 'gabisa', 'masuk', 'mohon', 'jawabnnya']","['min', 'apk', 'nya', 'masalah', 'aplikasi', 'nya', 'kok', 'gabisa', 'masuk', 'mohon', 'jawabnnya']"
Setiap apply loker tapi gak ada tanggapan dari perusahaan. Entah itu ditolak. Atau diterima. Buang2 waktu. Untuk kalian para pelamar. Berhati2 sama perusahaan bodong. Karena mereka hanya mengumpulkan data pribadi. Tanpa ada kejelasan..,1,setiap apply loker tapi gak ada tanggapan dari perusahaan entah itu ditolak atau diterima buang waktu untuk kalian para pelamar berhati sama perusahaan bodong karena mereka hanya mengumpulkan data pribadi tanpa ada kejelasan,"['setiap', 'apply', 'loker', 'tapi', 'gak', 'ada', 'tanggapan', 'dari', 'perusahaan', 'entah', 'itu', 'ditolak', 'atau', 'diterima', 'buang', 'waktu', 'untuk', 'kalian', 'para', 'pelamar', 'berhati', 'sama', 'perusahaan', 'bodong', 'karena', 'mereka', 'hanya', 'mengumpulkan', 'data', 'pribadi', 'tanpa', 'ada', 'kejelasan']","['apply', 'loker', 'gak', 'tanggapan', 'perusahaan', 'entah', 'ditolak', 'diterima', 'buang', 'waktu', 'kalian', 'pelamar', 'berhati', 'sama', 'perusahaan', 'bodong', 'mengumpulkan', 'data', 'pribadi', 'kejelasan']","['apply', 'loker', 'gak', 'tanggap', 'usaha', 'entah', 'tolak', 'terima', 'buang', 'waktu', 'kalian', 'lamar', 'hati', 'sama', 'usaha', 'bodong', 'kumpul', 'data', 'pribadi', 'jelas']"
"Tolong, perusahaan2 bodong di kurangi, tau setiap perusahaan mendapatkan di sini, di seleksi cek kebenaran perusahaan nya, saya sudah 2x dapt panggilan interview tapi semua nya perusahaan bodong, di todong2 uang trus dan nama perusahaan nya beeganti2",3,tolong perusahaan bodong di kurangi tau setiap perusahaan mendapatkan di sini di seleksi cek kebenaran perusahaan nya saya sudah x dapt panggilan interview tapi semua nya perusahaan bodong di todong uang trus dan nama perusahaan nya beeganti,"['tolong', 'perusahaan', 'bodong', 'di', 'kurangi', 'tau', 'setiap', 'perusahaan', 'mendapatkan', 'di', 'sini', 'di', 'seleksi', 'cek', 'kebenaran', 'perusahaan', 'nya', 'saya', 'sudah', 'x', 'dapt', 'panggilan', 'interview', 'tapi', 'semua', 'nya', 'perusahaan', 'bodong', 'di', 'todong', 'uang', 'trus', 'dan', 'nama', 'perusahaan', 'nya', 'beeganti']","['perusahaan', 'bodong', 'kurangi', 'tau', 'perusahaan', 'mendapatkan', 'sini', 'seleksi', 'cek', 'kebenaran', 'perusahaan', 'nya', 'x', 'dapt', 'panggilan', 'interview', 'semua', 'nya', 'perusahaan', 'bodong', 'todong', 'uang', 'trus', 'nama', 'perusahaan', 'nya', 'beeganti']","['usaha', 'bodong', 'kurang', 'tau', 'usaha', 'dapat', 'sini', 'seleksi', 'cek', 'benar', 'usaha', 'nya', 'x', 'dapt', 'panggil', 'interview', 'semua', 'nya', 'usaha', 'bodong', 'todong', 'uang', 'trus', 'nama', 'usaha', 'nya', 'beeganti']"
sudah 3 hari aplikasi jobstreet tidak bisa diakses dari tanggal 22 Agustus 2024 sampai hari ini 24 agustus 2024,2,sudah  hari aplikasi jobstreet tidak bisa diakses dari tanggal  agustus  sampai hari ini  agustus,"['sudah', 'hari', 'aplikasi', 'jobstreet', 'tidak', 'bisa', 'diakses', 'dari', 'tanggal', 'agustus', 'sampai', 'hari', 'ini', 'agustus']","['hari', 'aplikasi', 'jobstreet', 'diakses', 'tanggal', 'agustus', 'hari', 'agustus']","['hari', 'aplikasi', 'jobstreet', 'akses', 'tanggal', 'agustus', 'hari', 'agustus']"
ga bisa login,1,ga bisa login,"['ga', 'bisa', 'login']","['ga', 'login']","['ga', 'login']"
Sangat bermanfaat,5,sangat bermanfaat,"['sangat', 'bermanfaat']","['sangat', 'bermanfaat']","['sangat', 'manfaat']"
Sangat bagus,5,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']"
