content,score
Gak guna,1
Udah coba kirim banyak lamaran tapi engga ada yang di lihat satupun. Padahal kualifikasi ada. Sebenarnya niat cari karyawan atau cuma iseng posting.,1
Saya tidak bisa login,1
"bukannya dapet kerjaan malah suka ada kontak masuk yang gajelas nawarin kerjaan yang gajelas segala pake online HP aja, gimana si kerjaan kaga dapet malah no kesebar kemana mana",1
"Dari ratusan Lowongan yang saya lamar melalui jobstreet, satupun tidak ada yang terpanggil 😀😀😀",2
"Aplikasi pea, buang buang paketan gw, ngelamar 4x dalam loker bodong,, kocak kadang ni apk nyari kerja gimana konsep nya dah, developer yang beneran dikit lah msih banyak itu loker nipu di jobstret ngotak lah hampir gw pengen dtgin anjir",1
"Banyak perusahaan scam yang buka lowongan kerja hanya untuk dapatkan kontak person pelamar, saya beberapa kali dihubungi ditawari pekerjaaan yang ujung2nya diminta bayar, jobstreet sepertinya tidak menseleksi perusahaan fiktif, hati2 jika melamar perusahaan terutama yang identitas perusahaan disembunyikan",2
Sangat membantu,5
Aku banyak dapat kerjaan dari sini.,5
Izin instal,5
banyak loker bodong,1
"Tolong untuk pihak-pihak Jobstreet, ini aplikasi gak bisa apa-apa, bisa nyari pekerjaan yang kita inginkan tapi gak bisa pula perusahaan manggil kita untuk bekerja, sekali lagi tolong diperbaiki agar tidak namanya PHP loker di seluruh Indonesia",1
Mantap,5
"Betulan ada loker gak sih sebenarnya di aplikasi ini? Tidak pernah ada yg d proses lebih lanjut, hanya keterangan lowongan kerja sudah di tutup 🤔",3
Admin kenapa tidak bisa login ya ?,3
Coba keberuntungan,5
Peluang untuk bekerja semakin luas,5
Good banget,5
Sebetulnya bagus dan sangat membantu aplikasinya.. Tapi sngt disayangkan dan hny sekedar formalitas saja untuk perusahaan2 menginklankan di jobstreet. Sudah banyak melamar2 di jobstreet tapi dari perusahaan yang saya apply tidak pernah di lihat / di respon lamaran2nya sampai batas pembukaan lamaran di tutup.....#indonesiacemas2045,5
semoga saya dapat pekerjaan,5
Bad experience. Never get a job from this apps.,1
IYA SALAM ADA BAIK SALAM ADA PERSAHABATAN DR : ERBA SAPUTRA (MT),5
Pengawas Lapangan,5
Staff Brikes,5
Sekarang aplikasinya jelek gk kaya yang dulu.setiap mau buka harus update terus.busuk,1
banyak loker yg tidak jelas,1
"Terimakasih aplikasi jobstreet, karena dengan aplikasi ini sayah dapat pekerjaan yang baik",5
Mantab,5
Bagus,5
"Developer nya kebanyakan tidur, lokasi yang diminta dengan lokasi loker yang ditampilkan sangat jauh berbeda, query nya diperbaiki lagi lah di API Backend nya kocak",2
"Saya kemarin keluar akun sign out, terus saya mau sign in, ga bisa , kolom email dan password gk muncul, loading terus 1 harian, padahal paket data ku masih 250 gb.",1
Baru aja download uda dicoba daftar sama langsung masuk pake email msih trouble aja gbisa login ktnya suruh contact support,1
PHP doang,1
Saya udh bolak balik daftar akun tp ttp aja ga masuk2 ga tau deh,1
Semoga bisa mendapatkan pekerjaan,5
Mencoba melangkah lebih baik ke depan.,5
"baru kasih bintang 3,kalo ok ditambah",3
Jasa aplikasi pencari kerja scam. Lewat penyaluran lpk dan yayasan berbayar. Sat,3
Baru mencoba semoga berguna jobtreet,5
Aplikasi ga jelas nyebarin lamaran hoax aja aneh ada ya orang kaya gini,1
Sangat membantu,5
"Aplikasi mantap tembus pt glovis, pt samudera logistik, pt lf service ( maersk )",5
Sering dapet tawaran cuma lama sekali responnya,4
Dari pertama pake jobstret kaga ada pangilan pisan di tutup aja terus atau sudah kadaluarsa,2
Info lowongan sih banyak..tp apa benar perusahaan nya lagi membuka lowongan? Gk pernah ada respon apa² udh ratusan lamaran yang dikirim,1
"Sangat membantu, Jazakallohu khoir...",5
Tolong dong lebih jeli lagi kalau memilih perusahaan yang sedang membuka lowongan kerja.... Sekarang banyak perusahaan bodong yang pada majang loker di jobstreet...,3
Sabgat bgus tapi tolong loker yg tipu tipu beriklan ononim jngan ada dong Alhamdulillah dpet pnggilan tpi tes nya saya blom lolos di pt tirta alam segar,5
JANGAN PERCAYA SAMA APLK INI KEBANYAKAN LOKER PENIPUAN,1
Log-in nya lamaa Kayak keong,3
Tkz jobstreeet....,5
"Temenn temen hati hati banget untuk lowongan kerja yang ada di jobstreet, karna ada beberapa lowongan yang menipu kalau perusahaan tersebut membuka lowongan. Aku sudah pastikan dan hub perusahaan nya langsung dan katanya gak ada lowongan yang ada di jobstreet. Hatihati guys",2
kenapa jadi ga bisa login?,1
"msh banyak aplikasi lain, dr pada ini ribet banget ,kaya pasti ke terima aja",1
OK,5
Oke bagus aplikasi nya cepat banyak yang respon,5
"Belum adanya tipe magang, dalam judul sudah dicari magang/internship, yang keluar tetap pekerjaan biasa. Jadi aplikasi untuk mencari tempat magang belum maximal, mohon tambahkan magang dalam jenis pekerjaan",3
"Dari sekitar 300 lamaran lebih, 95% keterangannya lamaran kadaluarsa 🤣🤣🤣",1
"Jangan percaya dengan app ini, app ini penipu kk saya download app ini dan dapat kerja bukan nya kerja malah di tipu hati-hati, jangan sampai kalian kena",1
Manatab,5
Ini gimana sih cara menghapus jabatan kamu selanjutnya Mana udh keklik kesimpan lg Tolong ditmbhin fitur utk bisa ngapus nya oi developer,3
aplikasi yg ok,5
"Mohon untuk update open hiring nya lebih update, karena info yg disiarkan telat dari mulainya hiring perusahaan..!!",5
sangat membantu,5
Jobstreet yes😊👍,5
Datanya bocor banyak yang wa tapi setelah gua telusuri tu perusahaan ga jelas semua,1
Jubstree sngat membantu bagi pencari kerja,5
Enggak pernah dapet panggilan tuh di aplikasi ini...udah dari dulu,1
masak saya login gak bisa..katanya lagi dalam perbaikan..maksudnya apa ya??,2
Memudah kan untuk mencari info loker yg kita mau,5
sangat bagus sekali lewat jobStreet kami pelamar bisa mendapatkan pekerjaan. Thank You JobStreet,5
"SARAN AJA KALAU ADA LOWONGAN SEGERA YANG LEBIH AKURAT DAN FRESH SUPAYA KITA MELAMAR SERIUS DAN YAKIN,TERUS MENUNGGU HASIL.",5
Tolong kembalikan jobstreet versi sebelumnya,1
Sedang,3
Percuma ada beginian juga udah ngirim CV sampai ratusan bahkan ribuan tapi tidak ada 1 perusahaan pun buat interview/menerima pekerjaan memang benar tanpa orang dalam sekarang sulit ijazah S1 lawan ijazah SMA..ijazah SMA ada orang dalam yang masuk yang lulusan SMA yang lulusan S1 di abaikan saja bahkan CV nya dibuang tidak sempat dibaca.. Aneh memang jaman sekarang Alasan tergantung perusahaan terus sekarang mah tanpa orang dalam lulusan doktor juga gabakal bisa masuk kerja,1
Aplikasi apa ini?? Ga pernah dapet panggilan kerja dari aplikasi ini. Payah.,1
"Aneh aplikasi pencari kerja mulai jobstreet, glints , dll , hasilnya nihil semua , Sebenarnya apk ini real tidak info loker yg dibutuhkan perusahaan atau hanya rekayasa saja ????",1
"Bagus cuman kurang aja, kadang tidak di cek sama sekali sama perusahaan.",3
Great aplikasi sudah terbukti saya mendapatkan pekerjaan dari aplikasi jobstreet. Sayang tampilan aplikasi yang dulu lebih bagus dengan notifikasi undangan interview dari perusahaan. Yang skrg harus lihat email dulu baru tau,5
Kenapa having trouble view apakah sama dengan kawan yang lainnya,1
"Good, Dari pertama kerja sampai sekarang selalu dapat kerja dai Jobstreet ini. . Terimakasih",5
Ok mantap sangat membantu,5
"Sudah berkali kali ngirim lamaran bahkan hampir 2 tahun nggak ada satu pun yang di terima bahkan notif nya selalu lamaran anda sepertinya tidak mengalami kemajuan,, ya gimana mau maju bahkan di baca sama perusahaan pun nggak,, atau lamaran anda sudah kadaluarsa,, aplikasi cuma buat iming2 pekerjaan dari sekian bnyak komentar belum ada saya ketemu komentar orang yang di terima kerja lewat jobstreet,, terima kasih sudah memabaca keluh kesah saya yang sudah capek mencari kerjaan di negeri sendiri",1
"Thank you jobstreet. Dari pertama kali kerja sampe 4 kali pindah perusahaan, semua dari aply lamaran di sini.. Salam buat lina",5
"Aplikasi penipu,, banyak banget job penipuan disini,,jadi kalian yg install aplikasi ini harus extra hati-hati..",1
Gue herann sama aplikasi ini udah hampir 1 tahun saya kirim lamaran ke berbagai loker tapi tidak ada 1 pun yang terpanggil atu gimana dan aneh nya tiap apa yang ada poin ++ saya pengalaman tetap saja tidak ada panggilan..,5
Good,5
Aplikasi oke,5
"Jobstreet sekarang tidak akurat. tidak ada notice update untuk lamaran yang sudah di apply sampai mana roges step by stepnya. tidak ada feedback sama sekali. kemudian pencarian Jobstreet juga kacau. isi sistem sekarang parah yang digunakan Sama jobstreet. di ketik pencarian itu A malah yang muncul Z, kacau sistemnya Jobstreet. jelek banget terlalu banyak update malah bikin eror. tidak ada manfaatnya sekarang",1
Jobstreet bagus buat mencari pekerjaan,5
makin jelek aja sie tiba tiba suka keluar sendiri,1
"kenapa setiap saya apply gak pernah sampai ke Perusahaan? dibaca saja enggak. Saya telah mengirim lebih dari 50 lamaran hanya 2 yang dibaca, dan juga hanya 1 yang sampai tahap interview Cv saya lengkap, dan kata kuncinya selalu sesuai dengan persyaratan recruiter yang saya lamar. Saya lulusan S1 yang telah memiliki kurleb 5 tahun pengalaman kerja, gimana cara supaya cv saya bisa sampai 🥺",2
"ini kenapa ketika mau masukin kata sandi, keybord yg muncul bahasa arab, pdahal waktu masukin email keybord ny bahasa indonesia",1
Bagus an jobstreet yang lama ka dulu sering dpt panggilan kerja soalnya dlu keterangannya jelas di bandingkan yang sekarang...,5
Aplikasi apa ini asu,1
"Rata"" perusahaan yang buat lowongan di jobstreet, banyak lihat doang, ga dipanggil, banyak hanya permainkan kandidat, capein saja, tidak melihat perjuangan kandidat, datang jauh"" ujungnya hanya ingin tau biodata Saja, trus tidak dipanggil lagi . Buat apa aplikasi lowongan ini dibuat, maunya dihapuskan aplikasi lowongan jobstreet, biar perusahaan susah nyari kandidat Tolong dong dibuat agar bisa chat hrd seperti aplikasi glints",1
"Lowongannya banyak penipuan. Jangan download gays, mending nyari ""Orang Dalam"" dari pada nyari kerja lewat situs online.",5
Good,5
banyak bat loker penipuan nya,1
"Lowongannya gajelas, boroboro ada panggilan interview hm",1
"Harus pinter² milih, masih ada yg palsu",3
Coba dibuat fitur untuk menandai pekerjaan yg sudah dilamar. jadi bisa mempermudah user untuk tidak berulang2 melamar di pekerjaan dan perusahaan yg sama. seperti di gl1nts.,5
masih banyak loker palsu yang alamat lokasinya di ruko ruko,1
login pake google ribet bgt,2
"Untuk Pihak Jobstreet, Tolong Untuk Perusahaan Anonim Atau tidak mendaftar Data PT/Perusahaan yg tidak Jelas untuk Ditolak.Dikarenakan banyak nya sekarang Interview dengan berbayar supaya masuk Di PT/Perusahaan.Dengan Jaminan Bla bla bla dibayarkan Setelah gajian, Menunggu 1 Minggu tidak ada jawaban 🤭🤭",2
Aplikasi busuk,1
lebih dari 5 tahun jobstreet jadi sarana untuk mendapatkan pekerjaan,5
Bug,2
Jossssss...,5
Banyak loker penipuan yang ujung²nya minta duit,1
"Terimakasih jobstreet, manfaat besar mengubah karir dan hidup saya. Berkat aplikasi ini saya dengan mudah menemukan perusahaan yang sesuai dengan minat saya. Saya sudah bekerja dari 2017 sampe sekarang, semua diawali dari jobstreet, terimakasih 🙏🙏🙏",5
"Baru kemaren bgtt dapet interview bodong, ini first time nyoba cari loker lewat app kek gini eh sekalinya apply zonk, dari awal pake app langsung cantumin data kaya CV gitu jadi banyak banget panggilan interview palsu lewat email/wa, udah buang waktu tenaga buat dateng ke lokasi pas nyampe dimintai uang yang bahkan ngga sedikit, kasian bangett jobseeker yang udah dateng dari jauh dan ngeluarin uang iming² buat jaminan ini itulah tapi ternyata loker palsu. tiati buat jobseeker yang lagi berjuang",1
"aplikasi apa ini? Udah ngelamar lebih dari 100 PT, dan nunggu 6 bulan masih aja gak ada panggilan, ini aplikasi scam kah?",1
Baik,5
PT wahana lestari Investama 2013-2018 Sekretaris pengelola UPT SP I HUAULU Sekretaris pemuda negeri besi.,5
"Memang masih lebih baik versi sebelumnya... Saya baru sadar dari sekian lamaran yang dikirimkan, ternyata surat lamaran yang dibuat tidak tersimpan untuk setiap perusahaan yang dilamar, sehingga Saya mengirim surat lamaran menggunakan nama PT sebelumnya... sangat ribet sekali",1
Info nya kurang lengkap,5
Good,4
"Padahal banyak persyaratan yang tidak menyulitkan pelamar tapi selalu tidak mengalami kemajuan, aplikasi ini terkesan mempermainkan pelamar yang sedang mencari pekerjaan. Maaf saya uninstall aplikasi nya karena mengecewakan 😊",1
Banyak penipu,1
app ga guna aku apply udah hampir 3 tahun lebih blom ada pnggilan satu pun app ga jelas katanya memudhkn buktinya ngga nihil dampah,1
Susah bgt sign in,2
terima kasih jobstreet sangat membantu,5
"Aplikasi loker bangke,puluhan kirim lamaran,1 perusahaan pun nggak ada yg respon,hati2 gaes jng sampai data kalian dicuri",1
"Visi dan Misi sebuah perusahaan didirikan adalah bertujuan : 1.Mengembangkan perusahaan sampai tiada batas dengan kerja keras di seluruh bahagian merupakan satu management terpadu. 2.Pencapaian didukung hasil maksimal dari laba hasil kerja perusahaan tampa bergantung dari pinjaman/kredit bank. 3.Didukung SDM yang trampil dan profesional. 4.Motto perusahaan yang mengharamkan KKN, Nepotisme, korupsi.",5
"Saya sudah download jobstreet, namun tidak ada seekmax. Seekmax di bagian mana ya ?",1
𝙹𝙾𝙱𝚂𝚃𝚁𝙴𝙴𝚃 𝚃𝙾𝙿,5
Jadi banyak loker hoaxxxxx,1
Aplikasi yg sangat buruk jgn di download atau nyesal nanti banyak kali gitu yg gak masuk akal..,1
"Tidak bisa login, lebih nyaman sebelum pembaharuan, selalu eror login nya sekarang",1
"TIDAK REKOMENDASI UNTUK PENCARIAN PEKERJAAN DI JOBSTREET, BANYAK PENIPUAN NYA 👎👎👎",1
Tiap bangun tidur buka-buka JobStreet nyoba ngelamar ke sono ke sini eh malah kagak dapet,1
Banyak diakses sama perusahaan² penipuan.. apa ga ada penyortiran akurat? Saya hampir 2x kena sama perusahaan bodong..,3
Kenapa dah aplikasi ini setelah login dapat ada orang tidak di kenal seenak nya login ke FB ku ?,1
Like,5
BAGUS TAPI KENAPA PAS MAU LOJIN KE AKUN LAMA BANGETT,3
"Semoga aplikasi ini membantu dlm mendapat pekerjaan, Terimakasih",4
Bermanfaat,4
Lumayan bagus,5
Good lah..,5
"Tidak bisa di perbarui, kenapa ?",5
Sebagai Team leader,5
"Lebih suka aplikasi yang sebelumnya, sekarang nomer telepon banyak di akses sama penipu. Tujuan cari kerja yang sulit sekali pakai aplikasi, malah dapatnya penipu yang ingin cari uang dari pencari kerja.",1
"Terbaik, dengan aplikasi ini saya sudah mendapatkan pekerjaan walaupun penempatan diluar daerah tapi saya menikmati pekerjaan saya",5
"Beberapa kali dpt kerjaan dr sini. Jujur Tampilan Versi terakhir sangat mengerikan, harap kembalikan seperti sebelumnya. Hilangkan fitur / link ke app lain saat melamar, aneh aja masa melamar di sini dikasih link ke app lain. Ribet 🤣",3
Kebanyakan loker lama yg di post ulang jadi setiap minggu nya gak ada yg berubah cuma itu itu aja loker nya,1
ok,5
"Gara"" aplikasi ini jadi banyak w.a masuk interview hoax,. Pas di cek di google nama PT nya ga ada, map nya cuma nunjukin area bukan nama gedung nya.",1
Kok aplikasi saya gak bisa di buka ya pending terus,1
Gak bisa filter lowongan kerja berdasarkan usia,1
baik,5
Terimaksih jobstreet selalu cepat dalam informasi lowongan kerja dan hasil yg di peroleh,5
Sangat bagus,5
"Terima kasih banyak Jobstreet. Alhamdulillah sampai saat ini saya masih bekerja di perusahaan yg saya lamar melalui Jobstreet. Bahkan saya bisa naik jabatan. Oh ya.. Utk teman2 selalu melakukan update profile, melakukan refresh utk performanya. Menambahkan keahlian, kemampuan, dan pengalaman sesuai dgn performanya masing2. Untuk Jobstreet Terima kasih sudah menjadi wadah dan penghubung antara perusahaan dan pencari kerja. Semoga Berkah. Aamiin.",5
"Thanks, banyak membantu spane time untuk pencari kerja. Joss, semoga makin jaya.",5
Sangat membantu walauoun sampai dengan saat ini selalu mendapat pesan lamarannya sudah kadaluarsa,5
aplikasi sangat membantu mencari pekerjaan dengn penglman yg sesui trimaksh jobstreet,5
SKIP! BANYAK LOKER PALSU,1
Lokernya menarik dan terpercaya,5
"Aplikasi penipuan inii ,lowongan kerja hoax merugikan pihak yang sedang mencari pekerjaan tolong untuk di perbaiki jangan asal menerima Perushaan bodong ,aplikasi ga baguss bngt masih ada aja perusahaan yang bodong penipuan sukaa mintain duitt ke orang yang melamar nominal nya ckup besar mohon di tindak lanjuti yang perusahan bodong penipuan itu .",1
Isinya penipuan,1
"Aplikasi pencarian menurut daerahnya malah acak-acakkan sangat tidak akurat, terus juga banyak loket yang sudah di tutup",1
"User friendly untuk fitur di jobstreet cuma tdk berhasil, kebanyakan saya ngelamar yg tembus dr email. Bukan job portal..",3
"G jlas dan g teratur dcari krjaan peternakan yg muncul lowongan,tukang cukur, house keeping dan lain2 g tratur",1
Data bes kok bisa bocor,1
"Kenapa setelah update, saya menjadi tidak bisa login via apk? tapi via website tidak ada masalah.",1
Terima kasih...,5
Sangat membantu sekali,5
"Jobstreet maaf banget nih ya saya kasih rating segini, tolong min kalo ngasih konfirmasi ke perusahaan jangan ngadi ngadi, banyak banget sekarang yang bodongnya and interview di ruko ada yang perusahaannya dibandung aja tapi ini di aplikasi ada yang cabngnya di jakarta",2
"Saya tidak bisa login di aplikasi jobstreet nya,, mohon bantuan nya kak...",4
Kenapa jobstreet sekarang kurang bagus.. Masih bagus yg format lama...,1
Apk bagus,5
Banyak kadaluarsa nya lowongan kerja,1
"Upload cvnya bikin emosi gk bs2,apus akun gw suu",1
great,5
Cepat dan akurat,5
"Entah aplikasi yang error atau gmna, cuma pas saya search job dengan lokasi Kota semarang tidak muncul sama sekali",1
👍👍👍,5
Cukup bgt bantu. Satu kata mksh ya jobstreet. Berkat jobstreet saya cepat kerja. Dan dapat posisi yg baik.,5
Operator produksi dan merawat mesin produksi,5
Tidak pernah pakai aplikasi ini,5
Membantu. Gratis ya. Lbh baik kedepannya. Dan memudahkan lg. Thank u,5
Banyak penipuan,1
Good Job,5
Aplikasi payah....!!!!! susah login ga sprti sebelum di up date,1
error mulu,1
"Jobstreet sekarang kenapa ya kayak suka error, masa semua lowongan ada info kalau lowongan sudah tidak diiklan kan gimana kita mau apply kerjaan nih, padahal sudah di update ke versi terbaru, lebih suka versi sebelumnya...",3
"Aplikasi tidak berguna, semua loker expired. Jangan di download!",1
tolong di filter lagi bagi perusahaan yang membuka lowongan. saya udah dapet lebih dari 3x lowongan penipuan. thanks,2
Saya mendapatkan pekerjaan lewat apk ini dan real. Thank jobstreet.,5
"Sekarang tidak bisa di filter per bidang pekerjaan, campur semua, padahal dulu bisa",3
Lumayan,2
Aplikasi nge bug mulu kntl. Bikin kesel orang lagi cari kerja aja.,2
"Sudah lebih dari 2 tahun saya mencoba melamar pekerjaan pakai aplikasi ini, dan sudah ratusan kali saya apply, tapi tidak ada satupun yang berhasil, jangankan panggilan kerja, panggilan interview pun tidak ada satupun",1
Banyak penipu,1
mantap,5
2🙂1,3
"pernah kerja di garmen selama 11 th lebih,semoga disini saya diterima di bagian operator cutting🙏apa saja",5
"Hei developer setelah update kenapa saya tidak bisa login kedalam aplikasi jobstreet selalu loading tidak seperti pada saat sebelum update mohon maaf tapi jika seperti ini terus saya akan uninstal ,Saya sudah mengirim problem saya lewat email tapi tidak ada tanggapan saya kecewa padahal dulu jobstreet merupakan aplikasi yg bagus untuk mencari pekerjaan tetapi sekarang kacau tidak bisa login akun",1
Sudah sekian banyak lamaran yg dikirim belum ada juga panggilan masuk,1
Di sini lowongan yang di share adalah perusahaan yang benefit. Cuman dari sini baru satu yang dipanggil,5
"perusahaan rekruternya memberitahu interview para seekernya dgn meminta materai 10 ribu 2 lembar.kalau pertama kali udh minta materai apalagi seterusnya pegawainya apakah gajinya benar atau tidak. Singkatnya, banyak perusahaan rekruternya yg bohong.",3
Mau tanya dah buat yang sekarang/baru baru ini pernah dapet kerja gak lewat apk ini? Kok saya yang ada penipu mulu yang hubungin ya terus belum pernah juga dapet dari sini dahhhh,1
Udah ratusan kali melamar..tp sampai saat ini belum ada yang tembus hanya sebatas di lihat oleh perusahaan lalu tidak di lanjutkan dan berakhir begitu saja atau kadaluarsa..masih belum ada rejekinya sampai sekarang,2
ADA YG TAU CALL SENTER JOBSTREET GA?? TOLONG YA?!! NOMOR WA GA AMAN BANGET JADI BANYAK YG NAWARIN KERJA VIA WA NGATASNAMAIN JOBSTREET. INI GIMANA SOLUSI NYA YANG KATANYA APLIKASINYA AMAN?!!,1
"Sekarang susah cari kerjaan di aplikasi ini, kalau dulu cepet banget dapet kerja. Sudah hampir 2 tahun gag dapat, padahal dulu mudah sekali. Bahkan yang aneh status "" dilamar"" tapi belum dilihat oleh perusahaan sampai berubah statusnya menjadi "" berakhir"" seperti main main saja atau memang dari aplikasi jobstreetnya yah.",1
Masih sering banget ga relevan antara yang key words yang dicari sama yg muncul di pencarian,3
"Kenapa cara nya.. Agak ribet untuk aplikasi nya, lamaran harus di apploat",5
Lebih suka yang ekspress sii lebih bagus jugaa biar ga ngatur ngatur lagii tinggal lamarr,1
Good,5
"Banyak loker penipuan sialannn, tolong diseleksi dulu kalau ada yang mau rekrutmen",1
Tolong dong update loker yang terbaru dan yang sudah tidak membutuhkan/masa tenggang sudah habis di Hapus,3
Kenapa tidak bisa login?,3
Tidak bisa buka detail loker,1
Login nya susah lamar jya susah juga,1
"loker nya hoax 99% nipu belum kerja udh dimintain duit uang admin kata nya,gk tangung tangung lg 1,600 ruko bekasi ruko gren gaden ruko pesing blm yg lain nya ini,minta nya setengah maksa",1
"MIN TOLONG KELOLA LOKERNYA DONG MASA BNYAK LOKER PENIPUAN DI SESATIN KE RUKO ,CONTOH LOKERNYA PT KARUNIA MEGAH SEJAHTERA ITU KASIHAN GARA GARA JOBSTREET SURUH INTERVIEW KE RUKO BYAR 475.000 DI THAN HARUS DP DULU",1
Buseettttt.. kacau nih app,1
Sangat membantu bagi para pencari kerja ga harus muter-muter cari kerjaan ngabisin ongkos dan waktu.,5
Filter daerah nya ga berguna,1
Kurang lokernya,4
"Aplikasinya bagus & lengkap, pernah dapat kerjaan dr sini juga. Tapi lebih suka tampilan yg lama dulu sebelum diperbaharui, lebih cepat & bisa ngintip jumlah pelamar. Aplikasi yg baru juga tidak bisa melihat profil perusahaan & lowongan kerja apa saja yg diberikan perusahaan. Aplikasi yg terbaru malah sering error, padahal koneksi internet bagus. Satu lagi, semenjak memasukkan lamaran di jobstreet, kenapa jadi banyak telpon & WA masuk dr penipu ya?",2
Good,5
gk bisa login,1
Udh 5 bln applay cv g ad yg dipanggil...nih aplikasu bnran apa bohongan,1
"Filter Search Job nya tolong diperbaiki, sangat tidak relevan dengan apa yang dicari!",1
bagus aplikasi ini sangat membantu untuk mencari pekerjaan,5
"Aplikasinya bagus, tgl 21 mei 2024 saya diminta untuk mengisi survei oleh situs ini dengan hadiah gopay Rp.100.000 setelah selesai & diharuskan menginstal apk participate, tapi kenapa saldo gopay saya tidak bertambah ya setelah saya mengikuti survei jobstreet hingga selesai ?",3
Good,5
PT sampah semua isi nya yg iseng-iseng cari karyawam murah,1
Banyak Loker Bodong Panggilan Kerja palssu,2
Bagus jadi banyak tahu tentang lowongan pekerjaan,5
Tidak bisa login pake email yg lama,1
"Aplikasi gajelas,dalam perbaikan mulu",1
"Sangat membantu, thanks jobstreet",5
Memperbaiki aplikasi lama sekaliiiii,3
Lamar di jobstreet seperti lamar di linkedin wkwkwk. Susah bgt dpt panggilan kerja drisini. Status juga tidak ada progressnya sudah smpe mana. Apk tidak rekomended buat para pencari kerja.,2
kalo gak tutup kada luarsa,1
Saya kasi bintang 5 buat anda yg punya kreatifitas membuat aplikasi ini.. Masi baru donlud..semoga berhasil mendapatkan pekerjaan lewat aplikasi ini,5
"Leader qc,chip qc,leader qc inline",5
Udah 2 tahun ngirim² lamaran mungkin hampir 100 apply gak ada yg nyangkut satupun 😂,1
"Kenapa tidak dapat instal ya, tertulis aplikasi tidak dapat di instal, gemana ya min?",2
Mantap lah,5
"Para pencari kerja yang terhormat. Ini aplikasi penyedia lowongan kerja. Bila memang menemui lowongan kerja penipuan/bermasalah cukup buat laporan pada aplikasi. Bila lamaran anda belum ada panggilan, jangan patah semangat & tetap lamar sana sini. Peluang memang kecil, tapi kalo sudah rezekimu ya tidak akan tertukar. Cukup sekian kata-kata hari ini, memang ulasan berkedok tausiyah.",5
"Aplikasinya bagus, hanya sering error dan lama proses penangannya, tolong lebih di percepat lagi maintenance nya Sampai saat ini masih blm bisa dibuka aplikasinya, Sudah diperbaiki,",4
Ga jelas banget appnya. Login ga bisa2 mulu euy mending buka pake web dah. Sorry gw delete lagi. App ga guna,1
Nice,5
"Saya pengalaman dari PT Dewasutratex, PT Ramaputratex,PT warna indah samajaya, PT Ramatex, PT DJatatex, PTHeksatex Indah, PT Budi agung sentosa. Selama kerja saya di bagian Dyeing /Finishing.",5
Smga bisa membantu,5
Aplikasi loker penipu,1
Ko gbisa di instal ya pdhal udh download?,4
"aplikasinya bagus, simple & mudah buat cari kerja dari pertama kali lulus kuliah th 2013 sampai sekarang lewat aplikasi ini selain lewat linked*n.",5
"Saya lebih suka jobstreet yang dulu daripada sekarang, karena versi sekarang terlalu gamblang jika CV sudah di lihat lalu kemudian ada notif kemungkinan tidak dilanjutkan, menurut saya cukup di pemberitahuan notif di lihat saja untuk urusan dilanjutkan atau tidak lebih baik tidak usah ada. Semoga bisa diubah kembali thanks",1
"demi apapun ini APK GA BERGUNA, SPAM EMAIL doang",1
"Loker sampah semua isinya, tidak jelas..yg menipu pun ada, gila gak tu.",1
Good ..banyak panggilan wawancara,5
Kebanyakan iklan dengan minta di update 5 hari sekali parah,1
Bermanfaat buat jobseeker,5
Udh ngirim ke 15 perusahaan ko blm ada yg nyantol 1 pun piye iki ??,4
"semoga saya dan semua pihak mendukung, akan meraih kesuksesan selalu amin yarobbi......",5
"Saran aja nih buat admin Jobstreet, untuk perusahaan yang tidak terdaftar di Departemen Tenaga Kerja (Depnaker) mohon untuk dikeluarkan saja dari aplikasi ini dikarenakan cenderung menghubungi pelamar lewat WA bukan menelpon secara langsung, dan ketika didatangi ternyata perusahaannya hanya berupa ruko kecil dan nama PT nya pun hanya ditempel di pintu kaca nya",2
goodds,5
"Masih banyak loker palsu yang dicantumkan an. Anonim.. dan itu sangat merugikan pihak pencari kerja.. mohon untuk diperbaiki dan evaluasi lagi untuk yg mau dtampilkan. Ciri cirinya bisa direkrut yg hanya memiliki ktp saja, atau miniaml ijazah SMA dan usia max 45 tahun.. itu seringkali dihub via whatsapp dari lamaran cv yg kita cantumkan.. terimakasih",5
Apk sampah kebanyakan loker nipu.,1
oke,5
"KALIAN JANGAN DOWNLOAD APK INI SIH,BANYAK BANGET LOKER PENIPUANNYA😭😭CARI YANG PASTI"" AJA KEK APK SEBELAH,HATI HATI BANYAK LOKER PENIPUANNYA,sad banget saya sudah jadi korbannya,gak bermaksud menjelek""an apk ini Tapi ini yang saya alamin sendiri,semoga gk ada korban lagi",1
Sdh di filter. Sudah lamar pekerjaan. Mau kembali malah ilang filternya.,1
Dari 2009 nyari kerja di jobstret ga pernah dapet ini sbnrnya boongan atau beneran sih,1
"Cukup memuaskan tapi saya jarang sekali bahkan sulit mendapat kan panggilan interview dari aplikasi ini sangat disayang kan saya kecewa sekali terus untuk melamar dibatasi saya dapat panggilan PT atau perusahaan nya yg tidak jelas saya tidak mau kena tipu, TOLONG untuk alamat email agar bisa diubah atau diedit ke email lain karena saya ingin mengubah alamat emai kenapa tidak bisa diubah?!?!!",1
Keren,5
Aplikasinya bagus untuk memcari pekerjaan,5
"Aplikasi terpercaya,mudah dipahami dan sangat membantu",5
Ok,4
Bagus ...,5
