userName,at,content,text_tokens_stemmed,Label,Label NB,Label SVM
Pengguna Google,2024-12-10 17:38:45,Good job,good job,positif,positif,positif
Pengguna Google,2024-12-10 17:34:37,Bgs istimewaa,bgs istimewaa,positif,positif,positif
Pengguna Google,2024-12-10 16:23:56,Terima kasih sukses selalu Tokopedia,terima kasih sukses tokopedia,positif,positif,positif
Pengguna Google,2024-12-10 14:38:01,Sangat baik,,positif,positif,positif
Pengguna Google,2024-12-10 13:58:45,Semoga banyak reseki,moga resek,positif,positif,positif
Pengguna Google,2024-12-10 12:47:00,Bagus,bagus,positif,positif,positif
Pengguna Google,2024-12-10 12:40:46,Tolong untuk kurir SAPX dkaji ulang kembali Bolot Pisan..mkasih,tolong kurir sapx dkaji ulang bolot pisanmkasih,positif,positif,positif
Pengguna Google,2024-12-10 11:01:29,Produk saya sudah banyak terjual dan tidak ada komplen dari siapapun... Kenapa barang yang saya jual tidak muncul... Apakah dihapus... Lalu kesalahannya tidak diberitahukan... Menghapus tanpa pembaritahuan... Saya dirugikan...,produk jual komplen barang jual muncul hapus salah diberitahukan hapus pembaritahuan rugi,negatif,negatif,negatif
Pengguna Google,2024-12-10 10:31:51,Saya seneng dengan apliksi ini,neng apliksi,positif,positif,positif
Pengguna Google,2024-12-10 10:09:24,Terlelu banyak ngurusin masalah seller bukanya meningkatkan minat dan kunjungan apa gunanya status seller kalau pengunjung makin sepi!! Updet 16 desember sungguh kaga jelas!! Gmana UMKM mau maju marketplace lokal aja modelan begini...kapitalisme nya terlalu parah,terlelu ngurusin seller buka tingkat minat kunjung guna status seller unjung sepi updet 16 desember sungguh kaga gmana umkm maju marketplace lokal aja model beginikapitalisme nya parah,negatif,positif,negatif
Pengguna Google,2024-12-10 09:16:05,"Alhamdulillah Walaupun penjualan belum kembali modal Tetap semangat untuk merintis usaha dari rumah. Alhamdulillah, mulai ada perkembangan.. Gak tau kenapa, sekarang toko jadi jarang ada pembeli. Bahkan sampai beberapa bulan nihil sama sekali 😭",alhamdulillah jual modal semangat rintis usaha rumah alhamdulillah kembang gak tau toko jarang beli nihil,positif,positif,positif
Pengguna Google,2024-12-10 08:43:56,Top,top,negatif,positif,positif
Pengguna Google,2024-12-10 08:31:09,Mantaaappp,mantaaappp,positif,positif,positif
Pengguna Google,2024-12-10 05:48:37,Terima kasih,terima kasih,positif,positif,positif
Pengguna Google,2024-12-10 01:44:09,"Fitur nya simpel dan mudah di pahami,,kalau bisa potongan nya jangan naik lagi ya😁😁😁 Terimakasih",fitur nya simpel mudah pahamikalau potong nya ya terimakasih,positif,positif,positif
Pengguna Google,2024-12-10 01:38:52,Oke,oke,positif,positif,positif
Pengguna Google,2024-12-10 00:30:37,Oke,oke,positif,positif,positif
Pengguna Google,2024-12-09 23:56:43,Mantap jirr,mantap jirr,positif,positif,positif
Pengguna Google,2024-12-09 23:31:43,Waktu pengiriman jngn terlalu mepet kadang resi otomatis tidak efektif dikarenakan sering Ter cancel oleh expedisi yg tidak langsung meng input resinya,kirim jngn mepet kadang resi otomatis efektif ter cancel expedisi yg langsung meng input resi,negatif,negatif,negatif
Pengguna Google,2024-12-09 23:08:03,Easy way,easy way,positif,positif,positif
Pengguna Google,2024-12-09 22:45:56,sangat membantu seller,bantu seller,positif,positif,positif
Pengguna Google,2024-12-09 22:20:55,Aplikasi paling simple dan anti ribet. Mantaaap tokopedia seller saya selalu dimudahkan oleh apk ini,aplikasi simple anti ribet mantaaap tokopedia seller mudah apk,positif,positif,positif
Pengguna Google,2024-12-09 21:15:33,Semoga bisa jadi jalan rezeki,moga jalan rezeki,positif,positif,positif
Pengguna Google,2024-12-09 20:37:38,sangat membantu,bantu,positif,positif,positif
Pengguna Google,2024-12-09 18:20:28,"Aplikasi Belanja Terpercaya di Indonesia, dengan harga yang murah dengan produk yang sangat memuaskan.",aplikasi belanja percaya indonesia harga murah produk muas,positif,positif,positif
Pengguna Google,2024-12-09 18:07:28,Jos,jos,positif,positif,positif
Pengguna Google,2024-12-09 17:50:48,Sangat bagus bermanfaat,bagus manfaat,positif,positif,positif
Pengguna Google,2024-12-09 14:36:06,Ga bsa hapus pesan,ga bsa hapus pesan,positif,positif,positif
Pengguna Google,2024-12-09 13:58:04,"Biarlah bintang yg berbicara, sebagai seller sangat puas pokok nya👍👍😊, Thank min",biar bintang yg bicara seller puas pokok nya thank min,positif,positif,positif
Pengguna Google,2024-12-09 13:19:47,Aplikasi cocok untuk berbelanja berbagai keperluan sehari-hari,aplikasi cocok belanja perlu seharihari,positif,positif,positif
Pengguna Google,2024-12-09 13:08:51,Sangat membantu dan lbh memudahkan dlm berjualan online. Trims,bantu lbh mudah dlm jual online trims,positif,positif,positif
Pengguna Google,2024-12-09 12:54:18,"Tokopedia makin parah,,,,, potongan besar, hasil ga sebanding,,,, mending ga usah ikut iklan sama kalau ada orang yg mau beli d arahin secara ofline aja,,,,,, sekarang saling percaya aja belanja,,,,, kita main kejujuran secara ofline aja dari pada lewat aplikasi ini",tokopedia parah potong hasil ga banding mending ga iklan orang yg beli d arahin ofline aja percaya aja belanja main jujur ofline aja aplikasi,negatif,negatif,negatif
Pengguna Google,2024-12-09 12:05:24,Baru coba semoga cocok,coba moga cocok,positif,positif,positif
Pengguna Google,2024-12-09 12:03:47,"Halo, kenapa saya tidak bisa melakukan penarikan Saldo Penghasilan? Transaksi saya tidak ada yg bermasalah, tidak ada Dana Tertahan juga. Sudah hubungi via Tokopedia Care tidak ada respon apapun. Mohon dibantu",halo tari saldo hasil transaksi yg masalah dana tahan hubung via tokopedia care respon apa mohon bantu,negatif,negatif,negatif
Pengguna Google,2024-12-09 11:50:50,Bagus sangat membantu,bagus bantu,positif,positif,positif
Pengguna Google,2024-12-09 11:17:37,Sangat memuaskan,muas,positif,positif,positif
Pengguna Google,2024-12-09 11:11:38,Sangat membantu seller,bantu seller,positif,positif,positif
Pengguna Google,2024-12-09 11:08:47,nice,nice,positif,positif,positif
Pengguna Google,2024-12-09 10:43:29,biaya layanan terlalu mahal.,biaya layan mahal,negatif,negatif,negatif
Pengguna Google,2024-12-09 09:47:40,Bagus cukup membatu,bagus batu,positif,positif,positif
Pengguna Google,2024-12-09 09:06:21,Potongan seller semakin mengerikan..,potong seller keri,positif,positif,positif
Pengguna Google,2024-12-09 08:45:08,Is the best,is the best,positif,positif,positif
Pengguna Google,2024-12-09 06:34:54,Good,good,positif,positif,positif
Pengguna Google,2024-12-09 02:46:30,Jadi ksusah log in .ada perubahanending Inves goto nunggu 49 perak drpd jualan di sini rugi,ksusah log in perubahanending inves goto nunggu 49 perak drpd jual rugi,negatif,negatif,negatif
Pengguna Google,2024-12-09 01:07:30,Thankyu,thankyu,positif,positif,positif
Pengguna Google,2024-12-08 23:12:18,Mantab..,mantab,positif,positif,positif
Pengguna Google,2024-12-08 22:40:32,Baru nyoba nih jadi 4 star aja dulu,nyoba nih 4 star aja,positif,positif,positif
Pengguna Google,2024-12-08 22:29:08,Ok,ok,positif,positif,positif
Pengguna Google,2024-12-08 21:42:38,Ok,ok,positif,positif,positif
Pengguna Google,2024-12-08 21:21:23,Aplikasi yang sangat membantu seller pemula sekalipun,aplikasi bantu seller mula,positif,positif,positif
Pengguna Google,2024-12-08 21:14:31,Baik dan mudah,mudah,positif,positif,positif
Pengguna Google,2024-12-08 21:01:15,Mantapsss! User UIX,mantapsss user uix,positif,positif,positif
Pengguna Google,2024-12-08 20:58:08,Good job,good job,positif,positif,positif
Pengguna Google,2024-12-08 20:22:47,Sangat puas,puas,positif,positif,positif
Pengguna Google,2024-12-08 18:06:33,Baru buka toko di Tokopedia mudah-mudahan gacor.Aamiin.,buka toko tokopedia mudahmudahan gacoraamiin,positif,positif,positif
Pengguna Google,2024-12-08 18:03:00,"Makin kacau, fitur ubah kurir, tidak bisa mendapatkan dana ongkos kirim sesuai nominal kirim. Percuma bisa ubah kurir jika dana ongkos kirim penjual tidak di ganti. Sekalian saja tidak bisa ubah kurir .",kacau fitur ubah kurir dana ongkos kirim sesuai nominal kirim ubah kurir dana ongkos kirim jual ganti ubah kurir,negatif,negatif,negatif
Pengguna Google,2024-12-08 18:00:12,Sangat membantu,bantu,positif,positif,positif
Pengguna Google,2024-12-08 17:20:18,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-12-08 17:17:56,Baik,,positif,positif,positif
Pengguna Google,2024-12-08 17:01:08,"Tokopedia sangat membantu penjualan saya,dan semua fitur fitur di Tokopedia sangat mudah dipelajari bagi saya""seller pemula""Terima kasih Tokopedia....",tokopedia bantu jual sayadan fitur fitur tokopedia mudah ajar sayaseller pemulaterima kasih tokopedia,positif,positif,positif
Pengguna Google,2024-12-08 15:49:08,SEKARANG TOKOPEDIA GAK BUTUH PENJUAL LAGI. SAYA UDA LAMA JUALAN DI SNI. TIBA2 TOKO SAYA DI MODERASI KARNA DI BLNG JUAL BRNG KW. SEDANGKAN TIDAK ADA PEMBERITAHUAN !!! PARAH BANGET TOKOPEDIA,tokopedia gak butuh jual uda jual sni tiba2 toko moderasi karna blng jual brng kw pemberitahuan parah banget tokopedia,negatif,negatif,negatif
Pengguna Google,2024-12-08 15:20:29,Good luck,good luck,positif,positif,positif
Pengguna Google,2024-12-08 14:47:40,Ok,ok,positif,positif,positif
Pengguna Google,2024-12-08 13:47:38,"notifikasi hilang timbul, kenapa? aplikasi dan kebijakan sekarang menyulitkan",notifikasi hilang timbul aplikasi bijak sulit,positif,positif,positif
Pengguna Google,2024-12-08 13:45:21,Makin mudah,mudah,positif,positif,positif
Pengguna Google,2024-12-08 12:14:27,Apl tai,apl tai,negatif,positif,negatif
Pengguna Google,2024-12-08 12:09:28,"Sudah 3 bulan sepi, dan potongan dari tokped terlalu besar, makin kesini makin rusak ini aplikasi mending, malah lebih bagus di aplikasi orange",3 sepi potong tokped kesini rusak aplikasi mending bagus aplikasi orange,negatif,positif,negatif
Pengguna Google,2024-12-08 11:19:18,Sangat membantu menjual produk kita dan mudah untuk transaksi jarang ada pembeli bohong atau hanya spam Makasih tokopedia,bantu jual produk mudah transaksi jarang beli bohong spam makasih tokopedia,positif,positif,positif
Pengguna Google,2024-12-08 11:07:38,Sangat membantu,bantu,positif,positif,positif
Pengguna Google,2024-12-08 10:56:25,Mempermudah untuk penjualan dan pembelian barang. Terpercaya,mudah jual beli barang percaya,positif,positif,positif
Pengguna Google,2024-12-08 10:42:06,Membantu jualan kami,bantu jual,positif,positif,positif
Pengguna Google,2024-12-08 09:54:39,Baik,,positif,positif,positif
Pengguna Google,2024-12-08 09:51:30,barang sudah di terima seharusnya cukup 1x24 jam saja pembeli tanpa respon dana langsung masuk ke penjual kalau sampai 2x24 jam gk masuk akal karna tidak mungkin dalam satu hari tidak memegang hp sedangnya barang jual itu uang buat beli modal kembali nyesel sih jdi penjial disnih,barang terima 1x24 jam beli respon dana langsung masuk jual 2x24 jam gk masuk akal karna pegang hp sedang barang jual uang beli modal nyesel sih jdi penjial disnih,negatif,negatif,negatif
Pengguna Google,2024-12-08 09:28:13,"Sangat membantu dan mempermudah orang berdagang, terimakasih toko pedia 😊",bantu mudah orang dagang terimakasih toko dia,positif,positif,positif
Pengguna Google,2024-12-08 00:32:26,Top,top,positif,positif,positif
Pengguna Google,2024-12-07 23:21:17,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-12-07 22:00:41,"Tdk ada menu pengaturan/seting hinga seller tdk dpt menggati nomor tlp yg di daftarkan, Keanggotaan Power Merchant tlh diwajibkan dan dibuat permanen oleh pihak Toped, agar potongan dari seller besar, nomor tlp yang tlh di daftar tidak dapat di ganti seperti di apl-apl sebelah 🤦‍♂️😇",tdk menu pengaturanseting hinga seller tdk dpt menggati nomor tlp yg daftar anggota power merchant tlh wajib permanen toped potong seller nomor tlp tlh daftar ganti aplapl belah,negatif,negatif,negatif
Pengguna Google,2024-12-07 18:45:11,"CS Tokopedia ga guna sama sekali, saya buat keluhan malah tidak ada tanggapan. Tolol Mengganti kategori produk yg di jual seenaknya untuk cari untung dari penyesuaian potongan penjualan, kategori di ganti seenaknya padahal saat input sudah betul antara produk yg dijual dengan kategori yg diinput tp malah tiba2 diganti jadi kategori yg potongan nya lebih besar. Gila siih ini",cs tokopedia ga keluh tanggap tolol ganti kategori produk yg jual cari untung sesuai potong jual kategori ganti input produk yg jual kategori yg diinput tp tiba2 ganti kategori yg potong nya gila siih,negatif,negatif,negatif
Pengguna Google,2024-12-07 17:28:07,Ok,ok,positif,positif,positif
Pengguna Google,2024-12-07 17:25:32,Ok,ok,positif,positif,positif
Pengguna Google,2024-12-07 16:15:45,Bagus,bagus,positif,positif,positif
Pengguna Google,2024-12-07 15:50:56,"Aplikasi Lintah Darat, Saya kecewa dengan aturan Yang sepihak. Akun saya dipaksa untuk masuk anggota power merchant dan power merchant pro.Bahkan saya gak bisa keluar. Dengan demikian tiap transaksi saya dibebankan 2x biaya layanan. Yang jumlahnya membuat saya rugi (bukan untung) karena saya harus nombok. Saya merasa aplikasi ini sama dengan lintah darat. Saya sudah komplain dan mengadu di chat bantuan tapi tidak ada solusi itulah kenapa saya bilang aturan sepihak dan sama dengan lintah darat.",aplikasi lintah darat kecewa atur akun paksa masuk anggota power merchant power merchant probahkan gak transaksi beban 2x biaya layan rugi untung nombok aplikasi lintah darat komplain adu chat bantu solusi bilang atur lintah darat,negatif,negatif,negatif
Pengguna Google,2024-12-07 15:17:12,sulit,sulit,positif,positif,positif
Pengguna Google,2024-12-07 14:18:21,terimakasih,terimakasih,positif,positif,positif
Pengguna Google,2024-12-07 14:16:02,"Tolonglah Minimal klo seller sudah melakukan penarikan saldo dicairkan lah jgn di tahan. Biasanya cepat ini dalam proses mulu Sampai saat ini saldo saya Rp, 1.050.000 belum cari di gelapkan sama Tokopedia ! Laporan saya pun tak berujung ke solusi yg baik.",tolong minimal klo seller tari saldo cair jgn tahan cepat proses mulu saldo rp 1050000 cari gelap tokopedia lapor ujung solusi yg,negatif,negatif,negatif
Pengguna Google,2024-12-07 13:40:13,Terimakasih Tokopedia,terimakasih tokopedia,positif,positif,positif
Pengguna Google,2024-12-07 13:31:23,Tokopedia mudah buat bantu usaha OL kecil dan menengah juga transkasi aman,tokopedia mudah bantu usaha ol tengah transkasi aman,positif,positif,positif
Pengguna Google,2024-12-07 12:04:49,Memeri kepercayaan pd pelanggan,meri percaya pd langgan,positif,positif,positif
Pengguna Google,2024-12-07 09:08:34,Semoga makin laris manis,moga laris manis,positif,positif,positif
Pengguna Google,2024-12-07 06:39:27,Baru mencoba. Smoga jualanku laris di toko pedai. Dan toko pedia makin jaya,coba smoga jual laris toko dai toko dia jaya,positif,positif,positif
Pengguna Google,2024-12-07 04:20:10,Ok,ok,positif,positif,positif
Pengguna Google,2024-12-06 23:50:06,Simple dan mudah,simple mudah,positif,positif,positif
Pengguna Google,2024-12-06 23:15:33,Tolong kasih tracking resi di halaman chat,tolong kasih tracking resi halaman chat,positif,positif,positif
Pengguna Google,2024-12-06 22:59:45,"sangat buruk. produk toko saya berkali"" kena pelanggaran pdhl tidak menjual barang har4m. jangan semena-mena matiin rezeki org yang sedang cari nafkah. 😊🫵🏻 kalo ada bintang minus bakal saya kasih. sayang paling rendah cuma bintang 1.",buruk produk toko kali kena langgar pdhl jual barang har4m semenamena matiin rezeki org cari nafkah kalo bintang minus kasih sayang rendah bintang 1,negatif,negatif,negatif
Pengguna Google,2024-12-06 22:16:26,Ok mantap,ok mantap,positif,positif,positif
Pengguna Google,2024-12-06 21:17:26,Riwayat chat tidak bisa dihapus semoga pada update berikutnya sudah bisa tertangani,riwayat chat hapus moga update tangan,positif,positif,positif
Pengguna Google,2024-12-06 21:05:16,mantap,mantap,positif,positif,positif
Pengguna Google,2024-12-06 21:01:45,TOLONG TOKOPEDIA MASA BUYER PAKE GRATIS ONGKIR KOMPLAIN PENGEMBALIAN DANA DAN DI KONFIRMASI SELLER HARUS BAYAR ONGKIR GRATIS ONGKIR FULL PEA SISTEM TOKOPEDIA SELLER SEKARANG!!,tolong tokopedia buyer pake gratis ongkir komplain kembali dana konfirmasi seller bayar ongkir gratis ongkir full pea sistem tokopedia seller,negatif,negatif,negatif
Pengguna Google,2024-12-06 20:38:01,Mantapppp,mantapppp,positif,positif,positif
Pengguna Google,2024-12-06 19:25:32,"Saya pas download apk Seller tokped konten gagal terus,,,tolong bales ya admin jangan balesnya pake copy paste terus,,,kalo gk di bales saya kasih bintang 1aja y",pas download apk seller tokped konten gagal terustolong bales ya admin balesnya pake copy paste teruskalo gk bales kasih bintang 1aja y,negatif,negatif,negatif
Pengguna Google,2024-12-06 19:15:00,Mantab...,mantab,positif,positif,positif
Pengguna Google,2024-12-06 17:27:01,Madep,madep,positif,positif,positif
Pengguna Google,2024-12-06 16:29:47,"Buruk, customer service tidak ada. Semua penyelesaian masalah di TokopediaCare hanya penjelasan saja, tidak ada solusi yang relevan.",buruk customer service selesai tokopediacare jelas solusi relevan,negatif,negatif,negatif
Pengguna Google,2024-12-06 16:15:34,Enak jualan di tokopedia,enak jual tokopedia,positif,positif,positif
Pengguna Google,2024-12-06 13:41:25,"Saldo penjualan di tahan dengan alasang review, Uang orang loh ini untuk mutar modal usaha lagi.. Pakai di tahan segala",saldo jual tahan alasang review uang orang loh mutar modal usaha pakai tahan,negatif,negatif,negatif
Pengguna Google,2024-12-06 13:35:32,Terbantu dengan adanya promo,bantu promo,positif,positif,positif
Pengguna Google,2024-12-06 12:11:57,Mantap deh bolo,mantap deh bolo,positif,positif,positif
Pengguna Google,2024-12-06 11:46:23,Dwngen adanya tokopedia ini sangat membantu makh toko pedia,dwngen tokopedia bantu makh toko dia,positif,positif,positif
Pengguna Google,2024-12-06 11:44:58,"nyesel pake tokped seller sanggat merugikan seller,, tokped yg ngadain promo tapi pormo di potong dari seller jahat bgt sistemnya",nyesel pake tokped seller sanggat rugi seller tokped yg ngadain promo pormo potong seller jahat bgt sistem,negatif,negatif,negatif
Pengguna Google,2024-12-06 11:41:38,Nice,nice,positif,positif,positif
Pengguna Google,2024-12-06 09:15:00,"Seperti marketplace lain dong. Setelah cetak label,pesanan pindah tab atau minimal berubah statusnya,jadi seller tidak bingung yg mana yg sudah dicetak dan mana yg belum dicetak. Semoga kedepan lebih baik lagi.",marketplace cetak labelpesanan pindah tab minimal ubah statusnyajadi seller bingung yg yg cetak yg cetak moga depan,negatif,positif,negatif
Pengguna Google,2024-12-06 09:03:33,mantap,mantap,positif,positif,positif
Pengguna Google,2024-12-06 07:33:10,"Aplikasi khusus buat penjual, memudahkan mengatur segala nya, dari mulai up load produk, edit prodak, promosi sampe atur penghasilan, recommended app.. lanjutkan..! ⭐⭐⭐⭐⭐",aplikasi khusus jual mudah atur nya up load produk edit prodak promosi sampe atur hasil recommended app lanjut,positif,positif,positif
Pengguna Google,2024-12-06 07:29:08,"Ecommers yang sangat baik,dan pelayanan yang sangat mudah",ecommers baikdan layan mudah,positif,positif,positif
Pengguna Google,2024-12-06 04:56:05,Bagus,bagus,positif,positif,positif
Pengguna Google,2024-12-06 04:30:44,Keren,keren,positif,positif,positif
Pengguna Google,2024-12-06 00:34:55,Mantap Penjualan ketat,mantap jual ketat,positif,positif,positif
Pengguna Google,2024-12-06 00:02:22,Ok,ok,positif,positif,positif
Pengguna Google,2024-12-05 23:14:13,Sangan membantu,sangan bantu,positif,positif,positif
Pengguna Google,2024-12-05 22:00:33,Ok.sangat suka.....,oksangat suka,positif,positif,positif
Pengguna Google,2024-12-05 21:31:39,"Sejauh ini bagus dan tidak ada kendala, sangat memuaskan",bagus kendala muas,positif,positif,positif
Pengguna Google,2024-12-05 21:29:00,Good,good,positif,positif,positif
Pengguna Google,2024-12-05 21:25:08,Membantu ekonomi,bantu ekonomi,positif,positif,positif
Pengguna Google,2024-12-05 21:12:29,Sangat membantu,bantu,positif,positif,positif
Pengguna Google,2024-12-05 20:48:55,"Semakin ribet,g ada banding buat pelanggaran,jualan tidak melanggar tapi kena hapus pelanggaran berat,admin robot,banyak spam kata2 yang g boleh,otomatis toko keblokir gara2 ga ada pembanding buat pelanggaran yang seharusnya tidak melanggar,kedepanya supaya ada banding seperti tiktokshop biar lwbih enk buat penjual yang merasa tidak melanggar jualan",ribetg banding pelanggaranjualan langgar kena hapus langgar beratadmin robotbanyak spam kata2 g bolehotomatis toko blokir gara2 ga banding langgar melanggarkedepanya banding tiktokshop biar lwbih enk jual langgar jual,negatif,negatif,negatif
Pengguna Google,2024-12-05 20:19:34,"Tolong kasih buat banding,sekarang ribet sekali dikit dikit pelanggaran berujung pemblokiran toko,padahal tidak melanggar,jualan barang wajar aja tapi sering kena hapus pelanggaran barang berbahaya",tolong kasih bandingsekarang ribet dikit dikit langgar ujung blokir tokopadahal melanggarjualan barang wajar aja kena hapus langgar barang bahaya,negatif,negatif,negatif
Pengguna Google,2024-12-05 19:50:36,"Dari dulu selalu toko ijo yang saya pakai, the best lah emang.",toko ijo pakai the best emang,positif,positif,positif
Pengguna Google,2024-12-05 19:26:28,"Ini gimana sih malah lebih buruk 👎, ada pesanan pembatalan sepihak tanpa ada konfirmasi, kalo barang lagi disiapin/malam hari terus tiba"" Batal, kalo barang murah sih oke aja, tapi kalo barang jutaan harganya???? Kecewa berat......!!!!!",gimana sih buruk pesan batal konfirmasi kalo barang disiapinmalam batal kalo barang murah sih oke aja kalo barang juta harga kecewa berat,negatif,negatif,negatif
Pengguna Google,2024-12-05 19:19:15,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-12-05 18:59:10,Top,top,positif,positif,positif
Pengguna Google,2024-12-05 18:15:05,"Semoga jualan beras saya berkah,aamiin... Bagi yang memerlukan beras cianjur silahkan kunjungi toko kami, Terima kasih Tokopedia 🙏",moga jual beras berkahaamiin beras cianjur silah kunjung toko terima kasih tokopedia,positif,positif,positif
Pengguna Google,2024-12-05 16:45:38,Sangat BAGUS,bagus,positif,positif,positif
Pengguna Google,2024-12-05 16:08:15,Sangat muda berjualan di Tokopedia dengan ada nya tokped seller,muda jual tokopedia nya tokped seller,positif,positif,positif
Pengguna Google,2024-12-05 15:17:53,"Pickup driver instant titik nya terlalu jauh dari tempat pengambilan barang nya, payah sistem pickup drivernya",pickup driver instant titik nya ambil barang nya payah sistem pickup drivernya,negatif,negatif,negatif
Pengguna Google,2024-12-05 15:16:15,Good,good,positif,positif,positif
Pengguna Google,2024-12-05 14:46:21,Bagus,bagus,positif,positif,positif
Pengguna Google,2024-12-05 14:18:48,Bagus top,bagus top,positif,positif,positif
Pengguna Google,2024-12-05 14:01:14,mantap,mantap,positif,positif,positif
Pengguna Google,2024-12-05 13:43:45,mantap,mantap,positif,positif,positif
Pengguna Google,2024-12-05 12:47:19,SEKARANG DAFTAR CATATAN TIDAK BISA DICETAK RESI,daftar catat cetak resi,negatif,negatif,negatif
Pengguna Google,2024-12-05 12:06:27,Suka dari dulu sama toped.simple & mudah untuk pemula sekalipun.mudah2an pembelinya terus bertambah,suka topedsimple mudah mula sekalipunmudah2an bel tambah,positif,positif,positif
Pengguna Google,2024-12-05 11:26:40,Oke,oke,positif,positif,positif
Pengguna Google,2024-12-05 08:25:44,Memuaskan dan bermanfaat,muas manfaat,positif,positif,positif
Pengguna Google,2024-12-05 08:01:43,Bgus,bgus,positif,positif,positif
Pengguna Google,2024-12-05 07:45:18,Dana hasil penjualan diteruskan ke saldo penjual setelah 2 x 24 jam. Itu kelamaan boss... Bagian melayani pesanan aja sipenjual harus gercep..,dana hasil jual terus saldo jual 2 x 24 jam boss layan pesan aja sipenjual gercep,positif,positif,positif
Pengguna Google,2024-12-05 06:41:30,Mantap jelas,mantap,positif,positif,positif
Pengguna Google,2024-12-05 06:30:27,hapus chat kok ga bisa sekarang om,hapus chat ga om,negatif,negatif,negatif
Pengguna Google,2024-12-05 05:34:25,Mantap aplikasinya,mantap aplikasi,positif,positif,positif
Pengguna Google,2024-12-05 04:56:08,Aplikasinya ok,aplikasi ok,positif,positif,positif
Pengguna Google,2024-12-05 03:11:19,ok,ok,positif,positif,positif
Pengguna Google,2024-12-04 23:18:51,"Nyensarakan penjual ini, potongan gedek potongan power mechan, yg g ngaruh sama penjualan, terus potongan gratis ongkir, terlalu banyak pototongan, lama2 malas ngelayani orderan di pelanggan, gilirinan ada komplin, solusi lelet, solusinya malah sering parah lagi, nyengsarakan penjual.",nyensarakan jual potong gedek potong power mechan yg g ngaruh jual potong gratis ongkir pototongan lama2 malas ngelayani order langgan gilirinan komplin solusi lelet solusi parah nyengsarakan jual,negatif,negatif,negatif
Pengguna Google,2024-12-04 22:44:34,"Aplikasi Mudah Digunakan ""Pengalaman belanja jadi lebih praktis dan cepat! Navigasi aplikasi mudah dimengerti, banyak promo menarik, dan pembayaran aman. Sangat puas! ⭐⭐⭐⭐⭐""",aplikasi mudah alam belanja praktis cepat navigasi aplikasi mudah erti promo tarik bayar aman puas,positif,positif,positif
Pengguna Google,2024-12-04 22:42:51,dari bintang 5 saya rubah jadi 1 aja ..dah sesuai dg kebijakan yg sama sekali tidak berpihak dg seller ..maunya cuma jual jual jual saja ..manajemen tidak tahu kalo diluaran sana banyak buyer psikopat berkeliaran..mereka para psikopat hanya ingin mengerjan para seller ..di tempat lain ada fitur blokir buat orang2 seperti ini..disini chat sudah diblokir masih bisa transaksi ..padahal kalo orderan ditolak karena kita tau sebagai penjual mereka cuman ngerjain kita dapet pengurangan poin ...PARAH !!,bintang 5 rubah 1 aja dah sesuai dg bijak yg pihak dg seller mau jual jual jual manajemen kalo luar buyer psikopat berkeliaranmereka psikopat mengerjan seller fitur blokir orang2 inidisini chat blokir transaksi kalo order tolak tau jual cuman ngerjain dapet kurang poin parah,negatif,negatif,negatif
Pengguna Google,2024-12-04 20:55:29,Aplikasi Terpopuler,aplikasi populer,positif,positif,positif
Pengguna Google,2024-12-04 20:53:35,Good,good,positif,positif,positif
Pengguna Google,2024-12-04 20:21:00,Potongannya gede,potong gede,negatif,positif,negatif
Pengguna Google,2024-12-04 20:17:57,Oke,oke,positif,positif,positif
Pengguna Google,2024-12-04 20:03:07,"Terimakasih selama ini telah menemani toko saya, dan hari ini saya ijin undur diri dari platfom tokopedia seller dikarenakan cari untung produk bekas sangat susah, dan potongan tokped seller yg gak ngotak, dengan modal saya 3juta saya cari untung 10rb aja sangat susah, eh tau2 potongan dari tokped hampir 200rb sendiri. Tolong lah punya otak sedikit, harga barang mahal bukn berarti untung banyak, sebagai pedangang cari untung 50rb aja susah, eh potongan malah 200rb, gila gila",terimakasih tani toko ijin undur platfom tokopedia seller cari untung produk bekas susah potong tokped seller yg gak ngotak modal 3juta cari untung 10rb aja susah eh tau2 potong tokped 200rb tolong otak harga barang mahal bukn untung pedangang cari untung 50rb aja susah eh potong 200rb gila gila,negatif,negatif,negatif
Pengguna Google,2024-12-04 19:07:24,Bagus sekali,bagus,positif,positif,positif
Pengguna Google,2024-12-04 18:41:31,Baik,,positif,positif,positif
Pengguna Google,2024-12-04 16:24:52,rolong di bantu abis di tipu sama 2 nomor akun tokipedia seller,rolong bantu abis tipu 2 nomor akun tokipedia seller,positif,positif,positif
Pengguna Google,2024-12-04 14:48:38,Mantap,mantap,positif,positif,positif
Pengguna Google,2024-12-04 14:00:48,Pikir lagi dah kalau mau buka toko disini.. potongan biaya layanan 10% kan gemblung.. penjual kadang ambil margin 5% saja dah gede.. harga dinaikkan pembeli keberatan pastinya.. Dan juga tarik dana leleltnya minta ampun.. Kalau deposit cepet banget masuk..,pikir dah buka toko potong biaya layan 10 gemblung jual kadang ambil margin 5 dah gede harga naik beli berat pasti tarik dana leleltnya ampun deposit cepet banget masuk,negatif,negatif,negatif
Pengguna Google,2024-12-04 13:09:07,Lebih nyaman pake tokoped,nyaman pake tokoped,positif,positif,positif
