content,text_tokens_stemmed,Label,Label NB
"Museum yang biasanya kusam dan sepi,  sangat berbeda jika kita ke Museum Batik Pekalongan. Museum ini dilihat dari luar sangat instagramable,  sangat menarik dan mengundang perhatian. Apalagi jika kita memasuki ruangan akan terkesan dengan arsitektur dan koleksinya.
Berbagai koleksi batik dari beberapa dekade dan sejarah batik tergambar disitu.  Memberikan edukasi tentang batik nusantara dan sejarah batik itu sendiri.
Dalam seminggu ribuan pengunjung berkunjung kesini dan mayoritas pelajar. Mereka belajar membatik yang ditugaskan oleh guru mereka.  Dengan membayar 20.000 , selain membatik mereka bisa membawa pulang hasil karya mereka.
Didalam museum bukan hanya menampilkan koleksi batik saja,  tetapi kita bisa membelinya.  Tersedia juga cafe did as lam untuk memenuhi kebutuhan pengunjung.
Dari tanggal 13 sd 15 November 2018, Museum Batik menjadi lokasi Pagelaran Grand Final Mas dan Mbak Jateng 2018.",museum kusam sepi beda museum batik kalong museum instagramable tarik undang perhati pasuk ruang kes arsitektur koleksinyaberbagai koleksi batik dekade sejarah batik gambar situ edukasi batik nusantara sejarah batik sendiridalam minggu ribu unjung kunjung kesini mayoritas ajar ajar batik tugas guru bayar 20000 batik bawa pulang hasil karya merekadidalam museum tampil koleksi batik bel sedia cafe did as lam penuh butuh pengunjungdari tanggal 13 sd 15 november 2018 museum batik lokasi pagelaran grand final mas mbak jateng 2018,positif,positif
Tiket masuk murah...didalam ada kantin ...,tiket masuk murahdidalam kantin,positif,positif
Salah satu tempat yang bersejarah dimana banyak sekali koleksi batik batik dr Nusantara bahkan yang sudah berpuluh tahun ada di Museum batik Pekalongan ini. Untuk tiket masuk sangat terjangkau hanya 5rb per orang. Di dalam museum kita jg bisa mencoba lgs membatik dg canting di bahan yg sudah disediakan dan gratis. Pertama kali dtg kesini dan sangat seru. Lokasi strategis di pusat kota Pekalongan.,salah sejarah mana koleksi batik batik dr nusantara puluh museum batik kalong tiket masuk jangkau 5rb orang museum jg coba lgs batik dg canting bahan yg sedia gratis kali dtg kesini seru lokasi strategis pusat kota kalong,positif,positif
"bisa ajak anak untuk menambah pengetahuan tentang batik, tiket cuma 20rb untuk 2 dewasa dan 2 anak, udah dianter keliling ruangan (tour guide) dan kenangan buat anak kita berupa batik cap disertai sedikit praktek menggunakan ""canting"" untuk menulis nama, terimakasih ????",ajak anak tambah tahu batik tiket 20rb 2 dewasa 2 anak udah anter keliling ruang tour guide kenang anak batik cap serta praktek canting tulis nama terimakasih,positif,positif
Museum batik Pekalongan tempatnya bersih dan banyak batik-batik khas yang unik serta di sana kita diajarkan bagaimana proses membuat batik sehingga kita dapat belajar banyak,museum batik kalong tempat bersih batikbatik khas unik ajar proses batik ajar,positif,positif
"Ya! Museum Batik Pekalongan, sering lewat tempat ini kalau pulang ke Semarang lewat Pekalongan. Dan pada kesempatan ini berkunjung bersama teman dari Colombia.
Lokasinya mudah dijangkau dan didepan 0 kilometer Pekalongan, jam buka sampai jam 9 malam dan untuk tiket masuk juga terjangkau, untuk wisatawan lokal hanya Rp. 5.000,- dan wisatawan mancanegara hanya Rp. 10.000.
Oiya jangan khawatir, disini ada guide juga yang akan menjelaskan batik-batik yang ada disini dan menemani kita ke 3 ruang pamer dan workshop batik. Meskipun penjelasannya kadang begitu cepat.
Dan yang menyenangkan memang workshop batik! Ada batik tulis dan batik cap! Harus mencoba, disediakan kain kecil untuk yang mau mencoba praktik membatik.
Ada juga tempat jual makanan serta kerajinan batik juga disini. Tempatnya juga instagramable lho disini.
Ayo ke Pekalongan! Dan ayo lestarikan batik!",ya museum batik kalong pulang semarang kalong sempat kunjung teman colombialokasinya mudah jangkau depan 0 kilometer kalong jam buka jam 9 malam tiket masuk jangkau wisatawan lokal rp 5000 wisatawan mancanegara rp 10000oiya khawatir guide batikbatik tani 3 ruang pamer workshop batik jelas kadang cepatdan senang workshop batik batik tulis batik cap coba sedia kain coba praktik membatikada jual makan rajin batik tempat instagramable lho disiniayo kalong ayo lestari batik,positif,positif
"Bagus banget museumnya, bayar 7k, dan di bantu untuk informasi batiknya.
Sukaa.
Bisa dapat informasi, beli batik bagus bagus lagi.. .?? ",bagus banget museum bayar 7k bantu informasi batiknyasukaabisa informasi beli batik bagus bagus,positif,positif
"Menempati gedung kuno peninggalan jaman penjajahan Belanda, Ada tour guide yg memberi penjelasan tentang batik, dan diakhir tour kita bisa mencoba membatik dengan canting, menyenangkan buat menambah wawasan dan kecintaan anak anak kita terhadap warisan budaya nusantara terutama batik tulis . .",tempat gedung kuno tinggal jaman jajah belanda tour guide yg jelas batik akhir tour coba batik canting senang tambah wawas cinta anak anak waris budaya nusantara batik tulis,positif,positif
"Kunjungan yg sangat singkat karena mendekati jam 15.00 waktunya museum tutup. Koleksi batik bukan hanya dari Pekalongan tapi juga dari seluruh Indonesia dan beberapa negara tetangga. Belajar sejarah asal usul batik termasuk pengaruh dari beberapa negara seperti India, China, dan juga dipengaruhi oleh isu-isu yang saat itu terjadi seperti peperangan",kunjung yg singkat dekat jam 1500 museum tutup koleksi batik kalong indonesia negara tetangga ajar sejarah usul batik pengaruh negara india china pengaruh isuisu peperangan,positif,positif
"Museum Batik yg sangat iconik di Kota Pekalongan, Didalamnya menyimpan berbagai ragam batik dari seluruh Nusantara dengan berbagai keunikan coraknya masing masing, didalamnya ada beberapa ruang pamer batik serta ruang belajar membatik yg membantu pengunjung untuk belajar baik model tulis maupun cap,
Sangat Recommen dan Harus dikunjungi buat yg berkunjung ke Pekalongan",museum batik yg iconik kota kalong dalam simpan ragam batik nusantara uni corak dalam ruang pamer batik ruang ajar batik yg bantu unjung ajar model tulis capsangat recommen kunjung yg kunjung kalong,positif,positif
Museum yang bagus dan terawat. Tour guide sangat informative & helpful,museum bagus awat tour guide informative helpful,positif,positif
"Tempat wisata edukatif untuk mengenal lebih dalam tentang jenis2 batik. Lokasinya di sekitar lapangan Jetayu Pekalongan. Untuk biaya masuk 5000/orang. Di sini kita bisa melihat jenis/motif batik dari berbagai daerah. Kita juga bisa melihat bahan2 dan perlengkapan yang digunakan untuk nembatik. Jika situasi memungkinkan, kita juga bisa melakukan mini praktik membatik, biar gak penasaran bagi yang belum tau cara membatik.
Oh iya, bangunan museum batik merupakan bangunan tua, cocok juga untuk spot foto??",wisata edukatif kenal jenis2 batik lokasi lapang jetayu kalong biaya masuk 5000orang jenismotif batik daerah bahan2 lengkap nembatik situasi mini praktik batik biar gak penasaran tau membatikoh iya bangun museum batik bangun tua cocok spot foto,positif,positif
Dieng emang GK da bosennya tuk dikunjungi...,dieng emang gk da bosennya tuk kunjung,positif,positif
"Tempatnta bagus, dan sangat mendidik. Semoga terus diapresiasi oleh pemerintah setempat agar menarik perhatian para anak muda disekitarnya untuk menjadi tempat mencari wawasan secara langsung??",tempatnta bagus didik moga apresiasi perintah tarik perhati anak muda sekitar cari wawas langsung,positif,positif
"Pusat kesenian batik di kota pekalongan, bersih, ramah, murah, terdapat banyak kain batik dari berbagai daerah. Anda juga bisa makan karena ada kantin di bagian belakang, harga tiket masuk 5000 rupiah dan anda bisa membatik dipandu dengan pemandu profesional. Selamat berwisata sejarah...",pusat seni batik kota kalong bersih ramah murah kain batik daerah makan kantin harga tiket masuk 5000 rupiah batik pandu pandu profesional selamat wisata sejarah,positif,positif
"Museumnya bersih  asri, adem.. Koleksi batiknya juga banyak. Top deh!! Ikut bangga Pekalongan punya wisata edukasi semacam MusBa.. ??????",museum bersih asri adem koleksi batik top deh bangga kalong wisata edukasi musba,positif,positif
"Memberi pengalaman kepada anak untuk mengenal batik, sebagai kebudayaan indonesia..
Disini kita dapat mengenal jenis2 batik , corak/ motif batik , alat yg digunakAn untuk membatik, dan yg tidak kalah menarik, dapat praktek cara mrmbatik..",alam anak kenal batik budaya indonesiadisini kenal jenis2 batik corak motif batik alat yg batik yg kalah tarik praktek mrmbatik,positif,positif
"Museum batik pekalonhan terletak di pusat kota. Berada persis disekitaran alun-alun pekalongan sehingga memudahkan para wisatawan untuk berkunjung ke museum tanpa repot mencari-cari alamat dan tempat yang pas. Selain baik khas pekalongan, di museum ini jg menampilkan motif-motif batik dari berbagai daerah diseluruh indonesia. Tiket masuknya pun terbilang sangat terjangkau. Untuk anak sekolah 2 ribu rupiah untuk mahasiswa 3 ribu rupiah dan untuk umum seharga 5 ribu rupiah. Didalam museum juga terdapat tempat untuk kita workshop membuat kain batik. Berkunjung kesini sangat menyenangkan",museum batik pekalonhan letak pusat kota persis sekitar alunalun kalong mudah wisatawan kunjung museum repot mencaricari alamat pas khas kalong museum jg tampil motifmotif batik daerah seluruh indonesia tiket masuk bilang jangkau anak sekolah 2 ribu rupiah mahasiswa 3 ribu rupiah harga 5 ribu rupiah dalam museum workshop kain batik kunjung kesini senang,positif,positif
"Bukan sekedar belajar mengenal sejarah batik , motif2 batik , ato bagaimana cara mmbuat batik saja disini .. tapi juga Tempat wisata budaya yg menarik di Pekalongan ... Eh bisa juga untuk berekspresi suka2 Lo dievent istimewa kamu... Tentu saja yg santun dong .",dar ajar kenal sejarah batik motif2 batik ato mmbuat batik wisata budaya yg tarik kalong eh ekspres suka2 lo dievent istimewa yg santun,positif,positif
"Tempat yang sangat baik untuk belajar tentang batik dari bagaimana cara batik itu di buat hingga model model dan sejarah batik yang melegenda.. dari jogja sampai batik purwokerto yang memiliki batik yang mencampurkan  berbagai macam budaya dan agama ....
Diterangkan langsung oleh petugas disana sehingga sangat menarik dan sangat komunikatif ..sehingga kita bisa bertanya banyak tentang batik...
Di akhir sesi kita bisa belajar membatik tulis  dengan canting dan malam yang telah di sediakan dan hasilnya bisa di bawa pulang.",ajar batik batik model model sejarah batik legenda jogja batik purwokerto milik batik campur budaya agama terang langsung tugas sana tarik komunikatif batikdi sesi ajar batik tulis canting malam sedia hasil bawa pulang,positif,positif
"Museum batik Pekalongan terdapat macam2 batik yang dijaga, cocok untuk wisatawan yang ingin menambah ilmu, budaya, dll. Anak² juga cocok untuk berkunjung ke tempat ini. Banyak rombongan anak² sekolah juga disini. Tak hanya itu, kita bisa belajar membatik juga disini. Suasana santai, adem, nyaman. Ada taman dan toilet yang bersih.",museum batik kalong macam2 batik jaga cocok wisatawan tambah ilmu budaya dll anak cocok kunjung rombong anak sekolah ajar batik suasana santai adem nyaman taman toilet bersih,positif,positif
"Di jaman tidak pandemi, mereka komit ganti tema tiap 4 bulan sekali. Menarik sekali. Arsitektur nya terjaga baik. Display nya bagus. Guide nya ada yang pensiunan Marinir, cinta banget sama batik. Jadi tau banyak sekali tentang batik lewat beliau. Respect.",jaman pandemi komit ganti tema 4 tarik arsitektur nya jaga display nya bagus guide nya pensiun marinir cinta banget batik tau batik beliau respect,positif,positif
"Dahulu gedung ini merupakan bekas kantor balai kota Pekalongan, pada masa penjajahan kolonial. Gedung tersebut merupakan kantor keuangan yang membawahi tujuh pabrik gula di karesidenan. ada tanggal 12 Juli 2006 museum ini diresmikan oleh Presiden Republik Indonesia, Prof. Dr. H. Susilo Bambang Yudhoyono, M.A., GCB.AC bersamaan dengan perayaan Hari Koperasi Nasional ke 59. Museum batik ini dijadikan pusat data dan informasi mengenai batik; sebagai pusat riset dan pengembangan ilmu desain batik, perpustakaan dan acuan dalam hal perbatikan; mengkoleksi batik klasik, batik lawasan dan batik kontemporer. Tiket masuk disini pun tergolong murah hanya 5000 saja. Disini terdapat 3 ruang pameran dan juga dilengkapi dengan tour guide yang akan memandu dan menjelaskan kepada pengunjung tentang perkembangan batik di Pekalongan serta lokasinya pun sangat strategis di daerah KM 0 kota Pekalongan.",gedung bekas kantor balai kota kalong jajah kolonial gedung kantor uang bawah tujuh pabrik gula karesidenan tanggal12 juli 2006museum resmi presiden republik indonesia prof dr hsusilo bambang yudhoyono ma gcbac sama raya koperasi nasional 59 museum batik jadi pusat data informasi batik pusat riset kembang ilmu desain batik pustaka acu bati koleksi batik klasik batik lawas batik kontemporer tiket masuk golong murah 5000 3 ruang pamer lengkap tour guide pandu unjung kembang batik kalong lokasi strategis daerah km 0 kota kalong,positif,positif
"Salah satu museum bersejarah di kota Pekalongan sekaligus ikon kota batik. Di museum batik terdapat banyak edukasi tentang batik, macam-macamnya dan cara pembuatannya. Pemandunya sangat ramah dan harga tiket masuk sangat murah. Destinasi wajib jika traveling ke kota Pekalongan. Tersedia juga masjid yang besar dan luas di pinggir jalan utama.",salah museum sejarah kota kalong ikon kota batik museum batik edukasi batik macammacamnya buat pandu ramah harga tiket masuk murah destinasi wajib traveling kota kalong sedia masjid luas pinggir jalan utama,positif,positif
"Rekreasi murah meriah, HTMnya hanya 7000 dapet bonus stiker dan gantungan kunci. Ada 3 ruang pamer dan ruang workshop. Setelah selesai keliling ruang pamer bisa latian membatik khususnya cara mencanting. Buat temen2 dari luar kota rekomen banget buat mampir apalagi untuk edukasi anak2, seru sekali ??",rekreasi murah riah htmnya 7000 dapet bonus stiker gantung kunci 3 ruang pamer ruang workshop selesai keliling ruang pamer latian batik canting temen2 kota rekomen banget mampir edukasi anak2 seru,positif,positif
"Menambah pengetahuan kita tentang batik. Ada 3 ruang pamer yang memamerkan kain batik khas berbagai daerah nusantara, alat membatik, sejarah batik Pekalongan. Ada workshopnya juga, bisa mencoba belajar membatik menggunakan canting. Ada toko souvenir juga yang menjual berbagai pernak-pernik berbahan batik.",tambah tahu batik 3 ruang pamer pamer kain batik khas daerah nusantara alat batik sejarah batik kalong workshopnya coba ajar batik canting toko souvenir jual pernakpernik bahan batik,positif,positif
"Museum Batik terlengkap di Dunia.
Letaknya strategis. Dekat pusat kota.
Koleksi sangat lengkap berbagai batik dr seluruh nusantara indonesia.
Jika anda dr luar kota sendiri dan naik kereta.
Cukup turun di stasiun pekalongan dan bisa naik grab atau gojek.
Recommended bagi yg ingin belajar sejarah batik.",museum batik lengkap dunialetaknya strategis pusat kotakoleksi lengkap batik dr nusantara indonesiajika dr kota keretacukup turun stasiun kalong grab gojekrecommended yg ajar sejarah batik,positif,positif
"Nah, ini dia salah satu tempat wisata di Pekalongan yang memamerkan aneka kerajinan batik, Museum batik Pekalongan. Kalau anda berada di Pekalongan, Museum ini menjadi destinasi liburan yang wajib kamu kunjungi.
Lokasi Museum Batik Pekalongan ada di Jalan Jetayu No.1 Pekalongan ini menampung ratusan koleksi mulai dari yang kuno sampai modern dengan berbagai corak dan karakter.
Dengan harga tiket masuk yang tergolong murah, kamu bisa melihat-lihat beragam koleksi batik Nusantara yang terbagi ke dalam tiga ruang pameran.",salah wisata kalong pamer aneka rajin batik museum batik kalong kalong museum destinasi libur wajib kunjungilokasi museum batik kalong jalan jetayu no1 kalong tampung ratus koleksi kuno modern corak karakterdengan harga tiket masuk golong murah melihatlihat agam koleksi batik nusantara bagi ruang pamer,positif,positif
"Hari sabtu tapi pengunjung hanya 8, ga terlalu rame. Tempat bersih dan rapi. Adem didalam ac nyala. Toilet bersih, pelayanan baik.
Ayo pada main kesini, bisa belajar batik juga.",sabtu unjung 8 ga rame bersih rapi adem dalam ac nyala toilet bersih layan baikayo main kesini ajar batik,positif,positif
Tempatnya bagus,tempat bagus,positif,positif
Berbagai pengetahuan tentang batik. Lengkap disini. Ada workshop nya juga untuk belajar membatik.. kalau kesini pakai guide ya.... biar ngerti dan dapat penjelasan penuh. Gak cuma sekedar kita baca2 informasinya.  Namun bisa juga tanya jawab langsung,tahu batik lengkap workshop nya ajar batik kesini pakai guide ya biar ngerti jelas penuh gak dar baca2 informasi langsung,positif,positif
"Bagus sekali, kalau ke Kota Pekalongan jangan sampai terlewatkan, koleksi batik yg dipamerkan bagus2 dan menambah pengetahuan perihal sejarah batik di Nusantara, depan museum ada lapangan yang bagus untuk foto2 ...",bagus kota kalong lewat koleksi batik yg pamer bagus2 tambah tahu perihal sejarah batik nusantara museum lapang bagus foto2,positif,positif
"Koleksi Batik yang cukup lengkap,bisa belajar praktik membatik juga",koleksi batik lengkapbisa ajar praktik batik,positif,positif
Main ke Pekalongan sekalian belajar tentang batik. Bagus loh diakhir tour diajarin mencanting dan bisa dibawa pulang untuk kenang-kenangan. Harga tiket juga murah meriah menyenangkan.,main kalong ajar batik bagus loh akhir tour diajarin canting bawa pulang kenangkenangan harga tiket murah riah senang,positif,positif
"Tempat utk wisata sekaligus belajar dan mengenal macam dan alat berbagai batik.
Area deket dgn simpag5/ km.0 pekalongan, dan dekat masjid yg sgt nyaman utk sholat berjama'ah....
Pokoknya tempat yg sgt strategis banget",utk wisata ajar kenal alat batikarea deket dgn simpag5 km0 kalong masjid yg sgt nyaman utk sholat berjamaahpokoknya yg sgt strategis banget,positif,positif
"Selamat hari batik
Tempatnya bagus, edukatif juga. Ada kaya video tayangan sejarahnya
Keren deh
Dan tiketnya murah",selamat batiktempatnya bagus edukatif kaya video tayang sejarahnyakeren dehdan tiket murah,positif,positif
"Mengunjungi museum tidak terkesan kaku, ada banyak hal yang bisa kita dapatkan di Museum Batik Pekalongan. Tentu saja semua hal tersebut yang berkaitan dengan batik. Tidak hanya memanjakan visual kita pada keindahan kain batik, tetapi kita bisa menambah wawasan kita tentang batik. Karena kita bisa praktek langsung apa dan bagaimana membatik.
Mengenai fasilitas, sudah lengkap dan layak untuk membuat nyaman pengunjungnya. Halaman parkir, toilet yang bersih, kantin, perpustakaan, juga aula. Di kantin, selain makanan, ada juga souvenir pernak pernik yang berhubungan dengan batik.",unjung museum kes kaku dapat museum batik kalong kait batik manja visual indah kain batik tambah wawas batik praktek langsung membatikmengenai fasilitas lengkap layak nyaman unjung halaman parkir toilet bersih kantin pustaka aula kantin makan souvenir pernak pernik hubung batik,positif,positif
"Tempat belajar BATIK yang menyenangkan, guide nya juga baik,  anak kecil yg tanya tetap dijawab dengan bahasa yg mudah dipahami...
Petugas di tempat membatiknya juga baik dan ramah
Tiket masuk tergolong murah...
Dewasa 5K
Anak2  2K
Sedikit saran,  kura2 di kolam taman,  lha mbok yao  punggungnya di sikat,  kasian.... Lumut semua...",ajar batik senang guide nya anak yg bahasa yg mudah dipahamipetugas batik ramahtiket masuk golong murahdewasa 5kanak2 2ksedikit saran kura2 kolam taman lha mbok yao punggung sikat kasi lumut,positif,positif
Es Kopi modern simple dan praktis.,es kopi modern simple praktis,positif,positif
"Wisata edukasi batik yang terjangkau, cukup lengkap koleksinya, bisa juga beli batik jadi, ada juga kesempatan buat mempraktekan membatik",wisata edukasi batik jangkau lengkap koleksi beli batik sempat praktek batik,positif,positif
"Hari ini menemani murid belajar membatik batik tulis. Dengan tiket masuk Rp 7.000,00 untuk orang dewasa dan Rp 3.000,00 untuk anak kecil, Kami sudah mendapat kain untuk praktik membatik ukuran sapu tangan dan diajari membatik tulis atau batik cap oleh petugasnya dengan ramah.",tani murid ajar batik batik tulis tiket masuk rp 700000 orang dewasa rp 300000 anak kain praktik batik ukur sapu tangan ajar batik tulis batik cap tugas ramah,positif,positif
Tempat wisata yang mengedukasi terkait dengan sejarah dan serba serbi terkait dengan batik khususnya batik pekalongan,wisata edukasi kait sejarah serba serbi kait batik batik kalong,positif,positif
Koleksi batik yang mengagumkan. Karya adiluhung bangsa yang mendunia tersimpan disini.,koleksi batik kagum karya adiluhung bangsa dunia simpan,positif,positif
Penjelasannya jelas. Cocok untuk menambah pengetahuan soal batik. Tempat ini juga cocok untuk prewed terutama yang ingin konsep klasik jawa. Dan tidak ada biaya tambahan.,jelas cocok tambah tahu batik cocok prewed konsep klasik jawa biaya tambah,positif,positif
"Seneng banget bisa nyobain bikin batik kombinasi (cap & tulis) di museum batik pekalongan. Koleksi museumnya juga lumayan lengkap walaupun gak terlalu banyak. Buat yg mau tau sejarah batik sampai pekalongan disebut kita batik, wajib mampir sini sih.",neng banget nyobain bikin batik kombinasi cap tulis museum batik kalong koleksi museum lumayan lengkap gak yg tau sejarah batik kalong batik wajib mampir sih,positif,positif
"Sedih sih, pas kesini sedang ngk bisa masuk karena ada acara 1 syuro. Tapi seneng bisa liat2 bagian luar n bisa keliling sekali di alun2 yang ada di depannya. Dari bagian depan terlihat terawat, harusnya di dalem karen sih.",sedih sih pas kesini ngk masuk acara 1 syuro neng liat2 n keliling alun2 depan awat dalem karen sih,positif,positif
"Mengisi liburan sekolah di sini.. Mengenalkan batik pada anak-anak sebagai budaya dan seni.. Tarif masuk nya murah.. Koleksi batik yang ditampilkan cukup beragam, dari yang modern hingga yang bernilai sejarah.. Dapat pengalaman membatik sendiri yg disukain anak-anak, mengenal penggunaan canting dan malam untuk membuat pola batik.. Kekuranganya hanya tempat2 yg instagramable sebagai spot foto, pemandu (berbayar/tidak) bagi pengunjung perorangan agar lebih mendapatkan informasi, dan durasi yang dirasa terlalu singkat karena memang museumnya tidak besar..",isi libur sekolah kenal batik anakanak budaya seni tarif masuk nya murah koleksi batik tampil agam modern nila sejarah alam batik yg disukain anakanak kenal guna canting malam pola batik kekuranganya tempat2 yg instagramable spot foto pandu berbayartidak unjung orang informasi durasi rasa singkat museum,positif,positif
"Guidenya ramah, menjelaskan dengan santai dan mudah dipahami. Nanti juga bisa nyoba belajar mbatik, dipandu sama petugasnya n gratis. Jual souvenir"" juga seperti dompet, gantungan kunci, dll. per orang cuma 5000 aja.",guidenya ramah santai mudah paham nyoba ajar mbatik pandu tugas n gratis jual souvenir dompet gantung kunci dll orang 5000 aja,positif,positif
"Museum batik terdiri dari 3 ruang, ruang pertama berisi alat dan bahan untuk membatik beserta kain yg bermotif batik dari seluruh indonesia termasuk juga beberapa kain yg mempunyai motid pengaruh dari negara lain seperti belanda,india dan jepang. Ruang kedua berisi kain batik yg motifnya dari berbagai daerah di indonesia seperti dari jawa tengah, bali, dan sumatra. Sedangkan ruang terakhir terdapat berbagai motif dari pekalongan sendiri diantaranya motif gunungan semen dan sawat.",museum batik 3 ruang ruang isi alat bahan batik serta kain yg motif batik indonesia kain yg motid pengaruh negara belandaindia jepang ruang isi kain batik yg motif daerah indonesia jawa bal sumatra ruang motif kalong motif gunung semen sawat,positif,positif
"Tempat yang bagus untuk jalan2, menambah pengetahuan dan juga pengalaman. Cocok juga utk tujuan wisata dengan anak2.
Tiket masuknya 7rb utk dewasa dan 3rb utk anak2. Disana sudah termasuk pengalaman membatik juga. Tapi batiknya belum bisa diwarnai (kalau mau include diwarnai harus booking dulu beberapa hari sebelumnya)",bagus jalan2 tambah tahu alam cocok utk tuju wisata anak2tiket masuk 7rb utk dewasa 3rb utk anak2 sana alam batik batik warna include warna booking,positif,positif
"Museum sangat baik dan edukatif. Ada proses cap pola batik dan menulis batik utk anak2  sayang suhu ruangan tidak berAC.
Gedung sangat tua dan antik",museum edukatif proses cap pola batik tulis batik utk anak2 sayang suhu ruang beracgedung tua antik,positif,positif
"Terima kasih Museum Batik! Terima kasih info serunya mengenai batik dan panduannya ke tiap ruangan. Seru banget bisa nyobain ngebatik gambar sendiri ??
Koleksi batiknya bagus bagus banget lucu
Tiket masuknya terjangkau dan ramahramah stafnya",terima kasih museum batik terima kasih info seru batik pandu ruang seru banget nyobain ngebatik gambar koleksi batik bagus bagus banget lucutiket masuk jangkau ramahramah staf,positif,positif
museum batik pekalongan disini anda akan tau sejarah dan makna dari motif batik itu bukan cuma itu di museum ini anda jg akan di ajari membatik dengan menggunakan canting atau batik tulis dan anda bisa mengetahui bahan apa saja untuk membuat batik dari yg alami hingga yg kimia,museum batik kalong tau sejarah makna motif batik museum jg ajar batik canting batik tulis bahan batik yg alami yg kimia,positif,positif
"Lovely place, tempat yg harus dikunjungi kalo ke pekalongannn",lovely place yg kunjung kalo pekalongannn,positif,positif
Salah satu museum yang menyimpan berbagai macam jenis batik. Terdapat kelas untuk belajar membuat batik dan bisa dibawa pulang. Cocok untuk rekreasi dengan konsep kreativitas yang tinggi untuk anak-anak.,salah museum simpan jenis batik kelas ajar batik bawa pulang cocok rekreasi konsep kreativitas anakanak,positif,positif
"Museum batik yang cukup ramai. Baik batik tulis, cap dan motif2nya yang beragam dari seluruh nusantara. Dengan suara burungnya di tengah2 museum, dengan gelantungan koleksi batiknya yang eksotik, dan dengan pengalaman membatik yang berkesan.",museum batik ramai batik tulis cap motif2nya agam nusantara suara burung tengah2 museum gelantung koleksi batik eksotik alam batik kesan,positif,positif
Banyak pengetahuan yg bisa didapatkan terkait luhurnya nilai kebudayaan Kita,tahu yg dapat kait luhur nilai budaya,positif,positif
"tempat edukasi yang menarik..
belajar tentang batik Nusantara....",edukasi menarikbelajar batik nusantara,positif,positif
"Tempat bagus untuk mengenal batik jauh lebih dalam, awalnya saya kira batik hanyalah benda biasa namun ternyata setelah berkunjung ke museum batik saya jadi lebih paham bahwa batik bukanlah sekedar kain biasa. Setiap corak memiliki makna dan arti khusus yang sangat mendalam. Keren banget aslii.. Terima kasih banyak museum batik pekalongan",bagus kenal batik batik benda kunjung museum batik paham batik dar kain corak milik makna arti khusus dalam keren banget asli terima kasih museum batik kalong,positif,positif
"Bagus menambah wawasan tentang jenis,motif batik di seluruh Indonesia dan mengenal alat alat pembuatannya",bagus tambah wawas jenismotif batik indonesia kenal alat alat buat,positif,positif
"Tempat wisata edukasi yang asyik dan murah meriah! Lokasinya ditengah kota, di dalam bangunan kuno nan cantik kita bisa belajar tentang seluk beluk batik, bahkan disediakan ruang praktek membatik lhoh...!! Ayo, belajar sambil jalan"" kemari.",wisata edukasi asyik murah riah lokasi tengah kota bangun kuno nan cantik ajar seluk beluk batik sedia ruang praktek batik lhoh ayo ajar jalan kemari,positif,positif
"Khas Batik banget. Ada empat ruang : Ruang 1-3 adalah ruang tmpat memamerkan batik sedangkan ruang terakhir adalah ruang pemrosesan batik, bagi yang ingin mencoba membatik, diperbolehkan, dan bisa melihat prosesnya juga sampai selesai.",khas batik banget ruang ruang 13 ruang tmpat pamer batik ruang ruang pemrosesan batik coba batik boleh proses selesai,positif,positif
"Tempatnya bagus, trus kita bisa belajar membatik juga disana. Yuk untuk kamu wisatawan atau masyarakat bisa mengunjungi museum batik, sekaligus meramaikan ya.. karna kesian disaat keadaan seperti ini pengunjung nya tidak begitu ramai malah termasuk sepi.. yuk ramaikan",tempat bagus trus ajar batik sana yuk wisatawan masyarakat unjung museum batik ramai ya karna kesi saat unjung nya ramai sepi yuk ramai,positif,positif
"Tempatnya adem, tiket masuk murah 7rb plus bisa belajar membatik juga didalem. Petugas juga ramah",tempat adem tiket masuk murah 7rb plus ajar batik dalem tugas ramah,positif,positif
"Fieldtrip minggu lalu,  mengunjungi tempat yang khas dan wajib dikunjungi saat berada di pekalongan.  ?? museum batik disini memamerkan banyak sekali  macam2 dan model2 batik yang bagus dan unik2..  Jadi semakin cinta dan kagum dg Indonesia ?? dan yang paling menyenangkan kita bisa belajar membatik langsung dg di bimbing orang2 yg sudah ahli disana.. Ini seru sekalii..  Sebentar lagi libur tibaa.. Yang bingung mau liburan kemana,  bisa ke sini..  Dijaamin menyenangkan dan menambah wawasan ilmu pengetahuan ????",fieldtrip minggu unjung khas wajib kunjung kalong museum batik pamer macam2 model2 batik bagus unik2 cinta kagum dg indonesia senang ajar batik langsung dg bimbing orang2 yg ahli sana seru sekali sebentar libur tibaa bingung libur mana dijaamin senang tambah wawas ilmu tahu,positif,positif
"Kegiatannya hidup, biasa lihat klo pas bertandang sholat ke masjid sebelahnya.",giat hidup lihat klo pas tandang sholat masjid belah,positif,positif
"Tiket masuk murah meriah sudah include membatik dan hasilnya bisa dibawa pulang, cocok untuk anak-anak juga, sangat mengedukasi, banyak spot foto per-batik-an",tiket masuk murah riah include batik hasil bawa pulang cocok anakanak edukasi spot foto bati,positif,positif
