content,score
good,5
"Pencairan nggak masuk suda beberapa jam, dan Transfer dri BINANCE Kripto BTC ke USDT blom masuk juga pdhal dri pihak BINANCE suda konfirmasi Transaksi berhail. USDT sya juga blom masuk pas di jual pdhal sda berhasil",1
mauantafff banget,5
aplikasi trading nya sangat mudah dan lancar berjalan di hp kentang A6 satu lagi fitur favorit saya ada market analisis dan outlook market disajikan dalam berita bahkan dingatkan melalui notifikasi 😍😍😍 .,5
ok,5
"saya pengguna lama di aplikasi ini, mari tautkan dan tulis ~``b,a,r,o,k,a,h``~ username ini pada saat kalian mendaftar di awal di aplikasi ini, gak uah ragu dan khawatir bagi kalian yang ingin coba berinvestasi btc atau kripto,, di sini lah tempat yang sangat aman dan bagus sekali, di tambah lagi sudah di awasi oleh BAPEBTI DAN JUGA KOMINFO! Jadi sangat aman sekali ya... Pokoknya saya sangat puas sekali selama jadi penguna lama di aplikasi ini...",5
smoga cuan,5
tidak ada yang semudah ini.,5
"Investasi mulai 5000, tapi kenyataannya minimum transaksi 30.000 rupiah, trimkasih.",1
ok,5
"Buat kalian yang masih pemula saya saran apk reku, di banding kan yang lain Karena mudah murah gampang lagi, teruss team customer support nyh juga membantu banget Thanks Reku",5
Bagus tapi g bisa masuk pdhl udah pake kode gogle auntentik,5
mantap,3
g tau cranya,5
mantap,5
"Samo uwongnyo, kacok susah verfikasi",1
"nice, untuk staking perlu ditambah lg min . makin bnyk makin bagus. ga sabar mau stsking",5
Udah Stacking Lama eh malah Hapus List Coin. Ketika anda sudah list coin Jangan hapus coin list meskipun mereka tidak ada yg beli.,1
"Ok, sudah bisa sperti biasa.. mantap",5
"coba dulu,",4
Sip Reku 👍,5
Fitur-fiturnya kurang memuaskan melihat portofolio persentase-nya liat untung ruginya masih mending pluang enak sedap dipandang mata,3
bagus.....,5
Kok enggak ada penarikan ke bnb atau jaringan bsc si,1
Baik,5
i like it,5
Kasih gerak dong bunganya biar tambah keren develover ya,5
membantuku,5
gk bisa login ganguankah??? terpaksa turunin bintang,3
"Over all bagus, tpi belum bisa kirim koin SUI ke e wallet saya yang lainnya. Mohon diperbaiki.",3
oke kabos terimakaih sudah bagus kembali reku wallet.,5
baik,5
Aplikasi yg baru susah dimengerti..mending yg lama...,1
"Tolong sistem dan pelayanan ditingkatkan, setiap kali transfer koin jika dilakukan bbrp kali (berulang) pasti ada saja yg pending. masukan Crypto masa Lemot",1
"sangat bagus, saya suka",5
mantul,5
semoga kasih cuan berlipat lipat,5
aneh tp nyata setiap yg gw beli habis itu turun trs harganya investasi bikin habis atau bikin miskin dibiarkan sampai 1 bulan turun trs naik dikit turunnya kebanyakan🤣 biarkan lah mudah2an ga habis2🤣 modal gw 😁,5
good,5
top banget,5
ok,4
Ditulis investasi mulai 5000 tapi pembelian minimal 30000,1
mantap,5
Fitur auto order sell/buy c JUARA 👍👍tapii sayangx cmn buat trading crypto doank😑AYO DONK TAMBAHKAN INVEST TRADING SAHAM INTERNASIONAL KEK APLIKASI SEBELAH,3
"Banyak potongan biaya saat penarikan uang, nggak sama dengan apps sebelah, tidak ada potongan biaya tf..",1
"Saya sudah coba beberapa platform jual-beli crypto, menurut saya Reku yang paling simpel soal fee segalanya. Tapi ada kekurangannya juga, tolong buat fitur portofolio di aplikasi Reku, biar jelas untung ruginya berapa. Jangan gara-gara nila setitik rusak susu sebelanga. Mudah-mudahan diperhatikan masukan saya.",3
"Ok setelah update ternyata ada dua fitur ya, bisa trading dan bisa jual langsung ya jadi lebih praktis 👍👍👍👍",5
Beli kripto 10000 gak bisa ...gak kaya yang lain 😪😪😪,1
tidak ada jaringan Binance smart chain,1
SAVE,5
"trading historinya harusnya bisa diakses dengan mudah tanpa dibatasi hanya satu Minggu , juga pairnya bisa ditambahin kripto yg lain. juga untuk deposit sebaiknya TDK perlu dipotong",4
"aplikasi bagus,masukan username ini barokah ,untuk melengkapi proses registrasi dan dapatkan bonus nya,aplikasi nya bagus,dari segi tampilan sudah oke,aplikasinya juga cocok digunakan pemula karena sangat mudah dipelajari,aplikasinya oke banget bisa kalian coba keberuntungan di akun demo dan penganalisa pasar saham,sudah terbukti bagus dan aman untuk digunakan,selama saya menggunakan aplikasi ini saya tidak pernah mendapatkan kendala sama sekali,selalu lancar dan yang pasty saya bisa belajar",3
"Sangat membantu,mudah di fahami buat yg awam. Semoga semakin sukses aplikasi Reku🙏🙏",5
bagus,5
keren,5
sangatlah bagus,5
"mantul banget sih,tapi saya kasih bintang 4 dulu,nnti kalau enak baru saya kasih bintang 🌟",4
"ggg m,....,....,. ... ......,. . f.....! beden....",3
Sangat cocok untuk menyimpan aset crypto,5
okelah,5
Mantap,5
sementara untuk digunakan dalam penelitian tersebut mengungkap sebuah informasi terkait kelebihan dan keunggulan BlackBerry Davis dan perbankan syariah dan bank,5
Frikahandani,5
ok,5
"Hadiah pengguna baru cuma 10 ribu sedangkan transaksi harus 5 juta, klo transaksi sampai 5 juta kemungkinan saldo 20k mines, belum narik fee nya 6,5k, memang tidak rekomendasi ini aplikasi",1
"mantap,lengkap dan praktis pke apk ini",5
bagus,5
Reku :berinvestasi aplikasimoderen luarbiasa baik kreasi inovasi ilustrasinya baik sekali investasi bisnis moderenluarbiasa baik,5
Coba,3
Lebih suka tampilan yang lama dari pafa yang baru. Yang lama kelihatan lebih simple.,5
Coba dulu bagus tambah bintang nya,4
"Awalnya saya mau pindah dari IN....ke Reku, pas gua lihat chartnya, malah gak bisa di zoom cuma bisa geser kiri kanan, terus saya kasih masukan ke tim reku malah disuruh pakai yang Medel pro, nah di model pro gua malah gak bisa tarik garis trendline dan gak bisa gunakan indikator yang mendukung, di model pro kita cuma lihat grafiknya aja, di sini gua mau trading bukan main tebak tebakan, akhirnya saya gak jadi pindah ke Reku sebelum tim memperbaiki grafik seperti yg ada di trading view.",2
Beli crypto pake paypal bisa ggak nih..syukur mulai2$,5
great job,5
"Waktu beli cepet , tapi jual kok lama ya...!!! Sampai harganya turun, itu gimana... Mohon penjelasannya.... ?",2
"Menurut saya gajian nya di informasikan pada tanggal berapa bulan berapa dan tahun berapa supaya gajian nya jelas berapa pendapatan nya dalam satu bulan,apabila saya mendapatkan gaji di sini saya akan membeli beras,telur,kacang hijau,gula,roti Hatari,kue,apel,jeruk,pepaya,durian,mangga,wartel,tempe,kentang,tomat,bubuk kopi kapal api,rexona,sandal,sepatu,celana,baju,kaos kaki,buku, pulpen,korek kuping,benang,sabun cuci pakaian yang bermerek ekonomi,Pertamax,tas,kalau gaji nya di kasih saya akan m",5
"Semoga Sukses S'lalu, Aamiin...",5
mantabbb,4
Semoga bisa kaya,5
bgus,5
Sangat bagus,5
"Tambah lagi koinnya, tingkatkan kinerja aplikasinya kak",4
Ya baik.... Min tolong dong metode deposit melalui Alfamart di adakan. itu aja sih makasih...,3
"Biaya mahal, penarikan hanya support eth saja, unistal",1
Ada update tiba2 ke log out Password nya lupa Lupa password gak bisa ganti password karena tidak punya otp Waktu dulu daftar tidak diminta daftar no tlp.. gimana solusi nyaa,2
sangat baik,5
Biaya admin transfer mahal,3
"budayakan baca faq makanya, gw selama wd crypto dari wallet lain ke reku aman² aja, tambahkan fitur stop-loss, tolong tambahkan market luar biar bisa melihat pergerakan harga di market luar, untuk biaya fee jual-beli di kurangi lagi kalau bisa jangan pakai fee ✍️",3
Reku jelek. Ga tepati janjinya. Katanya 10% apy. Masa dari 0.004 jadi 0.002 lalu jd 0.001?????,1
Baru coba investasi di aplikasi ini,5
Bagus yg awal aplikasinya..kenapa ngak dibuat seperti awal tampilanya ..dan cuma tambahin trading pro.. Yg harus di ubah tiap masuk harus di kasih pasword..jadi orang ngak bisa masuk walapun pengang hanpone kita.. Balikin aja ke apk lama dan tambah keamanan aja..di pasword login.,2
Aplikasi gak jelas . ..sering logout.. Busuk..,1
Terburuk aplikasi paling susah verifikasi,1
"Katanya bisa narik dana 24 JAM, tapi tes narik di Jam 5 pagi dan minta Otp GAGAL. pantes pada males pake REKU. Apknya ga bagus!",1
"Reku bagus menurut saya, semua menu sudah saya coba dan sangat lancar.. ayo semangat Reku 《refferal code : ganz09 》",5
"Muncul tiap detik di hp. Bentar2 muncul iklan km suruh donlowloat apa sy bakal donloadt,",1
"Mohon pertimbangkan untuk menambahkan koin BNB, ZILLICA dan KDA. terimakasih",5
"bagus ini, bisa mendapatkan hasil",5
Coba,3
"Lumayan untuk tambaha jajan, dengan cara mencatat suriyadi15 dan langsung dapat 50k",5
"bagus ,staking nya sulit harga gak stabil 😞😞😞",5
Hoax,1
good,5
Masukan nama ini biar dapat cuan => a.t.e.p75,5
"Masih agak ribet ,cara Veryfikasi dan transaksi pakai otp.lebih simpel kalo transaksi menggunakan pasword atau pin",5
Mantaf,5
Gila depo kena biaya 12 RB. Payah GK make lagi apk ini,2
"Tambahkan trading Aset Lunc coin gan.,👍",5
Semoga tidak susah transaksi dan WD lancar dan cepat ..,5
Kak kenapa aplikasi nya ga bisa di buka,1
Msih enakan versi yng lama ......,1
Blm mulai kasih bintang 5.mudah2an rezeki,5
"Cm satu kata aja untuk REKU ""Simple""",5
"Bangkrut aja lah kalian, di update ke versi baru malah server down Mulu...",1
Joss Tenan,5
Kenapa setelah download dan aplikasi tidak bisa terbuka,1
💪👍👍👍👍,5
Tambah rumit buat deposit susah,1
best,5
"Gunakan kode "" UNTUNGBANGET"" supaya mendapatkan lebih banyak keuntungan 💸💸💸💸💸💸💸💸💸💸💸💰💰💰💰💰💰💰💎💎💎💎📈📈📈📈📉📉📉📉",5
makin bagus dan kekinian... keren,5
"Paling terbaik dari yang lain, sudah beberapa kali aku coba trading atau investasi di sini, gak mengecewakan sama sekali trading di sini, dan yang paling bikin aku tambah suka trading di sini, penarikanya yang sangat cepat sekali masuknya, yuk di tuliskan username ini = b a r o k a h = biar akun kalian aktif & udah bisa kalian akses buat trading atau berinvestasi di sini! REKU ini udah di awasi oleh BAPEBTI dan masih banyak lagi lain-nya, jadi sangat aman dan nyaman sekali ya, sukses terus ya.",4
"Akun saya kenapa nih, Hari ini transaksi jual beli gak bisa,, tanya ke cs jaringan normal. Setelah saya coba lagi,, transaksi cuma bisa mode lightning, untuk mode pro tidak bisa orderbook.. Payah iniihh",3
mantap keren....,5
"Kerenn Sistem stakingnya mantap, sya udah staking Polkadot",5
CS cepat dan sangat membantu bila kita ada kesulitan di aplikasi..,4
mantap,5
Kenapa versi baru malah mempersulit customer... Aman ga nih kedepannya,1
"Wd lambat gak seperti ex lain,notif 5 menit,masuk wd nya jam 05:11 pagi👎👎👎",1
"Setelah di update, banyak banget kendala, banyak bug di sana sini, lebih suka versi lama, untuk pemula tidak terlalu sulit untuk memahami nya . Kalo tampilan kayak gini, udah berasa kayak menggunakan Binance",2
"permisi kak withdraw nya kok lama ya kak,saya sudah beberapa jam belum mashk masuk mohon di percepat untuk metode withdraw nya kak🙏",3
Yakin nyesel. Bikin saldo hilang.,1
Mantap nih aplikasi. Rekomendasi kalau daftar Kolom referal isi @kamal,5
Bagus dan aman untuk TRX beli cripto dan penarikan mudah,5
baikk,5
keren,5
saran jika bisa nominal pemebelian coin crypto nya mulai dari 10rbu saja jangan 30rbu kebesaran.,3
makasih,4
mantap,5
mantap,3
"aplikasi ini layak untuk dipakai, mempermudah untuk bertransaksi beli dan jual crypto",5
membingungkan..,3
aplikasi bagus,5
KYC reward 8K 😂😂😂,1
Ok,5
ok,5
"Saya sangat bersyukur, mari ketikan username ini ..b a ro kah.. ketika di awal kalian mau mendaftar di aplikasi ini ya, supaya akun kalian aktif dan diverifikasi oleh pihak aplikasi ini dan kalian sudah bisa menggunakan aplikasi ini, sesuai kebutuhan kalian mau apa, sekali lagi untuk aplikasi ini menyediakan kita untuk berivestasi atau trading, dan di sini sudah aman ya, karena sudah saya buktikan sendiri dan sudah banyak yang membuktikan bahwa aplikasi ini aman ya, salam cuan terus kedepanya.",5
Aplikasi scamm!!!,1
Aplikasi BUSUK!!!,1
"aplikasi gajelas. Cs gabisa membantu pengiriman koin, padahal kendala di otp data semua jelas diberikan padahal tapi tidak bisa dibantu. HATI-HATI SALDO DIBIKIN NGENDAP SAMPE MINUS",1
Belajar Crypto di reku mantap,5
"Bagus,cuma saran untuk.koin atau token lama yang dulu pernah di dilest.dihidupkan kembali ,,saya termasuk pengguna lama 50% dana saya nyangkut di token balancer dan maker sekitar 3 tahun mau di wd feenya sangat mahal",5
Tambahin Bep-20 dong biar lebih 1 bintangnya,4
stuck logo🥲,2
semoga apa yg kuharapkan dpt berjalan lancar,5
Ambil bonus nya dengan takutkan kode undangan @Riskoni2,5
bagus,5
Tampilannya enak yg versi lama min.,5
ok,5
Tidak realtime ..auto remove,1
Baik.,5
"Lumayan buat uang tabunganku, di sini kita bisa nabung atau investasi mata uang digital bitcoin & kripto lain-nya dengan aman.. Dan ketika mendaftar nanti jangan lupa mengetikan username ini ..ba ro kah,, tanpa sepasi,koma dan titik ya,, agar akun kalian cepat di verifikasi oleh apk ini ya! Gak usah ragu & khawatir untuk apk ini sangat aman sekali bagi kalian yang ingin nabung atau berinvestasi, karena apk ini sudah di awasi oleh bapebti, kominfo dan masih banyak lagi dan yang pastinya aman ya.",4
"Tolong di perbaiki pasang pengingat harga buat shib gabisa pake 0, .. kelipatan nya harus di atas 1. Terimakasih",3
pake reku mantap mudah dan cpt profit,5
Kepana saya deposit koin eos dengan walet baru tidak masuk pada hal d aplikasi zt udah masuk ke REKENINGKU???,1
very good,5
smoga lebih berkembang,5
Mohon segera luncurkan staking coin matic. Terima kasih,5
good,4
"cukup bagus aplikasinya ringan, cocok untuk pemula yang baru belajar trading",5
Ok,5
Aplikasi cripto mantul lah bavud banget udah ikut depo jg Alhamdulillah enak banget dah make aplikasi ini g nyesel seriusan,5
Tolong servernya di ringankan lagi... Di tempat sush sinyal gak bisa buka,5
Keren skrg bs staking.,5
oke,5
referal banyak gak masuk 😝,1
Tampilannya baru ternyata. Tapi maaf malah bikin pusing cari menu mungkin karena terbiasa yg lama.,3
Goodddd...,5
Bangkrut kah jadi 8k,1
"Aplikasi terbaru malah ribet, enak aplikasi yg lama yg menu di bawah masih 5 itu",3
Mantap aplikasi nya ringan.. pengguna baru bisa dpt bonus. Dengan pakai refeal saya. @Didokk992,5
"Saya kurangi bintangnya, Karena saya lbh suka tampilannya yg dlu",4
Semoga transaksi di reku biaya fee nya tidak besar ingin investasi crypto 🔯🔯🔯🔯🔯,5
masih mempelajari semoga bermanfaat,4
"Kyc gagal terus, SCAM!",1
Buat yg baru donload langsung aja pake refferal ku (nazmi14) dapat bonus 20rbu langsung,5
"DEPO elit WD sulit apk gak jelas Depo gak sampe 1mnt WD berjam2 gak masuk ,",1
"Sudah mendapatkan 1,2jt dari program referal",5
kurang lengkap aset cryptonya BNB saja tidak ada,3
"Aplikasi nya tidak bisa di buka, stuk di logo",2
"Aplikasi CryptoCurrency terbaik withdraw dan deposit sangat gampang dan sistem UI/UX sangat keren, cocok untuk pemula yang masih bingung investasi crypto saat INVESTASI CRYPTO DI REKU aplikasi ini sudah aman, karena telah terdaftar resmi di (BAPPEBTI) Kementrian Perdagangan, dan juga (KOMINFO). #KriptoAmanDiReku",5
ok,4
Perbanyak even ke depan nya,5
oke,5
"fee wd dan fee trading yang mahal 🙏 kurang mantap ,# tingkatkan kenyamanan pengguna maka akan jadi excangge ternama",1
Aplikasi bagus.....,5
Sangat membantu bagi yg ingin berinvestasi cripto,5
mantap Reku maju terus,5
Lebih suka versi lama bisa atur jual/beli di harga berapa ini gk bisa trus gk bisa baca trading garis nya banyak bisa kembali ke update an lama gk NYEESSSSSSEEEEEELLLLLLL pokoknya di update kalo tau gini mending naro di aplikasi sebelahhhh,2
Yang btuh kode referal boleh pakai (Gusparman) Aplikasi paling aman dan mudah untuk pemula yang mau terjun ke dunia crypto..cra buy dan sell jga gampang.... #cryptoamandireku,5
mantap sejauh ini,3
Mantap. Gunakan referal username: jambala untuk mendapatkan rezeki bonus tambahan,5
slalu update jika ada pembaharuan,5
Barang di update malah stok di logo gk bisa di buka...,1
Udah setengah jam saya buka aplikasi ini tapi gak bisa di buka mentok di logo,4
"Ini aplikasi apaan sih asu ? Hp gw kena iklan Mulu lewat browser langsung di bawa ke sini, eh yang muncul aplikasi reku sampah !",1
sangat membantu untuk pemula,5
"Harga Market tidak Real time, 12 jam pergerakan itu buat saya sebagai trader merasa rugi.. klo emang platform untuk trader itu realtime .. biar best.. klo untuk newbe udh banyak mending tutup aja klo bukan real time",1
sukses..go,5
Mantab.. jika kalian pengin bonus ketika daftar masukan kode @waney,5
Gunakan @os219 untuk Rp 20.000,5
Malah ga bisa login di versi terbaru padahal udh bener semua,1
💰Untuk yang Baru join dapat bonus masukan kode: abcd supaya dapat klaim bonus.,5
Joooz,5
Reku bagus sekali untuk inpestasi,5
"Email konfirmasi lambat, sampai pembatalan transaksi...harusnya sih ga begini..masa ada sampai hampir sejam belum ada email masuk Alhamdulillah, saya sudah mengulangi transaksi, dan sudah ada email masuk ga lama, dan yang tadi terlambat, juga email-nya masuk bareng transaksi kedua..haha. makasih",3
sangat bagus sekali rekomendasi aplikasi trending dengan cuan receh hasil ngak sereceh itu,5
Nah... Udah bagus sekarang.... Begitu klik langsung masuk halaman utama...hanya beberapa detik saja... Sukses selalu tim IT nya.....,5
"Terimakasih REKU, aplikasinya sudah kembali bisa saya pergunakan dg lancar 🙂",5
gunakan kode refferal @rishtoe untuk bonus 50k idr. & langsung bisa di withdraw.,5
Jangan ganggu aku,5
Jos,5
"Sejauh ini Ui apk nya Menambah nuansa era digital yg modern yg tak kalah saing dgn yg lain yg penting pelayanan member hrs di utamakan baik kendala kasus maupun system, tapi maaf gue masih belum invest blom siap dana hehe terbaik buat reku skrg best ""MANTAFP""👍👍👍",5
Stop aplikasi ini,1
Good,5
Keren sekarang Reku... Ada stacking nya lagi... Tampilan juga sdh enak liat... Terus ber Inovasi... Sukses Reku... 👍,5
"Jelek ini aplikasi selalu muncul terus,bikin ganggu orang lagi main hp aja",1
Setelah update terbaru. Malah ga bisa di buka apk nya.. close terus apk nya karena error.. jadinya terpaksa bukanya lewat website.. kacau sekali dah!!,2
"Tetap pertahankan mari cantumkan username ini - ba ro ka h - ketika di awal kalian mau mendaftar di apk ini, dan selamat akun kalian akan aktif & terverifikasi oleh apk ini, sekali lagi untuk pendafaran itu GRATIS YA! Gak usah percaya kalau ada yang bilang bayar, itu bohong dan penipuan, jangan mau.. Karena pendaftaran di sini gratis, dan untuk kalian yang mau trading atau investasi, khsusnya mata uang digital atau kripto, di sini sangat lah cocok,, karena sudah di awasi bapebti dan kominfo.",5
Woah kini ada program staking jadi gak sia sia klo mau hodl koin kesayangan,5
Ok,5
Ga bagus,5
Saya logiin kaga bisa bisa. Padahal udah sesuai semua....,3
"Setelah update aplikasi ini, tak bisa buka muncul ""kirim umpan balik"". Tolong perbaiki aplikasi. Terima kasih.",3
"Sekeren ini aplikasinya 🥳🥳 sukaaaaaaa bgt ,",5
"Tidak ada menu ubah tampilan ya...??? Enakkan tampilan dulu lebih sederhana, enak lihat tabel nya...",5
"wuihhh,, tampilanya makin keren ,mantapl",5
Hahaha... Promo tipu-tipu. Sudah daftar dan kyc juga menggunakan username tidak ada yg masuk😃. Malah disuruh deposit 10 x untuk mendapat 30rb 🤣🤣🤣🤣🤣🤣🤣,1
Gunakan username ini untuk mendapatkan bonus [exploreaccounts],5
"aplikasi ga bisa dibuka, gimana solusinya🙏",4
Tampilan yg terbaru bagus tapi aplikasinya kenapa tidak bisa dibuka ya...,5
"Maaf, aplikasi terus menerus menutup atau tidak mau loading dihape setelah upgrade yg terbaru ini. Bisa tolong diperbaiki dgn maksimal? Terima kasih. Bintang diturunkan hanya untuk dapat perhatian saja.... Hehe...",2
maknyus,5
Banyakin koin micin nya supaya semangat trading nya,5
"Iseng2 bikin akun, setelah diverifikasi aku coba logout & coba login lagi tapi ga bisa login, padahal email & pass udah bener semua... Aneh ini aplikasi, lebih nyaman pakai App Pintu",1
Luar biasa perkembangan aplikasi ini . Pokoknya mantap,5
di update versi terbaru malah gk bisa dibuka.,1
rekeningku mantap buat trading lebih simpel,5
Tidak bisa di buka di semua handphone termasuk handphone saya oppo A9 mohon di perbaiki lagi di versi terbaru reku,5
Min ganti tampilan baru aset dan akun saya hilang semua Ini bagiamana min?,1
Mau deposit lewat dana susah bener,5
tidak berfaeda,1
App reku terbaru gak bisa dibuka di hp xiaomi redmi note 5,3
kasih bintang,1
No komen,5
bagus dan bermanfaat... semoga sukses terus...,5
"Saya kasih bintang 5. Sudah sangat bagus, pas update juga tambah bagus. Minusnya tidak ada koin BNB. Overall sudah sangat bagus, rekomended deh pokoknya!🔥",5
Kok wd krypto dari rek.ku mahal gitu.....,1
Sangat suka dengan UI aplikasi yg sekarang,5
Great Exchange 👍,5
"Ahirnya yg di tunggu2 mncul juga, yaitu staking nya, namun sayang , coin idola nya belum bisa di stake, yaitu shiba inu dan uny, hedehhh , turun bitang lah, shiba dan uny gak bisa di stake. Kalo sudah bisa di stake shiba dan uny, ane tambah lagi buntang nya.",3
"Yang penting aman, percuma bagus kalau gak aman, mari silahkan isi username ini 👉b a r o k a h👈 ketika di awal mendaftar nanti supaya akun kalian terverifikasi dan aktif dan gak hanya itu aja kalian juga memperoleh tambahan hadiah dari aplikasi ini, aplikasi ini cocok dan aman sekali buat kalian yang mau trading atau investasi, selamat mencoba dan semoga berhasil ya.",5
Aplikasi yg terbaru lebih keren.. Lebih mudah di paham i.. Semoga ke depan nya makin mudah.,5
"Penipu ""Pasal 28 ayat (1) UU ITE yaitu setiap orang dengan sengaja, dan tanpa hak menyebarkan berita bohong dan menyesatkan yang mengakibatkan kerugian konsumen dalam transaksi elektronik dipidana penjara paling lama 6 tahun dan/atau denda paling banyak Rp1 miliar.""",1
its better than before..love it,5
Reku sangat hebat gampang kyc nga ribet kya apk sebelah top lah,5
Aplikasinya bagus recommend,5
"Min, setelah di perbaharui ke versi terbaru, kenapa apk nya keluar sendiri ? Solusi nya min",3
"Tampilan sekarang enak sekali di pandang, aplikasinya juga smooth, mudah di pakai juga, benar-benar upgrade yang memuaskan.. 👍👍👍👍👍",5
mancabb.....👍👍👍,5
"Good App, makin bagus aplikasinya dan keren. Dijamin makin banyak yang tertarik untuk terjun ke dunia cryptocurrency 👍",5
Nice platform,5
apk yg bagus,5
mantul,5
mantafff,5
"tingkatkan performanya, tambahin koin koin nya ya",4
Exchange yang memuaskan hati menurutku. simple dan cepat,5
Dear reku pls aplikasinya udah bagus yang ada kendala d saya adalah kyc pertama di tolak tapi jangan lah lama betul konfirmasinya ni saya kyc lagi pls lah upruf. Saya tidak membedakan sama yang lainnya tapi di sebelah gak Sampek beberapa hari gitu. Saya harap dapat d mengerti akan hal ini satu lagi semoga servernya lebih baik lagi. Untuk reting bisah d rubah bila2 waktu semoga dapat d pahami.,1
zonk,1
market bagus,5
Ko sekarang mint kode otp mya lama,4
kren,5
bagus,5
pelayanan dan proses verifikasi nya tolong di mudahkan,4
Gooood,5
Baik,5
"Semoga ada perbaikan kedepannya, verifikasi harus diulang2 baru sukses.",1
mantab,5
sangat baik dan sangat membantu,5
Semoga kedepannya bisa deposit via GoPay,5
josss,5
mantul,5
sangat bagus,5
Dear rekening ku.. Ada masukan.. Untuk chard di web.. Tolong tambahin Untuk indikator yang sudah d setting kaya MA rsi garis dll.. Tolong d permanenin.. Jadi ga ngulang dari awal... Terus.. Masa.. Mau liat trading indikator dll harus setting dari awal terus.. Kan cape... Memng bisa pake treding view tapi kan.. Candle nya agak beda.. Ga sama.. Sama untuk scale prace dilenkapi contoh shiba kan ada 4 pips masa di tulis 3 doang 0.201 - 0.209 ditulis 0.20 padahal pips terhir penting,5
lancar terus,5
Biaya withdraw terlalu mahal. Transaksi jual beli pending mulu. Biaya topup dana langsung kena admin. Begitu juga penarikan dana admin lagi. Beda ama apk sebelah yang free admin topup.,1
rekeningku mantab,5
Sy beri bintang 2 dulu. Jika sdh memuaskan In Syaa Allah saya naikkan lagi ratingnya.,2
"Turunin bintang aja,udah susah masuk",1
bagus,3
Dulu waktu doge pump.. Rekening ku menutup witdrw.. Gua gx percaya ini aplikasi,1
mantap,5
mantap,5
sangat bagus,4
Crypto exchange terbaik..mudah depo dan WD..,5
Mantap pokokny,5
"Aplikasi jelek, migrasi data lama saja tidak bisa, ampun dehhh.. pakai aplikasi lain saja lebih gampang dan murah, cs nya baik juga , disini payah, seharian migrasi lama sekali",1
Belum perlu,1
baru mau coba...,4
Aplikasinya mudah dipahami untuk pemula seperti saya,5
ok banget... 🍏,5
trimakasih bisa bertransakai dengan mudah👍,5
pasar spot kripto terpercaya,5
sangat baik,5
"Diajarin Suami Saya ,tpi aku banyak yg belum faham ,awal mula saya'apa ini nanti bisa menguntungkan nantinya dgn modal minimal???terserah pakee,...",4
aplikasi yg sangat bagus untuk investasi Crypto,4
Jual instan sprti jual limit lama,3
Cukup bagus tapi kurang nya masih sedikit coinnya mudah2 an bisa ditambah lagi spt coin2 micin pasti tambah banyak penggunanya tks,5
"Apk gajelas ,minta kebijakan buat ganti nomer hp aja smpe disuspend",1
ok,5
Jooooz,5
Jooooz,5
bagus,5
Kakak ijin tanya apakah rekening ada ijin OJK?,4
bagus aplikasinya mudah dimengerti,5
cukup membantu,4
Mantap**********,5
Bagus,5
semoga bermanfaat,5
mantap,5
mantap,5
Ok,4
"Saya sebagai pemakai yang sudah lama, setelah update aplikasi tiba"" Saldo saya hilang 2 juta di bicoin yfii malah pindah ke btc dngan nominal 70 ribu, saya sangat kecewa dengan aplikasi ini, semoga tidak ada lagi korban yang mengalami kejadian ini",1
oke,5
oke,5
mantab,3
"sangat bermanfaat, marketnya makin rame, eksekusi WD selalu cepat",5
Bagus,5
lumayan,5
"Full ribet, mending gak usah download",1
mantaap,5
"sudah 5 th aku Makai rekeningku.. ga pernah aku kecewa.. depo cepat penarikan cepat . grafik nya juga bagus, semoga rekeningku semakin lama semakin baik lagi",5
"Mau login lagi aja ribet, padahal niatnya mau transaksi tapi kalo login nya ribet nyari platform lain aja deh",1
bagus banget,5
"Belum sempat coba, ketika lihat koin sedikit langsung hapus",2
Bagaimana cara mendapatkan bukti potong pajak transaksi Reku?,5
tidak ada ulasan sangat baik,4
mantap,5
i like,5
Proses jual nya lama,1
wintdraw cepat.senang sekalii,5
good job,5
lambat proses withdraw,1
"Taik deposit Hedera kagak masuk masuk emg sih sedikit cuman 148 hbar , eh dimakan juga ni sama aplikasi , perbaiki lagi lol aplikasimu , kalau 1x 24 jam dana kagak masuk berarti benar aplikasi abal abal ni .",1
"Untuk sesuatu yg baru perlu dicoba,semoga sukses tuk pemburu cuan",4
Beli coin cepat. Dijual lama atau bahkan gak bisa karena harga SDH bergerak cepat. malah kurang pula harga nya. Gmna si. Saldo kecil diubah gak bsa kaya fitur di tokokripto,1
bagus si,4
good,5
tolong tambahakan fitur tukar koin!!!,5
Kenapa aku disuspend.? Padahal tidak melakukan aktifitas apapun. Tolong diperbaiki,1
nice reku,5
DOMPET YANG COIN YG BAGUS,5
Aplikasi yang sangat bagus,5
"Kemana saldo gw? Kok hilang? Mulai dari btc sama trx, tolong pertanggungjawabkan",1
sering ubdate,4
sangat bagus,5
memuaskan pakai reku,5
"Biaya wd mahal, dan ada biaya sms OTP juga. Serakah banget njirrr 😳😳😳",1
"Reku sangat bagus sekali, tingkatkan terus sistemnya semakin bagus",5
Good,5
👍👌😁,5
Yes lah,4
baik,4
Bingung mau tanya apa....,5
Wah keren,5
duit gue hilang,1
Klo saya aktifkan keamanan dengan sidik jari/biometrik kok terjadi bug ya program langsung keluar/closed..,4
trs pertahankan,5
Lama bngt proses wd nya,2
blum tahu hasilnya dan caramenggunakan,3
recomend banget,5
