content,score,clean_text,token,stopword_removal,stemming
"Tampilan UI yg simple dan ga ribet dan jangan lupa isilah b, a, r, o, k, a, h ini ketika awal daftar ya,, biar akunmu aktif ya, jadi mudah digunakan, bahkan untuk pemula sekali pun! Keamanan datanya juga oke, pilihan koinnya yg banyak serta biaya fee yg rendah, terus juga sama bonus-bonus dari event yg diadakin sama rekeningku! Ini appnya pokoknya bagus and recomend banget!! #KriptoAmanDiReku",3,tampilan ui yg simple dan ga ribet dan jangan lupa isilah b a r o k a h ini ketika awal daftar ya biar akunmu aktif ya jadi mudah digunakan bahkan untuk pemula sekali pun keamanan datanya juga oke pilihan koinnya yg banyak serta biaya fee yg rendah terus juga sama bonusbonus dari event yg diadakin sama rekeningku ini appnya pokoknya bagus and recomend banget kriptoamandireku,"['tampilan', 'ui', 'yg', 'simple', 'dan', 'ga', 'ribet', 'dan', 'jangan', 'lupa', 'isilah', 'b', 'a', 'r', 'o', 'k', 'a', 'h', 'ini', 'ketika', 'awal', 'daftar', 'ya', 'biar', 'akunmu', 'aktif', 'ya', 'jadi', 'mudah', 'digunakan', 'bahkan', 'untuk', 'pemula', 'sekali', 'pun', 'keamanan', 'datanya', 'juga', 'oke', 'pilihan', 'koinnya', 'yg', 'banyak', 'serta', 'biaya', 'fee', 'yg', 'rendah', 'terus', 'juga', 'sama', 'bonusbonus', 'dari', 'event', 'yg', 'diadakin', 'sama', 'rekeningku', 'ini', 'appnya', 'pokoknya', 'bagus', 'and', 'recomend', 'banget', 'kriptoamandireku']","['tampilan', 'ui', 'yg', 'simple', 'ga', 'ribet', 'jangan', 'lupa', 'isilah', 'b', 'a', 'r', 'o', 'k', 'a', 'h', 'awal', 'daftar', 'biar', 'akunmu', 'aktif', 'jadi', 'mudah', 'digunakan', 'bahkan', 'pemula', 'sekali', 'keamanan', 'datanya', 'oke', 'pilihan', 'koinnya', 'yg', 'banyak', 'biaya', 'fee', 'yg', 'rendah', 'terus', 'sama', 'bonusbonus', 'event', 'yg', 'diadakin', 'sama', 'rekeningku', 'appnya', 'pokoknya', 'bagus', 'and', 'recomend', 'banget', 'kriptoamandireku']","['tampil', 'ui', 'yg', 'simple', 'ga', 'ribet', 'jangan', 'lupa', 'isi', 'b', 'a', 'r', 'o', 'k', 'a', 'h', 'awal', 'daftar', 'biar', 'akun', 'aktif', 'jadi', 'mudah', 'guna', 'bahkan', 'mula', 'sekali', 'aman', 'data', 'oke', 'pilih', 'koin', 'yg', 'banyak', 'biaya', 'fee', 'yg', 'rendah', 'terus', 'sama', 'bonusbonus', 'event', 'yg', 'diadakin', 'sama', 'rekening', 'appnya', 'pokok', 'bagus', 'and', 'recomend', 'banget', 'kriptoamandireku']"
Fee trading mahal...,1,fee trading mahal,"['fee', 'trading', 'mahal']","['fee', 'trading', 'mahal']","['fee', 'trading', 'mahal']"
baik,5,baik,['baik'],['baik'],['baik']
bagus,5,bagus,['bagus'],['bagus'],['bagus']
Sayangnya gak bisa pake keamanan google autentikasi,5,sayangnya gak bisa pake keamanan google autentikasi,"['sayangnya', 'gak', 'bisa', 'pake', 'keamanan', 'google', 'autentikasi']","['sayangnya', 'gak', 'pake', 'keamanan', 'google', 'autentikasi']","['sayang', 'gak', 'pake', 'aman', 'google', 'autentikasi']"
OK,5,ok,['ok'],[],[]
giliran koin micin udah harga tinggi baru di tambahin ke list market. Kocak,1,giliran koin micin udah harga tinggi baru di tambahin ke list market kocak,"['giliran', 'koin', 'micin', 'udah', 'harga', 'tinggi', 'baru', 'di', 'tambahin', 'ke', 'list', 'market', 'kocak']","['giliran', 'koin', 'micin', 'udah', 'harga', 'tinggi', 'baru', 'tambahin', 'list', 'market', 'kocak']","['gilir', 'koin', 'micin', 'udah', 'harga', 'tinggi', 'baru', 'tambahin', 'list', 'market', 'kocak']"
Well,4,well,['well'],['well'],['well']
good,5,good,['good'],['good'],['good']
"JANGAN PAKE REKU,BANYAK NIPU NYA",1,jangan pake rekubanyak nipu nya,"['jangan', 'pake', 'rekubanyak', 'nipu', 'nya']","['jangan', 'pake', 'rekubanyak', 'nipu', 'nya']","['jangan', 'pake', 'rekubanyak', 'nipu', 'nya']"
aplikasi sangat membantu 👌,5,aplikasi sangat membantu 👌,"['aplikasi', 'sangat', 'membantu', '👌']","['aplikasi', 'sangat', 'membantu', '👌']","['aplikasi', 'sangat', 'bantu', '']"
"Udah UPDATE JADI LEMOOOT, KAYA KEONG,KURA²,LOADING, PENTIUM 1,",1,udah update jadi lemooot kaya keongkura²loading pentium,"['udah', 'update', 'jadi', 'lemooot', 'kaya', 'keongkura²loading', 'pentium']","['udah', 'update', 'jadi', 'lemooot', 'kaya', 'keongkura²loading', 'pentium']","['udah', 'update', 'jadi', 'lemooot', 'kaya', 'keongkura loading', 'pentium']"
aplikasi yg sangat bagus untuk menyimpan crypto,5,aplikasi yg sangat bagus untuk menyimpan crypto,"['aplikasi', 'yg', 'sangat', 'bagus', 'untuk', 'menyimpan', 'crypto']","['aplikasi', 'yg', 'sangat', 'bagus', 'menyimpan', 'crypto']","['aplikasi', 'yg', 'sangat', 'bagus', 'simpan', 'crypto']"
Cukup memuaskan 👍,5,cukup memuaskan 👍,"['cukup', 'memuaskan', '👍']","['cukup', 'memuaskan', '👍']","['cukup', 'muas', '']"
ok,5,ok,['ok'],[],[]
So far..so good.Thanks🙏,5,so farso goodthanks🙏,"['so', 'farso', 'goodthanks🙏']","['so', 'farso', 'goodthanks🙏']","['so', 'farso', 'goodthanks']"
belum dapet keuntungan sih dari apk ini😭,2,belum dapet keuntungan sih dari apk ini😭,"['belum', 'dapet', 'keuntungan', 'sih', 'dari', 'apk', 'ini😭']","['dapet', 'keuntungan', 'sih', 'apk', 'ini😭']","['dapet', 'untung', 'sih', 'apk', 'ini']"
Saya sebagai pengguna aktif reku sangat senang dengan aplikasi ini terutama dari fee yang tidak terlalu mahal dan minimal depo yang cukup terjangkau sangat membantu saya sebagai pemula yang coba2. Kalau bisa tambahkan investasi Emas,5,saya sebagai pengguna aktif reku sangat senang dengan aplikasi ini terutama dari fee yang tidak terlalu mahal dan minimal depo yang cukup terjangkau sangat membantu saya sebagai pemula yang coba kalau bisa tambahkan investasi emas,"['saya', 'sebagai', 'pengguna', 'aktif', 'reku', 'sangat', 'senang', 'dengan', 'aplikasi', 'ini', 'terutama', 'dari', 'fee', 'yang', 'tidak', 'terlalu', 'mahal', 'dan', 'minimal', 'depo', 'yang', 'cukup', 'terjangkau', 'sangat', 'membantu', 'saya', 'sebagai', 'pemula', 'yang', 'coba', 'kalau', 'bisa', 'tambahkan', 'investasi', 'emas']","['pengguna', 'aktif', 'reku', 'sangat', 'senang', 'aplikasi', 'terutama', 'fee', 'terlalu', 'mahal', 'minimal', 'depo', 'cukup', 'terjangkau', 'sangat', 'membantu', 'pemula', 'coba', 'kalau', 'tambahkan', 'investasi', 'emas']","['guna', 'aktif', 'reku', 'sangat', 'senang', 'aplikasi', 'utama', 'fee', 'terlalu', 'mahal', 'minimal', 'depo', 'cukup', 'jangkau', 'sangat', 'bantu', 'mula', 'coba', 'kalau', 'tambah', 'investasi', 'emas']"
"Wahhh menyala reku. Akhirnya penantian yg lama ditunggu² ini inovasi yg luar biasa, apalagi bagi pemula yg berkeinginan utk belajar mengasah skill dalam investment. Makasih ya buat CEO -Co Founder dan tim support sukses selalu. Harapan kedepannya ya semoga ada project seperti mainnet dari reku nya, kayak yg lainnya gitu heheheee",5,wahhh menyala reku akhirnya penantian yg lama ditunggu² ini inovasi yg luar biasa apalagi bagi pemula yg berkeinginan utk belajar mengasah skill dalam investment makasih ya buat ceo co founder dan tim support sukses selalu harapan kedepannya ya semoga ada project seperti mainnet dari reku nya kayak yg lainnya gitu heheheee,"['wahhh', 'menyala', 'reku', 'akhirnya', 'penantian', 'yg', 'lama', 'ditunggu²', 'ini', 'inovasi', 'yg', 'luar', 'biasa', 'apalagi', 'bagi', 'pemula', 'yg', 'berkeinginan', 'utk', 'belajar', 'mengasah', 'skill', 'dalam', 'investment', 'makasih', 'ya', 'buat', 'ceo', 'co', 'founder', 'dan', 'tim', 'support', 'sukses', 'selalu', 'harapan', 'kedepannya', 'ya', 'semoga', 'ada', 'project', 'seperti', 'mainnet', 'dari', 'reku', 'nya', 'kayak', 'yg', 'lainnya', 'gitu', 'heheheee']","['wahhh', 'menyala', 'reku', 'akhirnya', 'penantian', 'yg', 'lama', 'ditunggu²', 'inovasi', 'yg', 'luar', 'biasa', 'pemula', 'yg', 'berkeinginan', 'utk', 'belajar', 'mengasah', 'skill', 'investment', 'makasih', 'buat', 'ceo', 'co', 'founder', 'tim', 'support', 'sukses', 'selalu', 'harapan', 'kedepannya', 'semoga', 'project', 'mainnet', 'reku', 'nya', 'kayak', 'yg', 'lainnya', 'gitu', 'heheheee']","['wahhh', 'nyala', 'reku', 'akhir', 'nanti', 'yg', 'lama', 'tunggu', 'inovasi', 'yg', 'luar', 'biasa', 'mula', 'yg', 'ingin', 'utk', 'ajar', 'asah', 'skill', 'investment', 'makasih', 'buat', 'ceo', 'co', 'founder', 'tim', 'support', 'sukses', 'selalu', 'harap', 'depan', 'moga', 'project', 'mainnet', 'reku', 'nya', 'kayak', 'yg', 'lain', 'gitu', 'heheheee']"
Seharusnya saya tidak memilih apk ini saya sungguh kecewa,1,seharusnya saya tidak memilih apk ini saya sungguh kecewa,"['seharusnya', 'saya', 'tidak', 'memilih', 'apk', 'ini', 'saya', 'sungguh', 'kecewa']","['memilih', 'apk', 'sungguh', 'kecewa']","['pilih', 'apk', 'sungguh', 'kecewa']"
"lumayan dikit"" belajar nabung crypto, yg blm punya ref nih @restusukmara terimakasih",5,lumayan dikit belajar nabung crypto yg blm punya ref nih restusukmara terimakasih,"['lumayan', 'dikit', 'belajar', 'nabung', 'crypto', 'yg', 'blm', 'punya', 'ref', 'nih', 'restusukmara', 'terimakasih']","['lumayan', 'dikit', 'belajar', 'nabung', 'crypto', 'yg', 'blm', 'punya', 'ref', 'nih', 'restusukmara', 'terimakasih']","['lumayan', 'dikit', 'ajar', 'nabung', 'crypto', 'yg', 'blm', 'punya', 'ref', 'nih', 'restusukmara', 'terimakasih']"
2 di dalam aplikasinya ada kendala pas mau minta bantuan sama admin tidak bisa chat admin tertutup,3,di dalam aplikasinya ada kendala pas mau minta bantuan sama admin tidak bisa chat admin tertutup,"['di', 'dalam', 'aplikasinya', 'ada', 'kendala', 'pas', 'mau', 'minta', 'bantuan', 'sama', 'admin', 'tidak', 'bisa', 'chat', 'admin', 'tertutup']","['aplikasinya', 'kendala', 'pas', 'mau', 'minta', 'bantuan', 'sama', 'admin', 'chat', 'admin', 'tertutup']","['aplikasi', 'kendala', 'pas', 'mau', 'minta', 'bantu', 'sama', 'admin', 'chat', 'admin', 'tutup']"
sangat bagus,5,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']"
Reku tolong update supaya bisa Terima dogs coin,5,reku tolong update supaya bisa terima dogs coin,"['reku', 'tolong', 'update', 'supaya', 'bisa', 'terima', 'dogs', 'coin']","['reku', 'update', 'terima', 'dogs', 'coin']","['reku', 'update', 'terima', 'dogs', 'coin']"
Ini kek app sebelah gak yah ? Banyak potongan tersembunyi?,4,ini kek app sebelah gak yah  banyak potongan tersembunyi,"['ini', 'kek', 'app', 'sebelah', 'gak', 'yah', 'banyak', 'potongan', 'tersembunyi']","['kek', 'app', 'sebelah', 'gak', 'yah', 'banyak', 'potongan', 'tersembunyi']","['kek', 'app', 'belah', 'gak', 'yah', 'banyak', 'potong', 'sembunyi']"
"invest...aman... penarikan dan depo,...lancar .tidak kena hack,...untuk saat ini... sukses slalu Reku...👍👍👍",5,investaman penarikan dan depolancar tidak kena hackuntuk saat ini sukses slalu reku👍👍👍,"['investaman', 'penarikan', 'dan', 'depolancar', 'tidak', 'kena', 'hackuntuk', 'saat', 'ini', 'sukses', 'slalu', 'reku👍👍👍']","['investaman', 'penarikan', 'depolancar', 'kena', 'hackuntuk', 'sukses', 'slalu', 'reku👍👍👍']","['investaman', 'tari', 'depolancar', 'kena', 'hackuntuk', 'sukses', 'slalu', 'reku']"
"Karena kadang suka gak bisa login/nge blank, maaf dikurangin🙏🙏🙏 @hildan14",3,karena kadang suka gak bisa loginnge blank maaf dikurangin🙏🙏🙏 hildan,"['karena', 'kadang', 'suka', 'gak', 'bisa', 'loginnge', 'blank', 'maaf', 'dikurangin🙏🙏🙏', 'hildan']","['kadang', 'suka', 'gak', 'loginnge', 'blank', 'maaf', 'dikurangin🙏🙏🙏', 'hildan']","['kadang', 'suka', 'gak', 'loginnge', 'blank', 'maaf', 'rangin', 'hildan']"
ini baru mantap 👍,5,ini baru mantap 👍,"['ini', 'baru', 'mantap', '👍']","['baru', 'mantap', '👍']","['baru', 'mantap', '']"
muhammad rizki nurfaroz,5,muhammad rizki nurfaroz,"['muhammad', 'rizki', 'nurfaroz']","['muhammad', 'rizki', 'nurfaroz']","['muhammad', 'rizki', 'nurfaroz']"
Min. di menu favorit shortby nya belum ada.,5,min di menu favorit shortby nya belum ada,"['min', 'di', 'menu', 'favorit', 'shortby', 'nya', 'belum', 'ada']","['min', 'menu', 'favorit', 'shortby', 'nya']","['min', 'menu', 'favorit', 'shortby', 'nya']"
"Bagus,ui sederhana mudah dipahami oleh pemula.....saran mohon tambahkan fitur switch antar token cripto jd tidak perlu jual ke idr dulu",4,bagusui sederhana mudah dipahami oleh pemulasaran mohon tambahkan fitur switch antar token cripto jd tidak perlu jual ke idr dulu,"['bagusui', 'sederhana', 'mudah', 'dipahami', 'oleh', 'pemulasaran', 'mohon', 'tambahkan', 'fitur', 'switch', 'antar', 'token', 'cripto', 'jd', 'tidak', 'perlu', 'jual', 'ke', 'idr', 'dulu']","['bagusui', 'sederhana', 'mudah', 'dipahami', 'pemulasaran', 'mohon', 'tambahkan', 'fitur', 'switch', 'antar', 'token', 'cripto', 'jd', 'perlu', 'jual', 'idr', 'dulu']","['bagusui', 'sederhana', 'mudah', 'paham', 'pemulasaran', 'mohon', 'tambah', 'fitur', 'switch', 'antar', 'token', 'cripto', 'jd', 'perlu', 'jual', 'idr', 'dulu']"
"Dari awal bikin akun mpe saat ini(selama postingan ga dihapus )..Saya gak pernah kasi ijin/kuasa ke siapa pun ,Akun ini dibuat ya buat saya sendiri",3,dari awal bikin akun mpe saat iniselama postingan ga dihapus saya gak pernah kasi ijinkuasa ke siapa pun akun ini dibuat ya buat saya sendiri,"['dari', 'awal', 'bikin', 'akun', 'mpe', 'saat', 'iniselama', 'postingan', 'ga', 'dihapus', 'saya', 'gak', 'pernah', 'kasi', 'ijinkuasa', 'ke', 'siapa', 'pun', 'akun', 'ini', 'dibuat', 'ya', 'buat', 'saya', 'sendiri']","['awal', 'bikin', 'akun', 'mpe', 'iniselama', 'postingan', 'ga', 'dihapus', 'gak', 'pernah', 'kasi', 'ijinkuasa', 'siapa', 'akun', 'dibuat', 'buat', 'sendiri']","['awal', 'bikin', 'akun', 'mpe', 'iniselama', 'postingan', 'ga', 'hapus', 'gak', 'pernah', 'kasi', 'ijinkuasa', 'siapa', 'akun', 'buat', 'buat', 'sendiri']"
Gokil next tambahin Reksadana dan emas min,5,gokil next tambahin reksadana dan emas min,"['gokil', 'next', 'tambahin', 'reksadana', 'dan', 'emas', 'min']","['gokil', 'next', 'tambahin', 'reksadana', 'emas', 'min']","['gokil', 'next', 'tambahin', 'reksadana', 'emas', 'min']"
"sudah mantap, dan tolong jangan terlalu banyak mengambil keuntungan dalam fee jual beli pengguna Reku",5,sudah mantap dan tolong jangan terlalu banyak mengambil keuntungan dalam fee jual beli pengguna reku,"['sudah', 'mantap', 'dan', 'tolong', 'jangan', 'terlalu', 'banyak', 'mengambil', 'keuntungan', 'dalam', 'fee', 'jual', 'beli', 'pengguna', 'reku']","['mantap', 'jangan', 'terlalu', 'banyak', 'mengambil', 'keuntungan', 'fee', 'jual', 'beli', 'pengguna', 'reku']","['mantap', 'jangan', 'terlalu', 'banyak', 'ambil', 'untung', 'fee', 'jual', 'beli', 'guna', 'reku']"
Sangat membantu bagi yang menggunakan,5,sangat membantu bagi yang menggunakan,"['sangat', 'membantu', 'bagi', 'yang', 'menggunakan']","['sangat', 'membantu', 'menggunakan']","['sangat', 'bantu', 'guna']"
baik,5,baik,['baik'],['baik'],['baik']
"Overall appnya bagus ya Smua lancar Cs jg cpt responnya,feenya standart sesuai dgn app yg mudah dimengerti pemula, Sayangnya tampilan setelah update jadi kurang bagus sebelum ad update Saham As tampilan wallet kita keren bgt dan setelah update jadi kaku bgt tampilannya ga smooth spt dulu. Tapi tampilannya msh lebih baik dibanding apk lain. Saran saya kembalikan sj model ke tampilan lama lebih unik utk reku.",5,overall appnya bagus ya smua lancar cs jg cpt responnyafeenya standart sesuai dgn app yg mudah dimengerti pemula sayangnya tampilan setelah update jadi kurang bagus sebelum ad update saham as tampilan wallet kita keren bgt dan setelah update jadi kaku bgt tampilannya ga smooth spt dulu tapi tampilannya msh lebih baik dibanding apk lain saran saya kembalikan sj model ke tampilan lama lebih unik utk reku,"['overall', 'appnya', 'bagus', 'ya', 'smua', 'lancar', 'cs', 'jg', 'cpt', 'responnyafeenya', 'standart', 'sesuai', 'dgn', 'app', 'yg', 'mudah', 'dimengerti', 'pemula', 'sayangnya', 'tampilan', 'setelah', 'update', 'jadi', 'kurang', 'bagus', 'sebelum', 'ad', 'update', 'saham', 'as', 'tampilan', 'wallet', 'kita', 'keren', 'bgt', 'dan', 'setelah', 'update', 'jadi', 'kaku', 'bgt', 'tampilannya', 'ga', 'smooth', 'spt', 'dulu', 'tapi', 'tampilannya', 'msh', 'lebih', 'baik', 'dibanding', 'apk', 'lain', 'saran', 'saya', 'kembalikan', 'sj', 'model', 'ke', 'tampilan', 'lama', 'lebih', 'unik', 'utk', 'reku']","['overall', 'appnya', 'bagus', 'smua', 'lancar', 'cs', 'jg', 'cpt', 'responnyafeenya', 'standart', 'sesuai', 'dgn', 'app', 'yg', 'mudah', 'dimengerti', 'pemula', 'sayangnya', 'tampilan', 'update', 'jadi', 'kurang', 'bagus', 'ad', 'update', 'saham', 'as', 'tampilan', 'wallet', 'keren', 'bgt', 'update', 'jadi', 'kaku', 'bgt', 'tampilannya', 'ga', 'smooth', 'spt', 'dulu', 'tampilannya', 'msh', 'lebih', 'baik', 'dibanding', 'apk', 'saran', 'kembalikan', 'sj', 'model', 'tampilan', 'lama', 'lebih', 'unik', 'utk', 'reku']","['overall', 'appnya', 'bagus', 'smua', 'lancar', 'cs', 'jg', 'cpt', 'responnyafeenya', 'standart', 'sesuai', 'dgn', 'app', 'yg', 'mudah', 'erti', 'mula', 'sayang', 'tampil', 'update', 'jadi', 'kurang', 'bagus', 'ad', 'update', 'saham', 'as', 'tampil', 'wallet', 'keren', 'bgt', 'update', 'jadi', 'kaku', 'bgt', 'tampil', 'ga', 'smooth', 'spt', 'dulu', 'tampil', 'msh', 'lebih', 'baik', 'banding', 'apk', 'saran', 'kembali', 'sj', 'model', 'tampil', 'lama', 'lebih', 'unik', 'utk', 'reku']"
Aplikasi yang sangat bagus. Mudah dan adminya fas respon,5,aplikasi yang sangat bagus mudah dan adminya fas respon,"['aplikasi', 'yang', 'sangat', 'bagus', 'mudah', 'dan', 'adminya', 'fas', 'respon']","['aplikasi', 'sangat', 'bagus', 'mudah', 'adminya', 'fas', 'respon']","['aplikasi', 'sangat', 'bagus', 'mudah', 'adminya', 'fas', 'respon']"
Jaringan ton knpa tidak bisa digunakan Sya sudah bli mau kitim tidak bisa,3,jaringan ton knpa tidak bisa digunakan sya sudah bli mau kitim tidak bisa,"['jaringan', 'ton', 'knpa', 'tidak', 'bisa', 'digunakan', 'sya', 'sudah', 'bli', 'mau', 'kitim', 'tidak', 'bisa']","['jaringan', 'ton', 'knpa', 'digunakan', 'sya', 'bli', 'mau', 'kitim']","['jaring', 'ton', 'knpa', 'guna', 'sya', 'bli', 'mau', 'kitim']"
ribet amat mau ganti nomor aja,1,ribet amat mau ganti nomor aja,"['ribet', 'amat', 'mau', 'ganti', 'nomor', 'aja']","['ribet', 'mau', 'ganti', 'nomor', 'aja']","['ribet', 'mau', 'ganti', 'nomor', 'aja']"
bagus,5,bagus,['bagus'],['bagus'],['bagus']
Aplikasi platform untuk kripto terbaik dan keren serta Fungsional 😊👍👍👍,5,aplikasi platform untuk kripto terbaik dan keren serta fungsional 😊👍👍👍,"['aplikasi', 'platform', 'untuk', 'kripto', 'terbaik', 'dan', 'keren', 'serta', 'fungsional', '😊👍👍👍']","['aplikasi', 'platform', 'kripto', 'terbaik', 'keren', 'fungsional', '😊👍👍👍']","['aplikasi', 'platform', 'kripto', 'baik', 'keren', 'fungsional', '']"
"Aplikasi nya mantap, mudah ,dan jelas aman. Semoga terus berkembang lagi😁",5,aplikasi nya mantap mudah dan jelas aman semoga terus berkembang lagi😁,"['aplikasi', 'nya', 'mantap', 'mudah', 'dan', 'jelas', 'aman', 'semoga', 'terus', 'berkembang', 'lagi😁']","['aplikasi', 'nya', 'mantap', 'mudah', 'jelas', 'aman', 'semoga', 'terus', 'berkembang', 'lagi😁']","['aplikasi', 'nya', 'mantap', 'mudah', 'jelas', 'aman', 'moga', 'terus', 'kembang', 'lagi']"
REKU JAYAA🔥,5,reku jayaa🔥,"['reku', 'jayaa🔥']","['reku', 'jayaa🔥']","['reku', 'jayaa']"
Bravo Reku.. Semoga lebih banyak fitur menarik dan ramah di koneksi..,5,bravo reku semoga lebih banyak fitur menarik dan ramah di koneksi,"['bravo', 'reku', 'semoga', 'lebih', 'banyak', 'fitur', 'menarik', 'dan', 'ramah', 'di', 'koneksi']","['bravo', 'reku', 'semoga', 'lebih', 'banyak', 'fitur', 'menarik', 'ramah', 'koneksi']","['bravo', 'reku', 'moga', 'lebih', 'banyak', 'fitur', 'tarik', 'ramah', 'koneksi']"
"kalo emang cm bs 2 alamat wallet, alamat lain gausah dimasukin alasanya cm mendukung trc sm erc tapi alamat wallet dimasukin dikoin, emang mau menjebak orang biar salah, saran gw gausah pake app ini mending binance atau aplikasi lain yg waras, bukti transaksi semua ada gw tapi cs bilang duitnya ilang karna alamat walletny yg kekoin langsung gabisa cm erc sama trc, fee juga ga ngotak gede intinya bermasalah",1,kalo emang cm bs  alamat wallet alamat lain gausah dimasukin alasanya cm mendukung trc sm erc tapi alamat wallet dimasukin dikoin emang mau menjebak orang biar salah saran gw gausah pake app ini mending binance atau aplikasi lain yg waras bukti transaksi semua ada gw tapi cs bilang duitnya ilang karna alamat walletny yg kekoin langsung gabisa cm erc sama trc fee juga ga ngotak gede intinya bermasalah,"['kalo', 'emang', 'cm', 'bs', 'alamat', 'wallet', 'alamat', 'lain', 'gausah', 'dimasukin', 'alasanya', 'cm', 'mendukung', 'trc', 'sm', 'erc', 'tapi', 'alamat', 'wallet', 'dimasukin', 'dikoin', 'emang', 'mau', 'menjebak', 'orang', 'biar', 'salah', 'saran', 'gw', 'gausah', 'pake', 'app', 'ini', 'mending', 'binance', 'atau', 'aplikasi', 'lain', 'yg', 'waras', 'bukti', 'transaksi', 'semua', 'ada', 'gw', 'tapi', 'cs', 'bilang', 'duitnya', 'ilang', 'karna', 'alamat', 'walletny', 'yg', 'kekoin', 'langsung', 'gabisa', 'cm', 'erc', 'sama', 'trc', 'fee', 'juga', 'ga', 'ngotak', 'gede', 'intinya', 'bermasalah']","['kalo', 'emang', 'cm', 'bs', 'alamat', 'wallet', 'alamat', 'gausah', 'dimasukin', 'alasanya', 'cm', 'mendukung', 'trc', 'sm', 'erc', 'alamat', 'wallet', 'dimasukin', 'dikoin', 'emang', 'mau', 'menjebak', 'orang', 'biar', 'salah', 'saran', 'gw', 'gausah', 'pake', 'app', 'mending', 'binance', 'aplikasi', 'yg', 'waras', 'bukti', 'transaksi', 'semua', 'gw', 'cs', 'bilang', 'duitnya', 'ilang', 'karna', 'alamat', 'walletny', 'yg', 'kekoin', 'langsung', 'gabisa', 'cm', 'erc', 'sama', 'trc', 'fee', 'ga', 'ngotak', 'gede', 'intinya', 'bermasalah']","['kalo', 'emang', 'cm', 'bs', 'alamat', 'wallet', 'alamat', 'gausah', 'dimasukin', 'alasanya', 'cm', 'dukung', 'trc', 'sm', 'erc', 'alamat', 'wallet', 'dimasukin', 'koin', 'emang', 'mau', 'jebak', 'orang', 'biar', 'salah', 'saran', 'gw', 'gausah', 'pake', 'app', 'mending', 'binance', 'aplikasi', 'yg', 'waras', 'bukti', 'transaksi', 'semua', 'gw', 'cs', 'bilang', 'duit', 'ilang', 'karna', 'alamat', 'walletny', 'yg', 'koin', 'langsung', 'gabisa', 'cm', 'erc', 'sama', 'trc', 'fee', 'ga', 'ngotak', 'gede', 'inti', 'masalah']"
Suka,5,suka,['suka'],['suka'],['suka']
baik,5,baik,['baik'],['baik'],['baik']
Kenapa jadi jelek? Masa pasang alarm nya bisa2nya ga bunyi tp ada berita masuk dia bisa bunyi ckck,2,kenapa jadi jelek masa pasang alarm nya bisanya ga bunyi tp ada berita masuk dia bisa bunyi ckck,"['kenapa', 'jadi', 'jelek', 'masa', 'pasang', 'alarm', 'nya', 'bisanya', 'ga', 'bunyi', 'tp', 'ada', 'berita', 'masuk', 'dia', 'bisa', 'bunyi', 'ckck']","['jadi', 'jelek', 'masa', 'pasang', 'alarm', 'nya', 'bisanya', 'ga', 'bunyi', 'tp', 'berita', 'masuk', 'bunyi', 'ckck']","['jadi', 'jelek', 'masa', 'pasang', 'alarm', 'nya', 'bisa', 'ga', 'bunyi', 'tp', 'berita', 'masuk', 'bunyi', 'ckck']"
mantap...,5,mantap,['mantap'],['mantap'],['mantap']
Live chat nya g kebuka parah enak yg dulu pass respon sekarang agak sulit,3,live chat nya g kebuka parah enak yg dulu pass respon sekarang agak sulit,"['live', 'chat', 'nya', 'g', 'kebuka', 'parah', 'enak', 'yg', 'dulu', 'pass', 'respon', 'sekarang', 'agak', 'sulit']","['live', 'chat', 'nya', 'g', 'kebuka', 'parah', 'enak', 'yg', 'dulu', 'pass', 'respon', 'sekarang', 'sulit']","['live', 'chat', 'nya', 'g', 'buka', 'parah', 'enak', 'yg', 'dulu', 'pass', 'respon', 'sekarang', 'sulit']"
good,5,good,['good'],['good'],['good']
bagus,5,bagus,['bagus'],['bagus'],['bagus']
cukup baik semoga bisa menaikan per ekonomian bagi pengguna,5,cukup baik semoga bisa menaikan per ekonomian bagi pengguna,"['cukup', 'baik', 'semoga', 'bisa', 'menaikan', 'per', 'ekonomian', 'bagi', 'pengguna']","['cukup', 'baik', 'semoga', 'menaikan', 'per', 'ekonomian', 'pengguna']","['cukup', 'baik', 'moga', 'naik', 'per', 'ekonomi', 'guna']"
keren,5,keren,['keren'],['keren'],['keren']
good,5,good,['good'],['good'],['good']
Sangat bagus,5,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']"
good aplikasi crypto,5,good aplikasi crypto,"['good', 'aplikasi', 'crypto']","['good', 'aplikasi', 'crypto']","['good', 'aplikasi', 'crypto']"
"Apk ya bagus jual beli pun tanpa harus menunggu dlu,, tetap pertahan kan apk ya salam sukses ✨✨",5,apk ya bagus jual beli pun tanpa harus menunggu dlu tetap pertahan kan apk ya salam sukses ✨✨,"['apk', 'ya', 'bagus', 'jual', 'beli', 'pun', 'tanpa', 'harus', 'menunggu', 'dlu', 'tetap', 'pertahan', 'kan', 'apk', 'ya', 'salam', 'sukses', '✨✨']","['apk', 'bagus', 'jual', 'beli', 'menunggu', 'dlu', 'tetap', 'pertahan', 'kan', 'apk', 'salam', 'sukses', '✨✨']","['apk', 'bagus', 'jual', 'beli', 'tunggu', 'dlu', 'tetap', 'tahan', 'kan', 'apk', 'salam', 'sukses', '']"
ok,5,ok,['ok'],[],[]
