userName,at,content,text_tokens_stemmed,Label,Label NB
Pengguna Google,2024-09-28 22:48:29,"Aplikasi Cacad ! Menu pembayaran dipasang kaspro namun tidak bisa potong Adira poin, merugikan konsumen !!!!! Dah Kaspro aplikasi ga jelas tambah lagi Adira ga jelas !!!!",aplikasi cacad menu bayar pasang kaspro potong adira poin rugi konsumen dah kaspro aplikasi ga adira ga,negatif,negatif
Pengguna Google,2024-09-28 18:52:52,Ga jelas. Apk ngeleg banget. Tingkatkan performa nya,ga apk ngeleg banget tingkat performa nya,negatif,negatif
Pengguna Google,2024-09-28 17:29:00,Pembayaran lewat adiraku sedikit lemot setatus sudah di bayar tetapi masih ada tagihan kadang juga wa !! Nyesel besok lagi ga bakal ambil lesing Adira,bayar adiraku lot setatus bayar tagih kadang wa nyesel besok ga ambil lesing adira,negatif,negatif
Pengguna Google,2024-09-28 17:24:47,Sangat membantu...,bantu,positif,positif
Pengguna Google,2024-09-28 12:43:56,Resspon yg sangat cepat . Transparan . Lebih mudah buat bayar cicilan . Sangat jelas riwayat pembayaran,resspon yg cepat transparan mudah bayar cicil riwayat bayar,positif,positif
Pengguna Google,2024-09-28 10:57:02,Bagus,bagus,positif,positif
Pengguna Google,2024-09-28 02:31:46,Semakin ribet ?! Mau lihat kontrak pembayaran susah !!! Gajelas,ribet lihat kontrak bayar susah gajelas,negatif,negatif
Pengguna Google,2024-09-28 00:53:09,Okok,okok,positif,positif
Pengguna Google,2024-09-27 21:44:18,Adira aplikasi jelek fitur adira pay di non aktifkan dan diberikan alternatif pembayaran lain tapi gak juga bisa di gunakan apaan mending tutup aja aplikasinya sekalian biar manual aja,adira aplikasi jelek fitur adira pay non aktif alternatif bayar gak mending tutup aja aplikasi biar manual aja,negatif,negatif
Pengguna Google,2024-09-27 18:33:53,"Jangan pernah ambil motor di adira,kalau mau ambil di BAB yg bagus, soalnya kalau adira kita pelunasan masa kita di kasi kwitansi 2 kali bayar sedangkan kita sudh pelunasan,dikira kita tidak tau aturan finance,katanya adminnya harus bayar angsuran dlu 6 bulan baru bayar lagi pelunasan,gila...",ambil motor adirakalau ambil bab yg bagus adira lunas kasi kwitansi 2 kali bayar sudh pelunasandikira tau atur financekatanya adminnya bayar angsur dlu 6 bayar pelunasangila,negatif,negatif
Pengguna Google,2024-09-27 18:33:23,"Yg bener aja Mau narik saldo adirapay gara gara tidak bisa digunakan lagi mau Transfer malah ga bisa Karena no rek beda namanya dengan yg dikontrak jelas jelas sudah dimasukan no rek Yg benar biarpun itu No Rek Istri, Sudah Masukan kode Otp Juga. Sementara saya tidak memiliki No rek yg bank nya ada Di adira. Jangan Dipersulit lah, Kode otp itu sdh Memperkuat jika itu sudah sepengetahuan pemiliknya",yg bener aja narik saldo adirapay gara gara transfer ga no rek beda nama yg kontrak masuk no rek yg biarpun no rek istri masuk kode otp milik no rek yg bank nya adira sulit kode otp sdh kuat tahu milik,negatif,negatif
Pengguna Google,2024-09-27 18:25:09,"Pakai adira sejak 2019 selalu happy. Setelah ada kaspro jadi males. Top up kok saldonya dipotong, kan kami top up itu ada biaya transfer bank. Habis itu mau bayar pun potong lagi. Mau ngusir pelanggan banget. Masa kerjasama dengan aplikasi rating bintang 1. Kembalikan adirapay saja..yang sudah bagus jangan dirusak, yang kurang bagus saja diperbaiki. Jangan terbalik Kembalikan adirapay.",pakai adira 2019 happy kaspro males top up saldo potong top up biaya transfer bank habis bayar potong ngusir langgan banget kerjasama aplikasi rating bintang 1 kembali adirapay sajayang bagus rusak bagus baik balik kembali adirapay,negatif,negatif
Pengguna Google,2024-09-27 17:43:38,Aplikasi sering eror lemot bngt klo buka kontrak dan skrng adirapay nya mau di ilangin pdhl itu membantu bngt mana masi ada saldonya lg ga bisa di ambil,aplikasi eror lot bngt klo buka kontrak skrng adirapay nya ilangin pdhl bantu bngt mas saldo lg ga ambil,negatif,negatif
Pengguna Google,2024-09-27 17:14:32,Aplikasi adiraku sangat baik untuk mempermudah pembayaran kredit kendaraan yang kita miliki. Tidak perlu pergi ke kantor untuk membayar angsuran mobil atau motor.,aplikasi adiraku mudah bayar kredit kendara milik pergi kantor bayar angsur mobil motor,positif,positif
Pengguna Google,2024-09-27 16:28:34,Saya tidak bisa menukar point adiraku,tukar point adiraku,negatif,positif
Pengguna Google,2024-09-27 16:14:36,Sangat mantap,mantap,positif,positif
Pengguna Google,2024-09-27 13:03:36,"Makin buruk sytem nya adira pay akan di hapus per oktober pdhal mmpermudah untuk mmbayar dan adira point bs buat potong ,klw sdh di hpus ap gunanya adirapoint",buruk sytem nya adira pay hapus oktober pdhal mmpermudah mmbayar adira point bs potong klw sdh hpus ap guna adirapoint,negatif,negatif
Pengguna Google,2024-09-27 01:25:31,Jos,jos,positif,positif
Pengguna Google,2024-09-27 01:02:33,Sangat Bagus,bagus,positif,positif
Pengguna Google,2024-09-26 23:33:00,Sangat membantu,bantu,positif,positif
Pengguna Google,2024-09-26 18:52:16,Ok,ok,positif,positif
Pengguna Google,2024-09-26 11:35:56,SESUDAH DI UPDATE KNP POIN NYA GAK BISA DITUKAR DENGAN VOUCHER PLN??,update knp poin nya gak tukar voucher pln,negatif,negatif
Pengguna Google,2024-09-26 10:28:58,Lemot aplikasinya. Knp kontrak saya hilang di menunya ya? Informasi dari yg survey sama kontrak berbeda. Cara pembayaran jg tidak jelas,lot aplikasi knp kontrak hilang menu ya informasi yg survey kontrak beda bayar jg,negatif,negatif
Pengguna Google,2024-09-26 07:40:49,Top dan memudahkan urusan,top mudah urus,positif,positif
Pengguna Google,2024-09-26 05:37:04,Adira the best bagi saya,adira the best,positif,positif
Pengguna Google,2024-09-26 05:17:08,Sayangnya setelah d donwload tdk bisa d buka aplikasi nya jdi percuma,sayang d donwload tdk d buka aplikasi nya jdi,negatif,negatif
Pengguna Google,2024-09-25 23:07:04,"Bagus,mudah dan cepat untuk pengajuannya",bagusmudah cepat aju,positif,positif
Pengguna Google,2024-09-25 22:07:25,Bagus,bagus,positif,positif
Pengguna Google,2024-09-25 21:55:40,"Ini aplikasi gimana kerja nya gak ngerti, giliran mau lihat kontrak sendiri aja susah nya minta ampun apalagi mmau bayar cicilan susahnya kebangetan ,mohon perbaikan nya demi kenyamanan konsumen. Adira ,,yakin semua pasti ngerasain. Hal yang sama",aplikasi gimana kerja nya gak ngerti gilir lihat kontrak aja susah nya ampun mmau bayar cicil susah banget mohon baik nya nyaman konsumen adira ngerasain,negatif,negatif
Pengguna Google,2024-09-25 21:24:56,Payah banget adira .... angsuran lunas tinggal pengambilan bpkb masih kena asuransi 165rb... g' ada konfirmasi di awal.... payah,payah banget adira angsur lunas tinggal ambil bpkb kena asuransi 165rb g konfirmasi payah,negatif,negatif
Pengguna Google,2024-09-25 19:44:00,Taiiiii pembayaran pakai kaspro kena potongan admin banyak asuw dah abis ini gak akan saya pakai ni adira bunga tinggi pembayaran aja kena doble admin asu,taiiiii bayar pakai kaspro kena potong admin asuw dah abis gak pakai ni adira bunga bayar aja kena doble admin asu,negatif,negatif
Pengguna Google,2024-09-25 15:01:23,saya sudah download aplikasi adiraku tidak bisa di gunakan lemot terus,download aplikasi adiraku lot,negatif,negatif
Pengguna Google,2024-09-25 08:47:43,"Udah gabisa bayar pake adiraapay Padahal sangat membantu buat ga keluar rumah, malah ditutup, klo udah lunas gamau ambil di adira lagi, klo fiturnya dibalikin lagi sih mau👎🏽",udah gabisa bayar pake adiraapay bantu ga rumah tutup klo udah lunas gamau ambil adira klo fiturnya dibalikin sih,negatif,negatif
Pengguna Google,2024-09-25 06:01:43,Sangat membantu,bantu,positif,positif
Pengguna Google,2024-09-25 03:56:02,Aplikasi apa ini nomor gua hilang mau daptar nomor baru susah banget taikkk,aplikasi nomor gua hilang daptar nomor susah banget taikkk,negatif,negatif
Pengguna Google,2024-09-24 22:24:36,"Kenapa sih point yg ada tidak bisa d cairkan skrg, kan lumayan 500ribu point.",sih point yg d cair skrg lumayan 500ribu point,negatif,positif
Pengguna Google,2024-09-24 21:25:10,Sangat baik dan membantu,bantu,positif,positif
Pengguna Google,2024-09-24 20:50:44,Sang at memuaskan,sang at muas,positif,positif
Pengguna Google,2024-09-24 18:53:36,Aplikasi sampah.. Ngak menjaminkan,aplikasi sampah ngak jamin,negatif,negatif
Pengguna Google,2024-09-24 11:21:53,Cukup membantu untuk mengetahui tentang kredit kendaraan kita,bantu kredit kendara,positif,positif
Pengguna Google,2024-09-24 09:24:06,Semoga membantu,moga bantu,positif,positif
Pengguna Google,2024-09-24 08:10:06,Ini kenapa eror terus...angsuran gw jadi kena denda ni..dan ada saldo yg tertinggal di aplikasi..apa ini unsur kesengajaan kah?,eror terusangsuran gw kena denda nidan saldo yg tinggal aplikasiapa unsur sengaja kah,negatif,negatif
Pengguna Google,2024-09-24 01:41:47,Semoga di acc,moga acc,positif,positif
Pengguna Google,2024-09-23 20:29:05,Aplikasi nya bagus bisa bayar cicilan tanpa harus ke kantor tapi mohon jangan di tutup adirapay soal nya sering bayar di adirapay kalau bayar cicilan di kantor kena biaya admin itu saja selebih nya bagus,aplikasi nya bagus bayar cicil kantor mohon tutup adirapay nya bayar adirapay bayar cicil kantor kena biaya admin lebih nya bagus,positif,positif
Pengguna Google,2024-09-23 18:23:55,Sangat baik,,positif,positif
Pengguna Google,2024-09-23 12:21:46,Sangat bagus,bagus,positif,positif
Pengguna Google,2024-09-23 11:30:16,Praktis dan mudah,praktis mudah,positif,positif
Pengguna Google,2024-09-23 10:43:49,Sip ajip,sip ajip,positif,positif
Pengguna Google,2024-09-23 10:30:35,Masih dlm angsuran smg Allah mmpermudah rejeki saya Aamiiiin🙏🐡,dlm angsur smg allah mmpermudah rejeki aamiiiin,positif,positif
Pengguna Google,2024-09-23 06:10:49,Ok,ok,positif,positif
Pengguna Google,2024-09-22 19:45:08,Sangat membantu,bantu,positif,positif
Pengguna Google,2024-09-22 13:15:34,Di aplikasi no kontrak hilang...hm... Gmn ini aplikasinya.,aplikasi no kontrak hilanghm gmn aplikasi,positif,negatif
Pengguna Google,2024-09-22 09:48:42,Oke lah,oke,positif,positif
Pengguna Google,2024-09-22 08:22:18,Mantap,mantap,positif,positif
Pengguna Google,2024-09-22 04:58:00,adira finance dulu sya punya apk adiraku.. tp semenjak saya ganti nomer sya jdi gk bisa cek lagi ng.cek tagihan sya.. kasi sya msukan dong,adira finance sya apk adiraku tp semenjak ganti nomer sya jdi gk cek ngcek tagih sya kasi sya msukan,negatif,negatif
Pengguna Google,2024-09-21 20:18:51,Adira beda dgn APK finance sebelah. Setelah bayar tdk langsung masuk pembayaran di APK. Aneh...,adira beda dgn apk finance belah bayar tdk langsung masuk bayar apk aneh,negatif,negatif
Pengguna Google,2024-09-21 16:03:47,Good,good,positif,positif
Pengguna Google,2024-09-21 11:33:29,Sangat membantu dan bisa lebih mudah,bantu mudah,positif,positif
Pengguna Google,2024-09-21 09:10:37,Ngeblank,ngeblank,negatif,positif
Pengguna Google,2024-09-21 05:35:05,Ok,ok,positif,positif
Pengguna Google,2024-09-21 00:12:14,Coba dlu,coba dlu,positif,positif
Pengguna Google,2024-09-20 17:44:53,Sangat mempermudah ...,mudah,positif,positif
Pengguna Google,2024-09-20 12:36:21,Aplikasi belum ada perbaikan masih sangat lemot mending buang aj bikin nyesek,aplikasi baik lot mending buang aj bikin nyesek,negatif,negatif
Pengguna Google,2024-09-20 12:34:07,"Baik... memudahkan transaksi pembayaran, diawal... habis di-update jadi hilang notifikasi kontrak nya",mudah transaksi bayar awal habis diupdate hilang notifikasi kontrak nya,negatif,negatif
Pengguna Google,2024-09-20 09:15:56,"Tolong perbaiki aplikasinya, sudah bagus pakai Adirapay, malah di ganti pake kaspro, yg ada potongan, dan kaspro harus di upgrade, skrng uang sya tertahan di kaspro,",tolong baik aplikasi bagus pakai adirapay ganti pake kaspro yg potong kaspro upgrade skrng uang sya tahan kaspro,negatif,negatif
Pengguna Google,2024-09-20 00:37:47,Mantap dan bagus,mantap bagus,positif,positif
Pengguna Google,2024-09-19 21:12:50,Sangat bagus,bagus,positif,positif
Pengguna Google,2024-09-19 14:39:51,Mudah bertransaksi,mudah transaksi,positif,positif
Pengguna Google,2024-09-19 13:00:07,"Apk rusak login aja nggk bisa, apa lah aneh banget",apk rusak login aja nggk aneh banget,negatif,negatif
Pengguna Google,2024-09-19 11:46:42,saya rugi mau ngambil bpkb bayar 130rb padahal gak pernah telat bayar sekali lunas suruh bayar lagi,rugi ngambil bpkb bayar 130rb gak telat bayar lunas suruh bayar,negatif,negatif
Pengguna Google,2024-09-19 07:22:52,Aplikasi lelet,aplikasi lelet,negatif,positif
Pengguna Google,2024-09-18 22:44:31,Sangat membantu..tanks adiraku,membantutanks adiraku,positif,positif
Pengguna Google,2024-09-18 16:46:18,Bagus,bagus,positif,positif
Pengguna Google,2024-09-18 15:09:14,Versi tolol top up di batasin gimana mau byr angsuran mobil,versi tolol top up batasin gimana byr angsur mobil,negatif,negatif
Pengguna Google,2024-09-18 12:26:38,Mudah bayarnya,mudah bayar,positif,positif
Pengguna Google,2024-09-18 12:13:31,kenapa pinjaman tunai tidak bisa?,pinjam tunai,negatif,positif
Pengguna Google,2024-09-18 09:05:52,"Aplikasi tdk fungsi dg baik,kontrak hilang dari aplikasi.sudah di log out,di hapus dan install ulabg,masih sama aja. Beda dg aplikasi dari sebelah 😔",aplikasi tdk fungsi dg baikkontrak hilang aplikasisudah log outdi hapus install ulabgmasih aja beda dg aplikasi belah,negatif,negatif
Pengguna Google,2024-09-18 06:24:37,Lemotnya,lot,negatif,negatif
Pengguna Google,2024-09-18 05:18:34,"Kalau aplikasinya gak di repair, dan memperibet konsumen dalam pembayaran, Makan pembayaran juga akan saya peribet,,alias saya gaka akan bayar tanggungan saya di adira, Hutang ratusan juta di adira,tapi bikin aplikasi saja gak mampu,",aplikasi gak repair memperibet konsumen bayar makan bayar peribetalias gaka bayar tanggung adira hutang ratus juta adiratapi bikin aplikasi gak,negatif,negatif
Pengguna Google,2024-09-17 16:52:54,"Beberapa fitur tidak bisa digunakan, seperti pengajuan kredit, dan sering error saat mengajukan pinjaman multiguna, harap di perbaiki",fitur aju kredit error aju pinjam multiguna harap baik,positif,positif
Pengguna Google,2024-09-17 16:28:11,"Sangat Kecewa,tolong tegur karyawan bagian Cs cabang jelutung kota jambi [jln.hayam wuruk] Cs /counter Nomor 09 saya dtg yg ke dua klinya tgl 17/09/2024 Sekira jam 13.00 wib Terkait kredit pettama saya tahun ini,menurut saya perlu di training lgi tentang bahasa indonesia,etika dan adab yg benar krn sangat tidak baik kedepannya demi kemajuan adira khususnya",kecewatolong tegur karyawan cs cabang jelutung kota jambi jlnhayam wuruk cs counter nomor 09 dtg yg klinya tgl 17092024 sekira jam 1300 wib kait kredit pettama inimenurut training lgi bahasa indonesiaetika adab yg krn depan maju adira,negatif,negatif
Pengguna Google,2024-09-17 13:28:12,Verry good,verry good,positif,positif
Pengguna Google,2024-09-17 12:58:10,Ok,ok,positif,positif
Pengguna Google,2024-09-17 12:20:10,"Selalu gagal login setelah input otp Seharusnya berhasil atau selesai setelah input pin,eh malah otomatis sistem mengiput no otp kembali Alhasil tidak pernah berhasil login",gagal login input otp hasil selesai input pineh otomatis sistem mengiput no otp alhasil hasil login,negatif,negatif
Pengguna Google,2024-09-17 11:15:48,Baru mencoba,coba,positif,positif
Pengguna Google,2024-09-17 09:59:01,Sangat membantu untuk cek kredit sy,bantu cek kredit sy,positif,positif
Pengguna Google,2024-09-17 09:05:17,Adira Perusahaan Besar Aplikasinya Abal Abal,adira usaha aplikasi abal abal,negatif,positif
Pengguna Google,2024-09-17 00:07:47,Bagus,bagus,positif,positif
Pengguna Google,2024-09-16 22:02:42,"Apk Lemot, sangat menyusahkan... Sudah dibayar tidak bs dikonfirmasi. 16 September 2024 stelah diupdate kontrak hilang. P solusinya ?",apk lot susah bayar bs konfirmasi 16 september 2024 stelah diupdate kontrak hilang p solusi,negatif,negatif
Pengguna Google,2024-09-16 21:06:17,Good,good,positif,positif
Pengguna Google,2024-09-16 20:33:23,"Dapat poin banyak percuma, waktu di tukar gagal ,voucher tidak lagi beragam",poin tukar gagal voucher agam,negatif,negatif
Pengguna Google,2024-09-16 19:11:43,Mantul,mantul,positif,positif
Pengguna Google,2024-09-16 17:28:12,"Sebelumnya saya tidak ada masalah bayar disini mulai kmrin top up disuruh ke kaspro uang saya malah nyangkut ,,bukan memudahkan malah nyusahin",bayar kmrin top up suruh kaspro uang nyangkut mudah nyusahin,negatif,negatif
Pengguna Google,2024-09-16 15:23:18,"Aplikasi aneh padahal sudah ada sms dari adira tapi tiap login ke aplikasinya nomer kontraknya ga muncul2 aneh, komplain di whatsapp gitu gitu doang respon nya",aplikasi aneh sms adira login aplikasi nomer kontrak ga muncul2 aneh komplain whatsapp gitu gitu doang respon nya,negatif,negatif
Pengguna Google,2024-09-16 15:21:28,Mantap mudah di pahami aplikasi bagus....,mantap mudah paham aplikasi bagus,positif,positif
Pengguna Google,2024-09-16 14:50:06,Membantu sekali dalam mempermudah kredit kendaraan,bantu mudah kredit kendara,positif,positif
Pengguna Google,2024-09-16 09:45:21,Mantapp,mantapp,positif,positif
Pengguna Google,2024-09-16 09:20:14,"Aplikasi gak guna, mau narik saldo adirapay dipersulit, apalagi adirapoin gabisa digunain, gamau rugi bgt keknya padahal banyak dapat keuntungan dan konsumen.",aplikasi gak narik saldo adirapay sulit adirapoin gabisa digunain gamau rugi bgt kek untung konsumen,negatif,negatif
Pengguna Google,2024-09-16 09:01:59,Ok,ok,positif,positif
Pengguna Google,2024-09-16 05:25:08,"Aplikasi TDK berguna,TDK bisa menampilkan no kontrak dan angsuran,hanya berisi iklan Adira saja",aplikasi tdk bergunatdk tampil no kontrak angsuranhanya isi iklan adira,negatif,negatif
Pengguna Google,2024-09-15 19:11:24,baik,,positif,positif
Pengguna Google,2024-09-15 16:59:34,Selalu Adira,adira,positif,positif
Pengguna Google,2024-09-15 14:49:23,Do coba,do coba,negatif,positif
Pengguna Google,2024-09-15 13:44:14,Maaf saya gak ada pinjaman di adira ku dan saya unistal apa ini trimakasih,maaf gak pinjam adira ku unistal trimakasih,negatif,positif
Pengguna Google,2024-09-15 12:07:32,Ok,ok,positif,positif
Pengguna Google,2024-09-15 08:59:07,"Aplikasi sangat buruk, sangat tidak membantu untuk transaksi dsb",aplikasi buruk bantu transaksi dsb,positif,positif
Pengguna Google,2024-09-15 07:53:20,bagus,bagus,positif,positif
Pengguna Google,2024-09-15 02:52:24,sangat puas,puas,positif,positif
Pengguna Google,2024-09-14 23:49:16,"Hari ini sy udh melakukan cicilan ke 15, tapi CEK di aplikasi belum tampil juga.",sy udh cicil 15 cek aplikasi tampil,negatif,positif
Pengguna Google,2024-09-14 17:55:08,Sangat lemot sekali aplikasinya,lot aplikasi,negatif,negatif
Pengguna Google,2024-09-14 12:07:01,tiba tiba ga bisa cek angsuran kenapa ya?,ga cek angsur ya,negatif,positif
Pengguna Google,2024-09-14 12:00:07,Lumayan mempermudah pembayaran tanpa harus datang ke adira,lumayan mudah bayar adira,positif,positif
Pengguna Google,2024-09-14 10:39:11,Oke,oke,positif,positif
Pengguna Google,2024-09-14 09:32:12,Yg pasti busa mengiangtkan wktu pembayaran..,yg busa mengiangtkan wktu bayar,positif,positif
Pengguna Google,2024-09-14 00:20:37,Aplikasi lalot. Poin nya tdk tau mau buat apa,aplikasi lalot poin nya tdk tau,negatif,negatif
Pengguna Google,2024-09-13 23:34:54,ITnya gmana dah ini beloon amat.. di update bukan makin bagus malah makin lemoot... sebanyak apa si servernya?,itnya gmana dah beloon update bagus lemoot si servernya,negatif,negatif
Pengguna Google,2024-09-13 19:27:56,"Aplikasi nya bagus cuman di pertengahan bulan kontraknya tiba tiba hilang ,semoga bisa di perbaiki lagi min",aplikasi nya bagus cuman tengah kontrak hilang moga baik min,positif,positif
Pengguna Google,2024-09-13 17:56:40,Mudah semoga pengajuan saya atas nama Indrawati di acc,mudah moga aju nama indrawati acc,positif,positif
Pengguna Google,2024-09-13 17:46:22,Mantap..LBH mudah bayar,mantaplbh mudah bayar,positif,positif
Pengguna Google,2024-09-13 15:57:37,mantaap,mantaap,positif,positif
Pengguna Google,2024-09-13 15:25:18,Sangat membantu,bantu,positif,positif
Pengguna Google,2024-09-13 15:21:17,"Aplikasinya lemot ,mau bayar biasanya bisa sekarang sering error ,",aplikasi lot bayar error,negatif,negatif
Pengguna Google,2024-09-13 09:52:34,Semoga lancar,moga lancar,positif,positif
Pengguna Google,2024-09-13 07:11:22,Sangat Membantu,bantu,positif,positif
Pengguna Google,2024-09-13 01:00:23,Mantap,mantap,positif,positif
Pengguna Google,2024-09-12 23:13:02,Bagues,bagues,positif,positif
Pengguna Google,2024-09-12 23:10:23,"Mantap nih aplikasi jd bs tau sisa cicilan kita,,Kalau bisa Adain donk bayar cicilan lewat aplikasi Dana biar lebih mudah gitu",mantap nih aplikasi jd bs tau sisa cicil kitakalau adain donk bayar cicil aplikasi dana biar mudah gitu,positif,positif
Pengguna Google,2024-09-12 17:42:19,Terbaik,baik,positif,positif
Pengguna Google,2024-09-12 17:14:47,Pengalaman saya di Adira saat ini sangat puas dengan ada apk ini sangat memudah kan saya untuk mengecek istori pengcekan angsuran yg sudah saya bayar jadi ketahuan sudah berapa yg sudah saya bayar makasih tuk adiri semoga kedepan nya menjadi lebih baik lagi,alam adira puas apk mudah ecek istori cek angsur yg bayar tahu yg bayar makasih tuk adiri moga depan nya,positif,positif
Pengguna Google,2024-09-12 16:00:38,"Udah kalian sendiri yang nutup fitur adirapay, minimal penarikan saldo adirapay 25.000 dan masih kepotong 4.000,terus kalo saldo dibawah 29.000 gabisa diapa-apain dan ilang gitu? Mau nilep saldo Lu???",udah nutup fitur adirapay minimal tari saldo adirapay 25000 potong 4000terus kalo saldo bawah 29000 gabisa diapaapain ilang gitu nilep saldo lu,negatif,negatif
Pengguna Google,2024-09-12 14:52:16,Suka duka itu lah pembelajaran saya,suka duka ajar,positif,positif
Pengguna Google,2024-09-12 14:50:23,terlalu lemot apk. ya.,lot apk ya,negatif,negatif
Pengguna Google,2024-09-12 13:10:59,Good luck,good luck,positif,positif
Pengguna Google,2024-09-12 11:11:38,"Informatif, mudah digunakan.",informatif mudah,positif,positif
Pengguna Google,2024-09-12 10:34:02,"Padahal baru janjian mau survey, survey nya blm pengajuan udah di tolak.",janji survey survey nya blm aju udah tolak,negatif,negatif
Pengguna Google,2024-09-12 09:33:04,Aplikasi adiraku skrng2 ini sering error terutama saat tukar point adiraku gagal terus,aplikasi adiraku skrng2 error tukar point adiraku gagal,negatif,negatif
Pengguna Google,2024-09-12 09:00:19,Josss,josss,positif,positif
Pengguna Google,2024-09-12 04:55:59,Tolong aktifkan kmbali adirapay,tolong aktif kmbali adirapay,positif,negatif
Pengguna Google,2024-09-11 22:33:41,"Sangat berguna,jelas dan terpecaya",bergunajelas terpecaya,positif,positif
Pengguna Google,2024-09-11 21:43:29,Ok,ok,positif,positif
Pengguna Google,2024-09-11 21:22:51,Ok,ok,positif,positif
Pengguna Google,2024-09-11 19:59:21,Tidak ada kontrak yg aktip .. padahal sebelum nya kontrak sudah terdaftar . Tiba² hilang,kontrak yg aktip nya kontrak daftar hilang,positif,negatif
Pengguna Google,2024-09-11 19:00:46,Mantab boss,mantab boss,positif,positif
Pengguna Google,2024-09-11 17:22:06,Adira emang bagus cumn syng sekali tidak ada kredit elektronik hp atau laptop ny klou ad lebih mudah pengambilan kredit ny di suruh konter mau pun mol mol besar,adira emang bagus cumn syng kredit elektronik hp laptop ny klou ad mudah ambil kredit ny suruh konter mol mol,positif,positif
Pengguna Google,2024-09-11 17:07:54,Lumayan membantu,lumayan bantu,positif,positif
Pengguna Google,2024-09-11 16:12:19,Keren... Membantu banget buat mantau angsuran,keren bantu banget mantau angsur,positif,positif
Pengguna Google,2024-09-11 14:15:33,Semoga bermanfaat,moga manfaat,positif,positif
Pengguna Google,2024-09-11 13:33:01,Aduraku. Cukup membantu informasi terkait perkresitan.,aduraku bantu informasi kait perkresitan,positif,positif
Pengguna Google,2024-09-11 12:29:37,"Kalau tutup apk adiraku, jgn dong poin tdk bisa lagi ditukar padahal poin sy banyak, sy sangat kecewa dgn ini",tutup apk adiraku jgn poin tdk tukar poin sy sy kecewa dgn,negatif,negatif
Pengguna Google,2024-09-11 10:56:29,Bagus,bagus,positif,positif
Pengguna Google,2024-09-11 10:10:17,Mudah dan cepat,mudah cepat,positif,positif
Pengguna Google,2024-09-11 10:07:22,Kenpa kontrak nya gak ada gak muncul2,kenpa kontrak nya gak gak muncul2,negatif,negatif
Pengguna Google,2024-09-11 09:51:15,"perbaikin aplikasinya,masa mau bayar kontrak nya tidak tersedia udh gitu lola pula aplikasinya",perbaikin aplikasinyamasa bayar kontrak nya sedia udh gitu lola aplikasi,negatif,negatif
Pengguna Google,2024-09-11 08:55:10,Mempermudah transaksi,mudah transaksi,positif,positif
Pengguna Google,2024-09-11 06:56:28,Mudah digunakan,mudah,positif,positif
Pengguna Google,2024-09-11 00:22:49,"Mantap, sangat membantu ❤️",mantap bantu,positif,positif
Pengguna Google,2024-09-10 23:47:34,"Ini daftar pakek Kaspro gimn, gk bisa ini setiap masukan Kode yg dikirim pasti ada KESALAHAN SERVER maksutnya apa saya mau bayar Angsura dah ada tunggakan karna aplikasi buat bayar yg dulu (adirapay) diganti sama kaspro tolong segera ditindak samakin Ruet saja anda ini",daftar pakek kaspro gimn gk masuk kode yg kirim salah server maksutnya bayar angsura dah tunggak karna aplikasi bayar yg adirapay ganti kaspro tolong tindak samakin ruet,negatif,negatif
Pengguna Google,2024-09-10 21:31:42,Cipeli pam pam aaa,cipeli pam pam aaa,positif,positif
Pengguna Google,2024-09-10 20:53:24,Mantap,mantap,positif,positif
Pengguna Google,2024-09-10 19:16:20,mantal,mantal,positif,positif
Pengguna Google,2024-09-10 18:31:29,Semoga lancar selalu untuk koinnya,moga lancar koin,positif,positif
Pengguna Google,2024-09-10 18:10:22,"Aplikasi yang memudahkan via jari ,melihat program2 dr Adira lngsung tapi musti kuat internet",aplikasi mudah via jari program2 dr adira lngsung musti kuat internet,positif,positif
Pengguna Google,2024-09-10 16:11:19,Mantul,mantul,positif,positif
Pengguna Google,2024-09-10 14:49:09,Okelah 👍👍,oke,positif,positif
Pengguna Google,2024-09-10 14:02:42,Aplikasi adiraku sangat membantu saya Terima kasih ÀDIRAKU🙏😊,aplikasi adiraku bantu terima kasih diraku,positif,positif
Pengguna Google,2024-09-10 13:14:18,Udh tuker vocer.. Transaksi berasill tapi kaga masuk... Udh bikin pengaduan tapi sama ajh kaga jls malah kata ya transaksi berasil.. Emng berasil tapi plsa ya kaga masuk,udh tuker vocer transaksi berasill kaga masuk udh bikin adu ajh kaga jls ya transaksi asil emng asil plsa ya kaga masuk,negatif,negatif
Pengguna Google,2024-09-10 11:59:53,Bunga yang gak ngotak mending pake oto atau yang lain dari padaadira gila gilaa nyesel aenggg mke Adira sumpah tolong hati hati dan di kaji kembali bagi orang orang yang mau memakai jasa Adira mending pke oto credit bunganya ringan dan saya mengalami ke 2 ljasa Adira dan oto credit,bunga gak ngotak mending pake oto padaadira gila gilaa nyesel aenggg mke adira sumpah tolong hati hati kaji orang orang pakai jasa adira mending pke oto credit bunga ringan alami 2 ljasa adira oto credit,negatif,negatif
Pengguna Google,2024-09-10 09:10:50,Saya kasih bintang 4 dulu karna masih banyak yg harus diperbaiki untuk sistemnya,kasih bintang 4 karna yg baik sistem,positif,positif
Pengguna Google,2024-09-10 08:40:55,Suka bangat,suka bangat,positif,positif
